"sum_cost","num_fire_incd","num_prop_sales","num_streets","num_walk_scores","num_reports","num_near_misses","median_sale_price.imputed","max_sale_price.imputed","mean_walk_score.imputed","min_walk_score.imputed","max_walk_score.imputed","sum_lane_cnt.imputed","sum_width.imputed","sum_area.imputed","categoryagricultural","categorycommercial","categoryindustrial","categorypublicly.owned","categorypublic.utilities","categoryresidential"
0,0,13,18,0,0,0,79900,170000,46,44,48,72,740,512284,0,0,0,0,0,1
0,3,15,4,1,0,0,112000,242000,32,32,32,12,106,31511,0,0,0,0,0,1
0,0,11,15,0,1,0,56000,145280,46,44,48,50,515,388725,0,0,0,0,0,1
0,1,2,6,0,0,0,52000,78000,46,44,48,12,108,87672,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,31,0,0,0,82700,323000,46,44,48,186,1995,1599402,NA,NA,NA,NA,NA,NA
1.407,0,45,18,1,0,0,6000,235000,42,42,42,52,532,254398,0,0,0,0,0,1
0,0,19,4,0,0,0,4000,144000,46,44,48,12,102,104670,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,28,11,2,0,0,38200,128000,16,16,16,28,250,59750,0,0,0,0,0,1
0.445,0,20,4,0,0,0,39950,234000,46,44,48,12,120,100347,0,0,0,0,0,1
0.141,0,57,21,0,0,0,26000,272000,46,44,48,56,535,911039,0,0,0,0,0,1
0,1,24,10,0,0,0,16000,71000,46,44,48,30,300,661550,0,0,0,0,0,1
0.304,0,25,12,0,0,0,19000,235000,46,44,48,21,803,261179,0,0,0,0,0,1
0,0,87,11,0,0,0,14500,843200,46,44,48,35,334,251902,0,0,0,0,0,1
3.209,2,38,33,1,0,0,15302.5,145740,10,10,10,93,945,834318,0,0,0,0,0,1
0,0,25,13,0,0,0,20000,62000,46,44,48,39,387,438262,0,0,0,0,0,1
0.141,8,53,31,1,0,0,25000,97000,7,7,7,97,975,846586,0,0,0,0,0,1
0,0,0,2,0,0,0,82700,323000,46,44,48,4,42,26934,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,9,12,16,0,0,0,29522.5,100700,46,44,48,48,480,1317584,0,0,0,0,0,1
0,0,0,12,0,0,0,82700,323000,46,44,48,48,432,586860,NA,NA,NA,NA,NA,NA
1.103,0,0,13,0,0,0,82700,323000,46,44,48,52,468,635765,NA,NA,NA,NA,NA,NA
0,0,16,31,0,0,0,17750,52000,46,44,48,111,1214,1175342,0,0,0,0,0,1
0,0,13,3,1,0,0,19000,69900,16,16,16,5,59,35860,0,0,0,0,0,1
0.141,0,58,28,1,0,0,20000,600335,26,26,26,56,656,512689,0,0,0,0,0,1
0.046,0,27,12,0,0,0,23100,1680600,46,44,48,37,393,119064,0,0,0,0,0,1
0,0,16,15,1,0,0,37500,76000,15,15,15,41,372,124527,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,49,8,2,0,0,28000,105000,23.5,23,24,22,201,238853,0,0,0,0,0,1
0,0,3,0,0,0,0,31600,62500,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,24,40,0,0,0,17670,1825000,46,44,48,101,992,832575,0,0,0,0,0,1
0,0,1,53,0,0,0,7500,7500,46,44,48,106,848,865384,0,0,0,0,0,1
0.608,0,2,8,0,0,0,32500,39000,46,44,48,40,368,816312,0,0,0,0,0,1
0,0,0,20,0,0,0,82700,323000,46,44,48,92,863,1561184,NA,NA,NA,NA,NA,NA
0,0,1,12,1,0,0,130000,130000,31,31,31,24,573,495348,0,1,0,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,64,0,0,0,82700,323000,46,44,48,128,1344,2205878,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,9,19,0,0,0,110000,215000,46,44,48,93,862,1626771,0,0,0,0,0,1
0.141,5,15,34,0,0,0,62000,1353650,46,44,48,170,1564,2988056,0,0,0,0,0,1
0,0,17,14,0,0,0,30500,77900,46,44,48,54,515,437227,0,0,0,0,0,1
1.548,1,2,6,0,0,0,250000,250000,46,44,48,26,268,175434,0,1,0,0,0,0
0.304,0,19,40,0,5,0,114400,205000,46,44,48,138,1448,1098810,0,0,0,0,0,1
0,0,35,0,3,0,0,102000,182900,35,31,37,53,563,284640,0,0,0,0,0,1
0,0,43,0,1,0,0,95400,387615,42,42,42,53,563,284640,0,0,0,0,0,1
0,0,5,0,1,0,0,165000,174000,23,23,23,53,563,284640,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,4,35,43795,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
1.103,0,0,32,0,0,0,82700,323000,46,44,48,32,1920,2180960,NA,NA,NA,NA,NA,NA
0,0,11,50,0,0,0,5800,80000,46,44,48,347,3325,2919709,0,0,0,0,0,1
0.304,0,34,71,1,0,0,10000,45000,7,7,7,149,1417,569437,0,0,0,0,0,1
1.711,0,80,29,1,0,0,7250,235000,7,7,7,60,685,544749,0,0,0,0,0,1
0,0,2,1,1,0,0,7320,9890,10,10,10,3,26,24538,0,0,0,0,0,1
0,0,3,11,0,0,0,54000,86000,46,44,48,33,330,797302,0,0,0,0,0,1
0,0,7,23,0,0,0,13300,1353650,46,44,48,69,690,1667086,0,0,0,0,0,1
0,0,12,13,0,0,0,39092.5,81000,46,44,48,39,390,942266,0,0,0,0,0,1
0,0,41,4,1,1,0,28000,677500,45,45,45,9,79,35446,0,0,0,0,0,1
0,0,249,9,2,0,0,18400,1810182,67,67,67,31,314,156881,0,0,0,0,0,1
10.082,0,63,14,1,0,0,20000,215000,69,69,69,28,248,124941,0,0,0,0,0,1
1.103,0,45,15,1,0,1,23000,270170,72,72,72,48,489,183908,0,0,0,0,0,1
2.955,0,107,39,4,1,0,13194,866200,60.5,12,78,68,647,256783,0,0,0,0,0,1
0.304,0,27,38,0,1,0,22000,1811438,46,44,48,77,780,202693,0,0,0,0,0,1
0,0,16,15,1,0,0,24250,92915,93,93,93,30,274,92373,0,0,0,0,0,1
0,0,8,12,0,0,0,39311,56000,46,44,48,24,288,340404,0,0,0,0,0,1
0.304,0,2,17,0,0,0,18350,23500,46,44,48,51,510,1399933,0,0,0,0,0,1
0,0,12,77,1,0,0,402500,2827107,25,25,25,308,2772,3765685,0,1,0,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0.445,0,0,48,0,0,0,82700,323000,46,44,48,168,1853,1796663,NA,NA,NA,NA,NA,NA
0,0,1,0,0,0,0,1500,1500,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,20,2,1,0,0,23049.5,1603100,17,17,17,4,50,44948,0,0,0,0,0,1
1.407,0,23,15,1,0,0,32900,2925000,21,21,21,46,503,173733,0,0,0,0,0,1
0,0,77,8,1,0,0,12125,1825000,17,17,17,18,181,76939,0,0,0,0,0,1
0,0,30,7,1,0,0,35500,387615,21,21,21,18,171,55953,0,0,0,0,0,1
0,0,4,19,0,0,0,44000,58000,46,44,48,38,376,113560,0,0,0,0,0,1
0,0,1,4,0,0,0,1500,1500,46,44,48,4,40,28428,0,0,0,0,0,1
0.304,0,16,2,0,0,0,50000,420000,46,44,48,8,79,81674,0,1,0,0,0,0
1.244,8,15,13,0,0,0,125000,1035000,46,44,48,78,806,835081,0,1,0,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,1,5,0,0,0,39000,39000,46,44,48,25,230,510195,0,0,0,0,0,1
0.282,0,0,1,0,0,0,82700,323000,46,44,48,5,46,102039,NA,NA,NA,NA,NA,NA
0,0,0,48,0,0,0,82700,323000,46,44,48,48,2904,3370848,NA,NA,NA,NA,NA,NA
0,0,0,4,0,0,0,82700,323000,46,44,48,4,242,280904,NA,NA,NA,NA,NA,NA
0,0,0,36,0,0,0,82700,323000,46,44,48,36,2178,2528136,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,85,0,0,0,82700,323000,46,44,48,170,1733,3173693,NA,NA,NA,NA,NA,NA
0,0,0,6,0,0,0,82700,323000,46,44,48,12,126,224832,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,6,5,32,1,0,0,80000,115000,25,25,25,64,640,688960,0,0,0,0,0,1
1.103,0,0,1,0,0,0,82700,323000,46,44,48,2,20,21530,NA,NA,NA,NA,NA,NA
2.156,9,13,8,0,0,0,70000,1614426,46,44,48,35,361,271283,0,1,0,0,0,0
1.244,0,14,5,0,0,0,106950,178500,46,44,48,17,183,113698,0,1,0,0,0,0
0,0,9,6,1,0,0,132000,205000,37,37,37,12,144,69969,0,0,0,0,0,1
0,0,18,22,0,0,0,94750,167500,46,44,48,63,582,362954,0,0,0,0,0,1
0,0,9,18,1,0,0,163712,225000,27,27,27,38,454,148456,0,0,0,0,0,1
0,0,4,15,1,0,0,159250,162500,35,35,35,45,390,127680,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,2,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,106,0,0,0,82700,323000,46,44,48,106,6360,7224430,NA,NA,NA,NA,NA,NA
0,0,0,50,0,0,0,82700,323000,46,44,48,50,3000,3407750,NA,NA,NA,NA,NA,NA
0,0,16,25,0,0,0,17500,105000,46,44,48,100,1050,2859025,0,0,0,0,0,1
0,0,5,8,1,0,0,10000,25660,6,6,6,16,145,50208,0,0,0,0,0,1
0.304,0,14,76,0,0,0,15250,2e+07,46,44,48,292,2594,2519142,0,0,0,0,0,1
0,0,31,48,0,0,0,10000,90000,46,44,48,141,1428,653473,0,0,0,0,0,1
0,0,1,16,0,0,0,7000,7000,46,44,48,48,480,1159712,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,4,0,1,0,0,65000,82951,19,19,19,53,563,284640,0,0,0,0,0,1
0,0,15,13,0,0,0,64000,121000,46,44,48,26,311,433836,0,0,0,0,0,1
0,0,29,57,0,0,0,26000,145000,46,44,48,139,1439,864775,0,0,0,0,0,1
0,0,26,25,1,1,0,27350,74199,68,68,68,70,750,193246,0,0,0,0,0,1
12.896,0,43,23,1,0,0,25000,270170,74,74,74,82,829,270270,0,0,0,0,0,1
2.51,0,35,10,0,0,0,14400,1680600,46,44,48,31,300,110136,0,0,0,0,0,1
0,1,94,39,3,0,0,19250,866200,72.3333333333333,71,73,65,755,289138,0,0,0,0,0,1
0,0,52,38,2,0,0,22000,229120,50.5,43,58,89,890,323674,0,0,0,0,0,1
0,0,36,60,1,0,0,34500,118500,42,42,42,160,1680,3861300,0,0,0,0,0,1
0.304,0,1,11,0,0,0,39900,39900,46,44,48,44,473,109626,0,0,0,0,0,1
0,0,2,19,0,0,0,2136053.5,2827107,46,44,48,61,586,755327,0,1,0,0,0,0
0.445,0,1,58,0,0,0,190000,190000,46,44,48,174,1566,2986652,0,1,0,0,0,0
11.326,0,14,61,4,0,0,7500,6500000,43.25,43,44,190,1698,1115037,0,0,0,0,0,1
0,0,12,2,0,0,0,40000,84900,46,44,48,4,45,27564,0,0,0,0,0,1
0,0,31,6,2,1,0,59400,171500,13,11,15,12,138,96047,0,0,0,0,0,1
1.407,9,45,21,1,0,0,20000,276451,19,19,19,80,872,359368,0,0,0,0,0,1
0,0,37,23,0,0,0,25000,1825000,46,44,48,53,529,616003,0,0,0,0,0,1
0,0,28,27,1,0,0,16000,86220,19,19,19,81,793,551002,0,0,0,0,0,1
0,0,25,18,0,0,0,30000,673400,46,44,48,40,385,148605,0,0,0,0,0,1
0,0,39,21,1,0,0,19500,59400,35,35,35,49,525,365855,0,0,0,0,0,1
1.711,3,43,113,1,0,0,20000,47800,36,36,36,287,2727,1503339,0,0,0,0,0,1
0,0,5,46,0,0,0,20600,70000,46,44,48,92,828,1369098,0,0,0,0,0,1
0,0,11,48,0,0,0,15000,94300,46,44,48,96,864,1428624,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,9,13,0,0,0,19287,1353650,46,44,48,65,598,1326507,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,6,0,0,0,82700,323000,46,44,48,6,363,421356,NA,NA,NA,NA,NA,NA
0,0,0,40,0,0,0,82700,323000,46,44,48,40,2420,2809040,NA,NA,NA,NA,NA,NA
0,0,0,94,0,0,0,82700,323000,46,44,48,94,5687,6601244,NA,NA,NA,NA,NA,NA
0,0,0,84,0,0,0,82700,323000,46,44,48,84,5082,5898984,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,40,0,0,0,82700,323000,46,44,48,80,680,1463720,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0.912,0,9,32,0,0,0,30000,1275000,46,44,48,128,1306,555352,0,0,0,0,0,1
0,0,23,12,1,0,0,110000,1412000,24,24,24,25,302,150951,0,0,0,0,0,1
0.654,0,12,35,1,2,0,654000,1355000,34,34,34,102,964,361990,0,1,0,0,0,0
0,0,44,73,3,0,0,64500,120000,40.3333333333333,33,44,160,1818,686266,0,0,0,0,0,1
0,0,14,26,0,0,0,72750,158000,46,44,48,78,676,498276,0,0,0,0,0,1
0,0,28,19,3,0,0,154750,217000,35,27,39,55,508,133268,0,0,0,0,0,1
0,0,16,33,1,2,0,103661,160000,38,38,38,75,865,228984,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,118,0,0,0,82700,323000,46,44,48,118,7080,8042290,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,8,18,0,0,0,10091.5,32400,46,44,48,72,756,2058498,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,2,19,1,1,0,0,31300,2e+07,8,8,8,4,35,54464,0,0,0,0,0,1
0,0,1,0,0,0,0,12920,12920,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,5,2,0,0,0,6000,62500,46,44,48,4,46,69240,0,0,0,0,0,1
0,0,14,11,0,0,0,56000,93900,46,44,48,22,253,380820,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,40,24,0,0,0,35475,99600,46,44,48,96,959,621372,0,0,0,0,0,1
1.711,0,65,48,3,0,0,20000,215000,48.3333333333333,7,69,126,1332,499258,0,0,0,0,0,1
0,0,54,6,0,0,0,40000,942857,46,44,48,19,193,83556,0,0,0,0,0,1
2.365,0,79,28,2,0,0,30000,540000,68,64,72,83,843,274521,0,0,0,0,0,1
1.103,0,85,94,4,0,0,26000,843200,49,31,64,228,2219,2081645,0,0,0,0,0,1
0,0,65,36,1,0,0,18500,234000,49,49,49,101,1006,2441225,0,0,0,0,0,1
0.141,0,54,46,0,0,0,17000,168750,46,44,48,107,1010,500593,0,0,0,0,0,1
0.304,0,1,8,0,0,0,1050000,1050000,46,44,48,24,216,411952,0,1,0,0,0,0
0.304,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,4,33,0,0,0,20000,60000,46,44,48,150,1356,1224687,0,0,0,0,0,1
0,0,3,0,0,0,0,1120,4500,46,44,48,53,563,284640,0,0,0,0,0,1
1.103,0,19,4,2,0,0,29000,1353650,12.5,11,14,8,96,26848,0,0,0,0,0,1
0.608,13,34,37,1,0,0,34000,175000,19,19,19,88,1018,608328,0,0,0,0,0,1
2.206,10,32,29,0,0,0,47500,360000,46,44,48,96,1060,895322,0,1,0,0,0,0
0,0,58,2,2,0,0,30615,1353650,14.5,13,16,4,48,40914,0,0,0,0,0,1
0.304,0,34,20,0,0,0,28450,605000,46,44,48,40,484,149900,0,0,0,0,0,1
10.831,4,43,18,1,0,0,20000,73000,38,38,38,51,579,346696,0,0,0,0,0,1
0.328,0,14,1,1,1,0,24500,1687500,36,36,36,2,20,7869,0,0,0,0,0,1
0,0,8,0,0,0,0,31155,177500,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,1,0,0,0,82700,323000,46,44,48,2,23,12305,NA,NA,NA,NA,NA,NA
0,3,3,1,1,0,0,255000,1790000,2,2,2,4,36,13388,0,1,0,0,0,0
0,0,21,54,1,0,0,43000,4729000,14,14,14,209,1970,2553062,0,0,0,0,0,1
0,0,0,22,0,0,0,82700,323000,46,44,48,44,528,324544,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,96,0,0,0,82700,323000,46,44,48,96,5808,6741696,NA,NA,NA,NA,NA,NA
0,0,0,10,0,0,0,82700,323000,46,44,48,10,605,702260,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,35,0,0,0,82700,323000,46,44,48,70,595,1280755,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,5,1,0,0,0,50000,104000,46,44,48,3,26,10682,0,0,0,0,0,1
0,0,43,16,2,0,0,74000,153400,15,13,17,46,410,220130,0,0,0,0,0,1
0.141,0,27,39,0,0,0,58000,540000,46,44,48,86,1007,800559,0,1,0,0,0,0
0,0,27,69,2,0,0,80000,152900,26,24,28,163,1713,641761,0,0,0,0,0,1
0,0,16,45,1,0,0,141500,295000,35,35,35,105,1091,421051,0,0,0,0,0,1
0.304,0,18,20,0,6,0,67950,185000,46,44,48,55,570,255997,0,0,0,0,0,1
0,0,10,1,0,0,0,56316,1715057,46,44,48,2,24,16628,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,62,7,2,0,0,45500,123647,40,34,46,20,195,83943,0,0,0,0,0,1
0,0,50,10,2,0,0,55500,1603100,19,4,34,24,248,72074,0,1,0,0,0,0
0,0,0,76,0,0,0,82700,323000,46,44,48,76,4560,5179780,NA,NA,NA,NA,NA,NA
0,0,0,12,0,0,0,82700,323000,46,44,48,48,504,1372332,NA,NA,NA,NA,NA,NA
0,0,0,7,0,0,0,82700,323000,46,44,48,28,294,800527,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,1,0,0,0,82700,323000,46,44,48,4,35,54464,NA,NA,NA,NA,NA,NA
0,11,7,7,0,0,0,18000,98780,46,44,48,28,245,381248,0,0,0,0,0,1
0,0,2,75,0,0,0,24675,34350,46,44,48,150,1650,1744875,0,0,0,0,0,1
0,0,0,10,0,0,0,82700,323000,46,44,48,20,220,232650,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
1.407,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,40,4,0,0,0,38450,140000,46,44,48,17,162,106838,0,0,0,0,0,1
0,0,147,10,3,0,0,35000,1100000,62,54,69,31,317,182989,0,0,0,0,0,1
1.103,0,21,7,0,0,0,39000,151700,46,44,48,23,245,104050,0,0,0,0,0,1
13.645,0,42,11,0,0,0,18500,996000,46,44,48,37,362,129079,0,0,0,0,0,1
0.304,0,117,26,2,0,0,14000,256500,56.5,54,59,63,571,167309,0,0,0,0,0,1
0,0,102,10,0,0,0,19182.5,290518,46,44,48,21,220,112829,0,0,0,0,0,1
0.304,0,84,18,1,0,0,21250,1050000,44,44,44,37,409,153913,0,0,0,0,0,1
0,0,67,60,2,0,0,25000,139000,19.5,16,23,120,1325,340926,0,0,0,0,0,1
0.304,3,0,24,0,0,0,82700,323000,46,44,48,28,398,861432,NA,NA,NA,NA,NA,NA
0,0,12,56,0,0,0,24145,56895,46,44,48,281,2967,1948154,0,0,0,0,0,1
0,0,0,9,0,0,0,82700,323000,46,44,48,45,441,216675,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,38,2,3,0,0,25500,93500,18.3333333333333,15,24,5,54,28301,0,0,0,0,0,1
0.35,1,21,10,0,0,0,32000,71152,46,44,48,33,340,170966,0,0,0,0,0,1
0.304,0,49,51,3,1,0,25000,160000,26.6666666666667,14,41,124,1236,639636,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0.141,0,38,10,1,1,0,14224.5,1353650,37,37,37,30,340,239540,0,0,0,0,0,1
0,0,13,1,0,0,0,11000,1687500,46,44,48,2,20,17175,0,0,0,0,0,1
0,0,0,0,0,1,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,1,0,0,0,82700,323000,46,44,48,2,24,22257,NA,NA,NA,NA,NA,NA
0,0,18,63,2,0,0,68000,95000,3,3,3,127,1480,686104,0,0,0,0,0,1
1.103,0,0,6,1,0,0,82700,323000,11,11,11,21,186,74425,NA,NA,NA,NA,NA,NA
1.103,5,11,31,0,0,0,44000,210000,46,44,48,124,1116,857685,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,86,0,0,0,82700,323000,46,44,48,86,5203,6039436,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,44,0,0,0,82700,323000,46,44,48,88,751,1601149,NA,NA,NA,NA,NA,NA
0,0,19,37,1,0,0,85000,123000,5,5,5,98,925,399927,0,0,0,0,0,1
0,0,29,59,1,0,0,86000,159550,22,22,22,174,1475,1128621,0,0,0,0,0,1
1.103,0,51,3,1,0,0,48000,147000,28,28,28,10,106,50155,0,0,0,0,0,1
0,0,26,32,1,0,0,114400,156500,19,19,19,64,765,564780,0,0,0,0,0,1
0,0,26,9,0,0,0,119950,187900,46,44,48,18,214,100677,0,0,0,0,0,1
0.304,0,23,30,1,0,0,90000,154900,33,33,33,60,698,265792,0,0,0,0,0,1
1.407,0,42,29,1,0,0,60306,239800,45,45,45,73,836,572560,0,0,0,0,0,1
0,0,11,2,0,0,0,56500,118900,46,44,48,7,71,42575,0,0,0,0,0,1
0.304,0,74,77,2,0,0,64550,177000,61,50,72,216,2005,507611,0,1,0,0,0,0
1.407,0,30,17,1,0,0,69500,533334,4,4,4,34,406,254677,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,6,2,0,0,0,1500000,1504800,46,44,48,2,120,136310,0,0,1,0,0,0
0,0,9,7,0,0,0,16900,319500,46,44,48,28,294,800527,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,22,34,0,0,0,25000,65000,46,44,48,94,1038,562524,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,2,24,20695,NA,NA,NA,NA,NA,NA
0.304,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,34,73,0,3,0,49750,154500,46,44,48,258,2561,2067492,0,0,0,0,0,1
