"srvy_address"|"strsegid"|"geo_address"|"lat"|"long"|"geo_address_type"|"geo_accuracy"
"WOOLPER AV & MCALPIN AV, Cincinnati, OH, USA"|"3276022432132761205201"|"WOOLPER AV & MCALPIN AV, Cincinnati, OH, USA"|39.150234|-84.51845|"locality,political"|"locality"
"ANDERSON PL & MADISON RD, Cincinnati, OH, USA"|"4530054852545301649607"|"ANDERSON PL & MADISON RD, Cincinnati, OH, USA"|39.144649|-84.444149|"locality,political"|"locality"
"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"3277435358133975713446"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
"WASSON RD & EDWARDS RD, Cincinnati, OH, USA"|"4077533291240779812863"|"WASSON RD & EDWARDS RD, Cincinnati, OH, USA"|39.143764|-84.423063|"locality,political"|"locality"
"EDWARDS RD & MADISON RD, Cincinnati, OH, USA"|"4077533291240675583119"|"EDWARDS RD & MADISON RD, Cincinnati, OH, USA"|39.142482|-84.443064|"locality,political"|"locality"
"CORRY BLVD & W CORRY ST, Cincinnati, OH, USA"|"3377970763333781077617"|"CORRY BLVD & W CORRY ST, Cincinnati, OH, USA"|39.208109|-84.549903|"locality,political"|"locality"
"WOOD AV & MIDDLETON AV, Cincinnati, OH, USA"|"3275080442232751374939"|"WOOD AV & MIDDLETON AV, Cincinnati, OH, USA"|39.149311|-84.52519|"locality,political"|"locality"
"APJONES ST & FERGUS ST, Cincinnati, OH, USA"|"2971197026429712500783"|"APJONES ST & FERGUS ST, Cincinnati, OH, USA"|39.163084|-84.536304|"locality,political"|"locality"
"CHASE AV & FERGUS ST, Cincinnati, OH, USA"|"2970922015129711810123"|"CHASE AV & FERGUS ST, Cincinnati, OH, USA"|39.163154|-84.537658|"locality,political"|"locality"
"CHASE AV & DELANEY ST, Cincinnati, OH, USA"|"2979214033629792470573"|"CHASE AV & DELANEY ST, Cincinnati, OH, USA"|39.163193|-84.538155|"locality,political"|"locality"
"PRICE AV & PURCELL AV, Cincinnati, OH, USA"|"2882370994428827219910"|"PRICE AV & PURCELL AV, Cincinnati, OH, USA"|39.106671|-84.557865|"locality,political"|"locality"
"ELBERON AV & PRICE AV, Cincinnati, OH, USA"|"2881870000028823709944"|"ELBERON AV & PRICE AV, Cincinnati, OH, USA"|39.106671|-84.557865|"locality,political"|"locality"
"WARSAW AV & STURM ST, Cincinnati, OH, USA"|"2500658122328710531183"|"WARSAW AV & STURM ST, Cincinnati, OH, USA"|39.111903|-84.571733|"locality,political"|"locality"
"WOODLAWN AV & WARSAW AV, Cincinnati, OH, USA"|"2871700112228719911083"|"WOODLAWN AV & WARSAW AV, Cincinnati, OH, USA"|39.109837|-84.560733|"locality,political"|"locality"
"PRIVATE ST & OLD LUDLOW AV, Cincinnati, OH, USA"|"3272410435032730173889"|"PRIVATE ST & OLD LUDLOW AV, Cincinnati, OH, USA"|39.101692|-84.503104|"locality,political"|"locality"
"WARSAW AV & CONSIDINE AV, Cincinnati, OH, USA"|"2882827097228831620931"|"WARSAW AV & CONSIDINE AV, Cincinnati, OH, USA"|39.109837|-84.560733|"locality,political"|"locality"
"ENRIGHT AV & WARSAW AV, Cincinnati, OH, USA"|"2500485124425006581223"|"ENRIGHT AV & WARSAW AV, Cincinnati, OH, USA"|39.109837|-84.560733|"locality,political"|"locality"
"DEPOT ST & W 8TH ST, Cincinnati, OH, USA"|"2886302913929265389112"|"DEPOT ST & W 8TH ST, Cincinnati, OH, USA"|39.103705|-84.520253|"locality,political"|"locality"
"DELTA AV & LOOKOUT LN, Cincinnati, OH, USA"|"4230932688542310097010"|"DELTA AV & LOOKOUT LN, Cincinnati, OH, USA"|39.121952|-84.436011|"locality,political"|"locality"
"W 14TH ST & REPUBLIC ST, Cincinnati, OH, USA"|"3306392125633164660840"|"W 14TH ST & REPUBLIC ST, Cincinnati, OH, USA"|39.110589|-84.51536|"locality,political"|"locality"
"CHASE AV & FERGUS ST, Cincinnati, OH, USA"|"2971159996029711810123"|"CHASE AV & FERGUS ST, Cincinnati, OH, USA"|39.163154|-84.537658|"locality,political"|"locality"
"W 15TH ST & REPUBLIC ST, Cincinnati, OH, USA"|"3306338174933063921256"|"W 15TH ST & REPUBLIC ST, Cincinnati, OH, USA"|39.111567|-84.516814|"locality,political"|"locality"
"ARMOUR AL & PULLAN AV, Cincinnati, OH, USA"|"2981023111329811341125"|"ARMOUR AL & PULLAN AV, Cincinnati, OH, USA"|39.163502|-84.536711|"locality,political"|"locality"
"LUDLOW AVENUE VIA & SPRING GROVE AV, Cincinnati, OH, USA"|"2970266872029702788431"|"LUDLOW AVENUE VIA & SPRING GROVE AV, Cincinnati, OH, USA"|39.153115|-84.536272|"locality,political"|"locality"
"DELTA AV & LINWOOD AV, Cincinnati, OH, USA"|"4231001724342310407145"|"DELTA AV & LINWOOD AV, Cincinnati, OH, USA"|39.121952|-84.436011|"locality,political"|"locality"
"SALVADOR ST & STURDY AV, Cincinnati, OH, USA"|"4703290484547033005003"|"SALVADOR ST & STURDY AV, Cincinnati, OH, USA"|39.09669|-84.383853|"locality,political"|"locality"
"WOOSTER RD & WILLOW ST, Cincinnati, OH, USA"|"4576116398545764324389"|"WOOSTER RD & WILLOW ST, Cincinnati, OH, USA"|39.196824|-84.480142|"locality,political"|"locality"
"MINOT AV & 33RD AV, Cincinnati, OH, USA"|"4068966545242503175308"|"MINOT AV & 33RD AV, Cincinnati, OH, USA"|39.152577|-84.434401|"locality,political"|"locality"
"RESOR AV & CLIFTON AV, Cincinnati, OH, USA"|"3275956367132760224321"|"RESOR AV & CLIFTON AV, Cincinnati, OH, USA"|39.147608|-84.521076|"locality,political"|"locality"
"EILEEN DR & MARKBREIT AV, Cincinnati, OH, USA"|"4068641548640689675452"|"EILEEN DR & MARKBREIT AV, Cincinnati, OH, USA"|39.14936|-84.43594|"locality,political"|"locality"
"WALNUT ST & E 3RD ST, Cincinnati, OH, USA"|"3347904660333481376641"|"WALNUT ST & E 3RD ST, Cincinnati, OH, USA"|39.099661|-84.505821|"locality,political"|"locality"
"WAYSIDE CT & WAYSIDE CT TERM W OF WAYSIDE PL, Cincinnati, OH, USA"|"4608455143446907732619"|"WAYSIDE CT & WAYSIDE CT TERM W OF WAYSIDE PL, Cincinnati, OH, USA"|39.092181|-84.394649|"locality,political"|"locality"
"EDWARDS RD & GREGSON PL, Cincinnati, OH, USA"|"4077353103040773671214"|"EDWARDS RD & GREGSON PL, Cincinnati, OH, USA"|39.142482|-84.443064|"locality,political"|"locality"
"MAPLELEAF AV & GLENGATE LN, Cincinnati, OH, USA"|"4270114374042707913674"|"MAPLELEAF AV & GLENGATE LN, Cincinnati, OH, USA"|39.174757|-84.434556|"locality,political"|"locality"
"DRAKE AV & WASSON RD, Cincinnati, OH, USA"|"4249564269742596693794"|"DRAKE AV & WASSON RD, Cincinnati, OH, USA"|39.144494|-84.435654|"locality,political"|"locality"
"DRAKEWOOD DR & WASSON RD, Cincinnati, OH, USA"|"4249991265642500963750"|"DRAKEWOOD DR & WASSON RD, Cincinnati, OH, USA"|39.144763|-84.441034|"locality,political"|"locality"
"PAXTON AV & WASSON RD, Cincinnati, OH, USA"|"4240362275042504453714"|"PAXTON AV & WASSON RD, Cincinnati, OH, USA"|39.151469|-84.420727|"locality,political"|"locality"
"LAFAYETTE AV & OLD LUDLOW AV, Cincinnati, OH, USA"|"2961777551229619385526"|"LAFAYETTE AV & OLD LUDLOW AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
"BERKSHIRE LN & LUDLOW AV, Cincinnati, OH, USA"|"3273017388932732123796"|"BERKSHIRE LN & LUDLOW AV, Cincinnati, OH, USA"|39.143677|-84.520597|"locality,political"|"locality"
"HALEY AV & SETTLE ST, Cincinnati, OH, USA"|"4753681387547537574575"|"HALEY AV & SETTLE ST, Cincinnati, OH, USA"|39.150469|-84.387168|"locality,political"|"locality"
"WILLIAMS AV & MARKBREIT AV, Cincinnati, OH, USA"|"4067744522440677775576"|"WILLIAMS AV & MARKBREIT AV, Cincinnati, OH, USA"|39.152564|-84.462121|"locality,political"|"locality"
"ATLANTIC AV & EDWARDS RD, Cincinnati, OH, USA"|"4067691463140677144908"|"ATLANTIC AV & EDWARDS RD, Cincinnati, OH, USA"|39.142482|-84.443064|"locality,political"|"locality"
"MELISH PL & READING RD, Cincinnati, OH, USA"|"3372031888833821299605"|"MELISH PL & READING RD, Cincinnati, OH, USA"|39.134615|-84.496083|"locality,political"|"locality"
"VERNON PL & HARVEY AV, Cincinnati, OH, USA"|"3381558964233818909602"|"VERNON PL & HARVEY AV, Cincinnati, OH, USA"|39.132871|-84.499731|"locality,political"|"locality"
"E MARTIN LUTHER KING JR DR BRIDGE & VAN BUREN AV, Cincinnati, OH, USA"|"3693022951736941299420"|"E MARTIN LUTHER KING JR DR BRIDGE & VAN BUREN AV, Cincinnati, OH, USA"|39.134691|-84.493669|"locality,political"|"locality"
"SALVADOR ST & CRESTVIEW PL, Cincinnati, OH, USA"|"4702936523647033005232"|"SALVADOR ST & CRESTVIEW PL, Cincinnati, OH, USA"|39.096206|-84.385962|"locality,political"|"locality"
"HARVEY AV & KASOTA ST, Cincinnati, OH, USA"|"3381745133533817751611"|"HARVEY AV & KASOTA ST, Cincinnati, OH, USA"|39.14037|-84.498285|"locality,political"|"locality"
"HERALD AV & HERALD AV TERM NE OF DANA AV, Cincinnati, OH, USA"|"3687834399337786253760"|"HERALD AV & HERALD AV TERM NE OF DANA AV, Cincinnati, OH, USA"|39.148761|-84.471108|"locality,political"|"locality"
"BROTHERTON RD & BALLARD AV, Cincinnati, OH, USA"|"4251727622342518546193"|"BROTHERTON RD & BALLARD AV, Cincinnati, OH, USA"|39.154438|-84.427949|"locality,political"|"locality"
"W MARTIN LUTHER KING JR DR & CLIFTON AV, Cincinnati, OH, USA"|"3285528959632855569913"|"W MARTIN LUTHER KING JR DR & CLIFTON AV, Cincinnati, OH, USA"|39.155245|-84.517917|"locality,political"|"locality"
"LAFAYETTE AV & MCALPIN AV, Cincinnati, OH, USA"|"3272465562032635077049"|"LAFAYETTE AV & MCALPIN AV, Cincinnati, OH, USA"|39.150802|-84.531419|"locality,political"|"locality"
"DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA"|"4250515443842505945259"|"DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA"|39.150776|-84.43339|"locality,political"|"locality"
"DANA AV & OBSERVATORY AV, Cincinnati, OH, USA"|"4074026051740744830488"|"DANA AV & OBSERVATORY AV, Cincinnati, OH, USA"|39.15262|-84.484389|"locality,political"|"locality"
"LAFAYETTE AV & MIDDLETON CT, Cincinnati, OH, USA"|"3265360760632663827632"|"LAFAYETTE AV & MIDDLETON CT, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
"MILLSBRAE AV & MARKBREIT AV, Cincinnati, OH, USA"|"4068517491140686415486"|"MILLSBRAE AV & MARKBREIT AV, Cincinnati, OH, USA"|39.149477|-84.43961|"locality,political"|"locality"
"TELFORD ST & BRYANT AV, Cincinnati, OH, USA"|"3275047365332755433605"|"TELFORD ST & BRYANT AV, Cincinnati, OH, USA"|39.145362|-84.518987|"locality,political"|"locality"
"FAIRVIEW PARK DR & W MCMILLAN ST, Cincinnati, OH, USA"|"3293148762232939727390"|"FAIRVIEW PARK DR & W MCMILLAN ST, Cincinnati, OH, USA"|39.12737|-84.512205|"locality,political"|"locality"
"EILEEN DR & ROMANA PL, Cincinnati, OH, USA"|"4069145494942599664870"|"EILEEN DR & ROMANA PL, Cincinnati, OH, USA"|39.155958|-84.437569|"locality,political"|"locality"
"ADRIAN AL & ELM ST, Cincinnati, OH, USA"|"3315753084233157750720"|"ADRIAN AL & ELM ST, Cincinnati, OH, USA"|39.098846|-84.515727|"locality,political"|"locality"
"W 15TH ST & PLEASANT ST, Cincinnati, OH, USA"|"3305931118133160030762"|"W 15TH ST & PLEASANT ST, Cincinnati, OH, USA"|39.111567|-84.516814|"locality,political"|"locality"
"REGENT AV & MATLOCK AV, Cincinnati, OH, USA"|"3798998490537995174882"|"REGENT AV & MATLOCK AV, Cincinnati, OH, USA"|39.177234|-84.480391|"locality,political"|"locality"
"GILMORE AV & MADISON RD, Cincinnati, OH, USA"|"4251096575142513765035"|"GILMORE AV & MADISON RD, Cincinnati, OH, USA"|39.152888|-84.430493|"locality,political"|"locality"
"PULLAN AV & FERGUS ST, Cincinnati, OH, USA"|"2981286112929817871145"|"PULLAN AV & FERGUS ST, Cincinnati, OH, USA"|39.165729|-84.537892|"locality,political"|"locality"
"LAREDO AV & CYPRESS ST, Cincinnati, OH, USA"|"3704968515137153194642"|"LAREDO AV & CYPRESS ST, Cincinnati, OH, USA"|39.12262|-84.485451|"locality,political"|"locality"
"PULLAN AV & LANGLAND ST, Cincinnati, OH, USA"|"2980463107029807531096"|"PULLAN AV & LANGLAND ST, Cincinnati, OH, USA"|39.165729|-84.537892|"locality,political"|"locality"
"PULLAN AV & LANGLAND ST, Cincinnati, OH, USA"|"2980753109629807801396"|"PULLAN AV & LANGLAND ST, Cincinnati, OH, USA"|39.165729|-84.537892|"locality,political"|"locality"
"KNOWLTON ST & DANE AV, Cincinnati, OH, USA"|"3262225015432622479494"|"KNOWLTON ST & DANE AV, Cincinnati, OH, USA"|39.160607|-84.53244|"locality,political"|"locality"
"KNOWLTON ST & DANE AV, Cincinnati, OH, USA"|"3262247949432632579522"|"KNOWLTON ST & DANE AV, Cincinnati, OH, USA"|39.160607|-84.53244|"locality,political"|"locality"
"JEFFERSON AV & BISHOP ST, Cincinnati, OH, USA"|"3286921239533875061820"|"JEFFERSON AV & BISHOP ST, Cincinnati, OH, USA"|39.142829|-84.513345|"locality,political"|"locality"
"HOWELL AV & CLIFTON AV, Cincinnati, OH, USA"|"3285833253032858702870"|"HOWELL AV & CLIFTON AV, Cincinnati, OH, USA"|39.142728|-84.52157|"locality,political"|"locality"
"WILLIAM P DOOLEY BYPS & SPRING GROVE AV, Cincinnati, OH, USA"|"3262260886232624828820"|"WILLIAM P DOOLEY BYPS & SPRING GROVE AV, Cincinnati, OH, USA"|39.124525|-84.536015|"locality,political"|"locality"
"WILLIAM P DOOLEY BYPS & SPRING GROVE AV, Cincinnati, OH, USA"|"3262051886932622608862"|"WILLIAM P DOOLEY BYPS & SPRING GROVE AV, Cincinnati, OH, USA"|39.124525|-84.536015|"locality,political"|"locality"
"KIRBY AV & PELL ST, Cincinnati, OH, USA"|"2977750079929880761764"|"KIRBY AV & PELL ST, Cincinnati, OH, USA"|39.16606|-84.545848|"locality,political"|"locality"
"W 5TH ST & ELM ST, Cincinnati, OH, USA"|"3316144724733163727285"|"W 5TH ST & ELM ST, Cincinnati, OH, USA"|39.100477|-84.517815|"locality,political"|"locality"
"SHERLOCK AV & LUDLOW AV, Cincinnati, OH, USA"|"3274043336632742743222"|"SHERLOCK AV & LUDLOW AV, Cincinnati, OH, USA"|39.143677|-84.520597|"locality,political"|"locality"
"BROOKLINE DR & BROOKLINE AV, Cincinnati, OH, USA"|"3286806103232869362383"|"BROOKLINE DR & BROOKLINE AV, Cincinnati, OH, USA"|39.144529|-84.51549|"locality,political"|"locality"
"VANDALIA AV & HAMILTON AV, Cincinnati, OH, USA"|"2970135896629702859062"|"VANDALIA AV & HAMILTON AV, Cincinnati, OH, USA"|39.159445|-84.541016|"locality,political"|"locality"
"ROCKFORD PL & HAMILTON AV, Cincinnati, OH, USA"|"2998909621629991546187"|"ROCKFORD PL & HAMILTON AV, Cincinnati, OH, USA"|39.179527|-84.54278|"locality,political"|"locality"
"PARK AV & CYPRESS ST, Cincinnati, OH, USA"|"3704968515137052725068"|"PARK AV & CYPRESS ST, Cincinnati, OH, USA"|39.226155|-84.555865|"locality,political"|"locality"
"LUDLOW AVENUE VIA & SPRING GROVE AV, Cincinnati, OH, USA"|"2970278843129702858333"|"LUDLOW AVENUE VIA & SPRING GROVE AV, Cincinnati, OH, USA"|39.153115|-84.536272|"locality,political"|"locality"
"MOLINE CT & HAMILTON AV, Cincinnati, OH, USA"|"2979882941229702979364"|"MOLINE CT & HAMILTON AV, Cincinnati, OH, USA"|39.161052|-84.539368|"locality,political"|"locality"
"ROCKFORD PL & HAMILTON AV, Cincinnati, OH, USA"|"3008775923429989096216"|"ROCKFORD PL & HAMILTON AV, Cincinnati, OH, USA"|39.179527|-84.54278|"locality,political"|"locality"
"CALHOUN ST & KLEINE AL, Cincinnati, OH, USA"|"3296469734032968727293"|"CALHOUN ST & KLEINE AL, Cincinnati, OH, USA"|39.140038|-84.577869|"locality,political"|"locality"
"CURTIS ST & GILBERT AV, Cincinnati, OH, USA"|"3703810608737042286039"|"CURTIS ST & GILBERT AV, Cincinnati, OH, USA"|39.125223|-84.489206|"locality,political"|"locality"
"WINDSOR ST & GILBERT AV, Cincinnati, OH, USA"|"3713137487837032965079"|"WINDSOR ST & GILBERT AV, Cincinnati, OH, USA"|39.121989|-84.48662|"locality,political"|"locality"
"BALDWIN AL & GARFIELD PL, Cincinnati, OH, USA"|"3316747855633169568593"|"BALDWIN AL & GARFIELD PL, Cincinnati, OH, USA"|39.103626|-84.514068|"locality,political"|"locality"
"SUSPENSION BRIDGE APPR & SUSPENSION BRIDGE APPR, Cincinnati, OH, USA"|"3347882568733480454759"|"SUSPENSION BRIDGE APPR & SUSPENSION BRIDGE APPR, Cincinnati, OH, USA"|39.30345|-84.512157|"locality,political"|"locality"
"WOOSTER RD & BEECHMONT AV, Cincinnati, OH, USA"|"4575348325045758572894"|"WOOSTER RD & BEECHMONT AV, Cincinnati, OH, USA"|39.145464|-84.575948|"locality,political"|"locality"
"BEVERLY HILL DR & LINWOOD AV, Cincinnati, OH, USA"|"4233432587042339326065"|"BEVERLY HILL DR & LINWOOD AV, Cincinnati, OH, USA"|39.126994|-84.425493|"locality,political"|"locality"
"COLERAIN AV & COLERAIN RD, Cincinnati, OH, USA"|"2589164424525894684184"|"COLERAIN AV & COLERAIN RD, Cincinnati, OH, USA"|39.201095|-84.579822|"locality,political"|"locality"
"PARK AV & LURAY AV, Cincinnati, OH, USA"|"3714615365737148694178"|"PARK AV & LURAY AV, Cincinnati, OH, USA"|39.132124|-84.48553|"locality,political"|"locality"
"ERIE AV & MADISON RD, Cincinnati, OH, USA"|"4075170137240756451718"|"ERIE AV & MADISON RD, Cincinnati, OH, USA"|39.157716|-84.389612|"locality,political"|"locality"
"READING RD & VICTORY PKWY, Cincinnati, OH, USA"|"3788919926737890299206"|"READING RD & VICTORY PKWY, Cincinnati, OH, USA"|39.130367|-84.498196|"locality,political"|"locality"
"HIGHLAND AV & E MARTIN LUTHER KING JR DR, Cincinnati, OH, USA"|"3380537977033805680042"|"HIGHLAND AV & E MARTIN LUTHER KING JR DR, Cincinnati, OH, USA"|39.166412|-84.444898|"locality,political"|"locality"
"PADDOCK RD & READING RD, Cincinnati, OH, USA"|"3676907711336771207340"|"PADDOCK RD & READING RD, Cincinnati, OH, USA"|39.168344|-84.478605|"locality,political"|"locality"
"READING RD & ASMANN AV, Cincinnati, OH, USA"|"3678237771937889199267"|"READING RD & ASMANN AV, Cincinnati, OH, USA"|39.157263|-84.473169|"locality,political"|"locality"
"READING RD & DEBBE LN, Cincinnati, OH, USA"|"3677120734036775017520"|"READING RD & DEBBE LN, Cincinnati, OH, USA"|39.157947|-84.47931|"locality,political"|"locality"
"PADDOCK RD & ROSE HILL LN, Cincinnati, OH, USA"|"3676562780436768777867"|"PADDOCK RD & ROSE HILL LN, Cincinnati, OH, USA"|39.168344|-84.478605|"locality,political"|"locality"
"READING RD & CHALFONTE PL, Cincinnati, OH, USA"|"3684649457236848945037"|"READING RD & CHALFONTE PL, Cincinnati, OH, USA"|39.141881|-84.492487|"locality,political"|"locality"
"READING RD & MORGAN ST, Cincinnati, OH, USA"|"3370631609333707905562"|"READING RD & MORGAN ST, Cincinnati, OH, USA"|39.124749|-84.495747|"locality,political"|"locality"
"READING RD & HELEN ST, Cincinnati, OH, USA"|"3370783520633707905562"|"READING RD & HELEN ST, Cincinnati, OH, USA"|39.184902|-84.491986|"locality,political"|"locality"
"EGBERT AV & AMAZON AV, Cincinnati, OH, USA"|"3266401838932672038111"|"EGBERT AV & AMAZON AV, Cincinnati, OH, USA"|39.162169|-84.517985|"locality,political"|"locality"
"DODT AL & E 12TH ST, Cincinnati, OH, USA"|"3359172024433598130699"|"DODT AL & E 12TH ST, Cincinnati, OH, USA"|39.109553|-84.506272|"locality,political"|"locality"
"I-71 SB TO READING RD RAMP & READING RD, Cincinnati, OH, USA"|"3360374174133608392900"|"I-71 SB TO READING RD RAMP & READING RD, Cincinnati, OH, USA"|39.141881|-84.492487|"locality,political"|"locality"
"COLUMBIA PKWY & TUSCULUM AV, Cincinnati, OH, USA"|"4099146138640994201532"|"COLUMBIA PKWY & TUSCULUM AV, Cincinnati, OH, USA"|39.112823|-84.437133|"locality,political"|"locality"
"COLUMBIA PKWY & TUSCULUM AV, Cincinnati, OH, USA"|"4099420153242104219944"|"COLUMBIA PKWY & TUSCULUM AV, Cincinnati, OH, USA"|39.112823|-84.437133|"locality,political"|"locality"
"GLENDORA AV & GLENDORA AV TERM S OF SHIELDS ST, Cincinnati, OH, USA"|"3387936084133885700739"|"GLENDORA AV & GLENDORA AV TERM S OF SHIELDS ST, Cincinnati, OH, USA"|39.132943|-84.509898|"locality,political"|"locality"
"W MCMILLAN ST & CLIFTON AV, Cincinnati, OH, USA"|"3295670688232957437175"|"W MCMILLAN ST & CLIFTON AV, Cincinnati, OH, USA"|39.132963|-84.520299|"locality,political"|"locality"
"BRUCE AV & HAMILTON AV, Cincinnati, OH, USA"|"2988745165529897121749"|"BRUCE AV & HAMILTON AV, Cincinnati, OH, USA"|39.167601|-84.548233|"locality,political"|"locality"
"BOWDLE PL & LUDLOW AV, Cincinnati, OH, USA"|"2961390626829615426024"|"BOWDLE PL & LUDLOW AV, Cincinnati, OH, USA"|39.152265|-84.53405|"locality,political"|"locality"
"MONTANA AV & HARRISON AV, Cincinnati, OH, USA"|"2383495523723836885247"|"MONTANA AV & HARRISON AV, Cincinnati, OH, USA"|39.151486|-84.586406|"locality,political"|"locality"
"BLESS AV & STRENG ST, Cincinnati, OH, USA"|"2960470490529609976231"|"BLESS AV & STRENG ST, Cincinnati, OH, USA"|39.151708|-84.537658|"locality,political"|"locality"
"ALLENHAM ST & ALLENHAM ST TERM NW OF FENIMORE ST, Cincinnati, OH, USA"|"1979443461919842619926"|"ALLENHAM ST & ALLENHAM ST TERM NW OF FENIMORE ST, Cincinnati, OH, USA"|39.078899|-84.627808|"locality,political"|"locality"
"RUTHER AV & JEFFERSON AV, Cincinnati, OH, USA"|"3387648155833877931197"|"RUTHER AV & JEFFERSON AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
"RIVER RD & ANDERSON FERRY RD, Cincinnati, OH, USA"|"2015049957820156999437"|"RIVER RD & ANDERSON FERRY RD, Cincinnati, OH, USA"|39.100269|-84.670744|"locality,political"|"locality"
"CORNELL PL & LUDLOW AV, Cincinnati, OH, USA"|"3274274322232744294295"|"CORNELL PL & LUDLOW AV, Cincinnati, OH, USA"|39.143464|-84.519199|"locality,political"|"locality"
"DIXMYTH AV & WHITFIELD AV, Cincinnati, OH, USA"|"3284463206932845001622"|"DIXMYTH AV & WHITFIELD AV, Cincinnati, OH, USA"|39.141111|-84.519454|"locality,political"|"locality"
"SHERLOCK AV & HOWELL AV, Cincinnati, OH, USA"|"3283981278432740433366"|"SHERLOCK AV & HOWELL AV, Cincinnati, OH, USA"|39.142728|-84.52157|"locality,political"|"locality"
"CALHOUN ST & HARTSHORN ST, Cincinnati, OH, USA"|"3295767741732964697340"|"CALHOUN ST & HARTSHORN ST, Cincinnati, OH, USA"|39.128426|-84.518125|"locality,political"|"locality"
"PARK AV & CROSS LN, Cincinnati, OH, USA"|"3705042584237050756186"|"PARK AV & CROSS LN, Cincinnati, OH, USA"|39.132124|-84.48553|"locality,political"|"locality"
"CALHOUN ST & DENNIS ST, Cincinnati, OH, USA"|"3297031724932972997278"|"CALHOUN ST & DENNIS ST, Cincinnati, OH, USA"|39.128748|-84.51366|"locality,political"|"locality"
"RAVINE ST & STRAIGHT ST, Cincinnati, OH, USA"|"3294031798632942517965"|"RAVINE ST & STRAIGHT ST, Cincinnati, OH, USA"|39.121446|-84.526187|"locality,political"|"locality"
"ACADEMIA WY & MCMICKEN CIR, Cincinnati, OH, USA"|"3295356794732954518854"|"ACADEMIA WY & MCMICKEN CIR, Cincinnati, OH, USA"|39.106657|-84.579357|"locality,political"|"locality"
"E MCMILLAN ST & ESSEX PL, Cincinnati, OH, USA"|"3371637654533717536533"|"E MCMILLAN ST & ESSEX PL, Cincinnati, OH, USA"|39.128786|-84.498077|"locality,political"|"locality"
"CINNAMON ST & MADISON RD, Cincinnati, OH, USA"|"3751950839437522388450"|"CINNAMON ST & MADISON RD, Cincinnati, OH, USA"|39.147911|-84.438056|"locality,political"|"locality"
"BEECHMONT CT & EASTERN AV, Cincinnati, OH, USA"|"4224441388345753163255"|"BEECHMONT CT & EASTERN AV, Cincinnati, OH, USA"|39.112823|-84.437133|"locality,political"|"locality"
"FLEMING ST & ASHLAND AV, Cincinnati, OH, USA"|"3705420505537055616129"|"FLEMING ST & ASHLAND AV, Cincinnati, OH, USA"|39.124113|-84.482329|"locality,political"|"locality"
"PARK AV & E MCMILLAN ST, Cincinnati, OH, USA"|"3704602623437050756186"|"PARK AV & E MCMILLAN ST, Cincinnati, OH, USA"|39.121989|-84.48662|"locality,political"|"locality"
"PAXTON AV & TAYLOR AV, Cincinnati, OH, USA"|"4252218461642525654806"|"PAXTON AV & TAYLOR AV, Cincinnati, OH, USA"|39.151469|-84.420727|"locality,political"|"locality"
"VICTORIA AV & TARPIS AV, Cincinnati, OH, USA"|"4242793155342429161521"|"VICTORIA AV & TARPIS AV, Cincinnati, OH, USA"|39.141383|-84.423758|"locality,political"|"locality"
"READING RD & LENOX PL, Cincinnati, OH, USA"|"3686163634936864166607"|"READING RD & LENOX PL, Cincinnati, OH, USA"|39.153875|-84.476355|"locality,political"|"locality"
"ELDERBERRY CT & ELDERBERRY CT TERM SW OF SCARLETOAK DR, Cincinnati, OH, USA"|"2802409126128154417687"|"ELDERBERRY CT & ELDERBERRY CT TERM SW OF SCARLETOAK DR, Cincinnati, OH, USA"|39.192571|-84.565362|"locality,political"|"locality"
"READING RD & AVONDALE AV, Cincinnati, OH, USA"|"3686416660736769077113"|"READING RD & AVONDALE AV, Cincinnati, OH, USA"|39.141881|-84.492487|"locality,political"|"locality"
"SALEM RD & ANDETP|CINC CORPLINE, Cincinnati, OH, USA"|"4606247102346063710499"|"SALEM RD & ANDETP|CINC CORPLINE, Cincinnati, OH, USA"|39.136936|-84.450604|"locality,political"|"locality"
"BEECHWOOD AV & CLINTON SPRINGS AV, Cincinnati, OH, USA"|"3685620677836858966565"|"BEECHWOOD AV & CLINTON SPRINGS AV, Cincinnati, OH, USA"|39.154739|-84.483642|"locality,political"|"locality"
"BEECHWOOD AV & ROSE HILL AV, Cincinnati, OH, USA"|"3686042694836765627804"|"BEECHWOOD AV & ROSE HILL AV, Cincinnati, OH, USA"|39.154739|-84.483642|"locality,political"|"locality"
"READING RD & MAPLE AV, Cincinnati, OH, USA"|"3693295185736934312126"|"READING RD & MAPLE AV, Cincinnati, OH, USA"|39.231812|-84.553041|"locality,political"|"locality"
"READING RD & MAPLE AV, Cincinnati, OH, USA"|"3693431212636935172279"|"READING RD & MAPLE AV, Cincinnati, OH, USA"|39.231812|-84.553041|"locality,political"|"locality"
