incident_date,incident_number,cad_number,alarm_date_time,unit_clear_date_time,street_address,apt_suite_number,neighborhood,incident_type_id,incident_type_desc,alarms,suppression_app_count,suppression_per_count,ems_app_count,ems_per_count,other_app_count,other_per_count,incident_closed,Location
12/18/2014,99,14352099,12/18/2014 12:30:00 PM,12/18/2014 12:39:00 PM,1428 LINN ST,,WEST  END ,730,"System malfunction, other",0,5,20,0,,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
06/24/2014,15,14175015,06/24/2014 03:29:00 AM,06/24/2014 04:02:00 AM,1440 THOMWOOD DR,,COLLEGE  H,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
04/19/2014,91,14109091,04/19/2014 12:42:00 PM,04/19/2014 01:10:00 PM,717 KING DR,202,CLIFTON/UN,531,Smoke or odor removal,0,11,36,1,2,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
05/31/2014,10,14151010,05/31/2014 12:36:00 AM,05/31/2014 12:38:00 AM,3130 HIGHLAND AV,,CORRYVILLE,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
01/23/2014,30,14023030,01/23/2014 05:40:00 AM,01/23/2014 06:05:00 AM,2519 CLIFTON AV,,FAIRVIEW  ,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
05/02/2014,112,14122112,05/02/2014 04:48:00 PM,05/02/2014 04:57:00 PM,3410 WARSAW AV,,EAST PRICE,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
12/14/2014,86,14348086,12/14/2014 11:46:00 AM,12/14/2014 11:57:00 AM,579 LIBERTY ST,201,WEST  END ,743,"Smoke detector activation, no fire - unintentional",0,3,10,0,0,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
04/02/2014,175,14092175,04/02/2014 07:59:00 PM,04/02/2014 08:04:00 PM,2116 KEMPER LN,,WALNUT HIL,622,No incident found on arrival at dispatch address,0,1,4,0,,0,0,1,"CINC 206
(39.58986157800007, -89.65489696199995)"
01/24/2014,34,14024034,01/24/2014 06:31:00 AM,01/24/2014 06:42:00 AM,2035 BURNET AV,,MOUNT  AUB,746,"Carbon monoxide detector activation, no CO",0,1,4,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
09/24/2014,207,14267207,09/24/2014 08:08:00 PM,09/24/2014 08:19:00 PM,5425 TOMPKINS AV,,MADISONVIL,651,"Smoke scare, odor of smoke",0,1,4,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
10/14/2014,115,14287115,10/14/2014 02:18:00 PM,10/14/2014 02:22:00 PM,3101 CLIFTON AV,,CLIFTON/UN,743,"Smoke detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
02/08/2014,141,14039141,02/08/2014 04:34:00 PM,02/08/2014 04:57:00 PM,1125 CARNEY ST,,MOUNT  ADA,400,"Hazardous condition, other",0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
07/27/2014,212,14208212,07/27/2014 09:50:00 PM,07/27/2014 10:10:00 PM,1207 SPRING ST,3,PENDLETON ,440,"Electrical  wiring/equipment problem, other",0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
02/02/2014,131,14033131,02/02/2014 04:17:00 PM,02/02/2014 04:51:00 PM,1673 CEDAR AV,413,COLLEGE  H,113,"Cooking fire, confined to container",0,10,32,1,2,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
06/17/2014,38,14168038,06/17/2014 08:39:00 AM,06/17/2014 08:59:00 AM,7162 READING RD,,ROSELAWN  ,350,"Extrication, rescue, other",0,1,4,0,0,0,0,1,"CINCINNATI 45237
(39.19171689800004, -84.45486811699999)"
01/04/2014,99,14004099,01/04/2014 01:24:00 PM,01/04/2014 01:31:00 PM,911 EVANS ST,,LOWER PRIC,733,Smoke detector activation due to malfunction,0,2,8,0,,0,0,1,"CINC 45204
(39.09223799700004, -84.56303702899999)"
04/05/2014,75,14095075,04/05/2014 10:06:00 AM,04/05/2014 10:26:00 AM,3181 FERNCREST CT,9,WESTWOOD  ,622,No incident found on arrival at dispatch address,0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
10/30/2014,96,14303096,10/30/2014 01:21:00 PM,10/30/2014 01:38:00 PM,2515 CLIFTON AV,,FAIRVIEW  ,900,"Special type of incident, other",0,1,4,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
01/23/2014,193,14023193,01/23/2014 07:58:00 PM,01/23/2014 08:21:00 PM,4519 KINGS RUN DR,,Winton Hil,522,Water or steam leak,0,3,12,0,,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
04/18/2014,136,14108136,04/18/2014 03:43:00 PM,04/18/2014 04:13:00 PM,412 LINN ST,,QUEENSGATE,151,"Outside rubbish, trash or waste fire",0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
09/05/2014,218,14248218,09/05/2014 10:37:00 PM,09/05/2014 10:43:00 PM,0 7TH ST,,WEST  END ,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
01/04/2014,157,14004157,01/04/2014 07:18:00 PM,01/04/2014 07:25:00 PM,3211 COLERAIN AV,,CAMP  WASH,735,Alarm system sounded due to malfunction,0,1,4,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
05/22/2014,160,14142160,05/22/2014 07:07:00 PM,05/22/2014 07:23:00 PM,6329 ROE ST,,MADISONVIL,551,Assist police or other governmental agency,0,1,4,0,,0,0,1,"CINC 45208
(39.13723921900004, -84.43727953499996)"
02/06/2014,172,14037172,02/06/2014 07:27:00 PM,02/06/2014 08:04:00 PM,323 FOREST AV,,AVONDALE  ,130,"Mobile property (vehicle) fire, other",0,1,4,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
05/30/2014,214,14150214,05/30/2014 11:55:00 PM,05/31/2014 12:07:00 AM,2000 WESTWOOD NORTHERN BV,,ENGLISH  W,710,"Malicious, mischievous false call, other",0,2,8,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
03/09/2014,1,14068001,03/09/2014 12:11:00 AM,03/09/2014 12:28:00 AM,1253 HERSCHEL AV,,MT.  LOOKO,444,Power line down,0,1,4,0,,0,0,1,"CINC 45208
(39.13723921900004, -84.43727953499996)"
09/24/2014,114,14267114,09/24/2014 01:48:00 PM,09/24/2014 01:58:00 PM,2700 CAMPUS WY UC ,NO,CLIFTON/UN,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
07/20/2014,109,14201109,07/20/2014 03:19:00 PM,07/20/2014 03:44:00 PM,82 ANDERSON FERRY RD,,RIVERSIDE ,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45238
(39.11445835500007, -84.60720835499995)"
10/02/2014,182,14275182,10/02/2014 07:36:00 PM,10/02/2014 07:57:00 PM,901 GLENWOOD AV,4,AVONDALE  ,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
07/01/2014,108,14182108,07/01/2014 01:13:00 PM,07/01/2014 02:48:00 PM,151 GALBRAITH RD,,,131,Passenger vehicle fire,0,3,6,0,,0,0,1,"CINC 45216
(39.19856897100004, -84.47975630799993)"
07/29/2014,132,14210132,07/29/2014 05:02:00 PM,07/29/2014 05:39:00 PM,5001 MADISON RD,1,MADISONVIL,651,"Smoke scare, odor of smoke",0,13,41,1,2,0,0,1,"CINC 45209
(39.15225990300007, -84.42664730599995)"
10/08/2014,159,14281159,10/08/2014 07:20:00 PM,10/08/2014 08:09:00 PM,778 SUMMIT AV,,EAST PRICE,500,"Service Call, other",0,2,8,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
03/06/2014,20,14065020,03/06/2014 02:56:00 AM,03/06/2014 06:41:00 AM,4106 FRANCIS AV,,WEST PRICE,111,Fire - Building,1,16,46,1,2,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
01/07/2014,248,14007248,01/07/2014 05:55:00 PM,01/07/2014 06:15:00 PM,2875 VINE ST,,CORRYVILLE,733,Smoke detector activation due to malfunction,0,4,16,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
05/12/2014,172,14132172,05/12/2014 07:23:00 PM,05/12/2014 07:43:00 PM,128 6TH ST,,C. B. D. /,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
03/08/2014,173,14067173,03/08/2014 09:47:00 PM,03/08/2014 09:52:00 PM,0 COLERAIN AV,,NORTHSIDE ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
06/21/2014,138,14172138,06/21/2014 06:35:00 PM,06/21/2014 07:00:00 PM,4609 KELLOGG AV,,EAST  END ,131,Passenger vehicle fire,0,1,4,0,,0,0,1,"CINC 45226
(39.11761717400003, -84.43167882299997)"
01/01/2014,171,14001171,01/01/2014 10:08:00 PM,01/01/2014 10:17:00 PM,35 7TH ST,,C. B. D. /,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
05/18/2014,88,14138088,05/18/2014 01:43:00 PM,05/18/2014 01:55:00 PM,1900 SECTION RD,,ROSELAWN  ,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINCINNATI 45237
(39.19171689800004, -84.45486811699999)"
09/28/2014,112,14271112,09/28/2014 05:05:00 PM,09/28/2014 05:21:00 PM,3115 DURRELL AV,7,EVANSTON  ,113,"Cooking fire, confined to container",0,3,9,0,,0,0,1,"CINC 45207
(39.14263571500004, -84.47276953999994)"
10/28/2014,183,14301183,10/28/2014 07:33:00 PM,10/28/2014 08:08:00 PM,6621 MONTGOMERY RD,,KENNEDY  H,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45213
(39.18204926000004, -84.42030794299995)"
07/31/2014,172,14212172,07/31/2014 06:49:00 PM,07/31/2014 07:08:00 PM,5107 HAWAIIAN TE,1,MOUNT AIRY,445,"Arcing, shorted electrical equipment",0,1,4,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
11/16/2014,119,14320119,11/16/2014 03:50:00 PM,11/16/2014 03:58:00 PM,0 8TH ST,,C. B. D. /,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
01/31/2014,80,14031080,01/31/2014 12:10:00 PM,01/31/2014 12:22:00 PM,21 5TH ST,,C. B. D. /,743,"Smoke detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
04/13/2014,178,14103178,04/13/2014 08:14:00 PM,04/13/2014 08:29:00 PM,4435 SCHULTE DR,,WEST PRICE,736,CO detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
07/05/2014,161,14186161,07/05/2014 04:39:00 PM,07/05/2014 05:08:00 PM,120 CALHOUN ST,,CLIFTON/UN,522,Water or steam leak,0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
01/08/2014,230,14008230,01/08/2014 04:14:00 PM,01/08/2014 04:49:00 PM,5812 MADISON RD,,MADISONVIL,522,Water or steam leak,0,1,4,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
08/20/2014,161,14232161,08/20/2014 06:56:00 PM,08/20/2014 07:02:00 PM,0 DALTON AV,,QUEENSGATE,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
04/28/2014,44,14118044,04/28/2014 08:35:00 AM,04/28/2014 08:50:00 AM,2610 PARK AV,,WALNUT HIL,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
05/25/2014,142,14145142,05/25/2014 07:19:00 PM,05/25/2014 07:27:00 PM,35 5TH ST,,C. B. D. /,651,"Smoke scare, odor of smoke",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
03/16/2014,108,14075108,03/16/2014 05:18:00 PM,03/16/2014 07:27:00 PM,6184 WOODLARK DR,,MT.  WASHI,111,Fire - Building,0,12,35,1,2,0,0,1,"CINC 45230
(39.08154928300007, -84.38464848299998)"
09/12/2014,41,14255041,09/12/2014 08:15:00 AM,09/12/2014 08:19:00 AM,416 VINE ST,,C. B. D. /,353,Removal of victim(s) from stalled elevator,0,3,12,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
11/17/2014,150,14321150,11/17/2014 05:45:00 PM,11/17/2014 06:03:00 PM,6340 SAVANNAH AV,,COLLEGE  H,511,Lock-out,0,2,8,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
11/17/2014,114,14321114,11/17/2014 01:57:00 PM,11/17/2014 02:18:00 PM,2575 TREVOR PL,,NORTH FAIR,600,"Good intent call, other",0,1,4,0,0,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
12/16/2014,128,14350128,12/16/2014 12:44:00 PM,12/16/2014 01:23:00 PM,5517 RUDDY CT,,MOUNT AIRY,500,"Service Call, other",0,3,12,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
11/24/2014,79,14328079,11/24/2014 10:50:00 AM,11/24/2014 11:01:00 AM,2865 LAFEUILLE AV,,WESTWOOD  ,553,Public service,0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
08/27/2014,78,14239078,08/27/2014 11:22:00 AM,08/27/2014 11:44:00 AM,619 OAK ST,,AVONDALE  ,651,"Smoke scare, odor of smoke",0,8,29,0,0,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
10/18/2014,204,14291204,10/18/2014 11:45:00 PM,10/19/2014 12:00:00 AM,4612 PADDOCK RD,,BONDHILL  ,553,Public service,0,1,4,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
08/05/2014,187,14217187,08/05/2014 08:36:00 PM,08/05/2014 08:46:00 PM,2885 DIRHEIM AV,,WESTWOOD  ,744,"Detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
05/25/2014,166,14145166,05/25/2014 09:01:00 PM,05/25/2014 09:19:00 PM,1931 VINE ST,4,OVER-THE-R,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
04/20/2014,39,14110039,04/20/2014 08:33:00 AM,04/20/2014 08:34:00 AM,1668 BLUE ROCK ST,,NORTHSIDE ,611,Dispatched & canceled en route,0,1,4,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
01/13/2014,216,14013216,01/13/2014 09:54:00 PM,01/13/2014 10:16:00 PM,2884 HARRISON AV,11,WESTWOOD  ,522,Water or steam leak,0,1,4,0,0,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
09/09/2014,158,14252158,09/09/2014 05:30:00 PM,09/09/2014 05:36:00 PM,0 QUEEN CITY AV,,WESTWOOD  ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
07/15/2014,12,14196012,07/15/2014 01:18:00 AM,07/15/2014 01:33:00 AM,330 FOREST AV,,AVONDALE  ,735,Alarm system sounded due to malfunction,0,1,4,0,0,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
05/22/2014,178,14142178,05/22/2014 08:35:00 PM,05/22/2014 08:42:00 PM,705 GHOLSON AV,1,NORTH AVON,746,"Carbon monoxide detector activation, no CO",0,1,4,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
01/23/2014,22,14023022,01/23/2014 04:42:00 AM,01/23/2014 05:04:00 AM,619 LINN ST,,QUEENSGATE,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45203
(39.103395971000054, -84.52855940999996)"
09/18/2014,34,14261034,09/18/2014 05:58:00 AM,09/18/2014 06:05:00 AM,3936 CASS AV,,S.. CUMMIN,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
09/02/2014,59,14245059,09/02/2014 10:59:00 AM,09/02/2014 11:14:00 AM,2260 FRANCIS LN,,WALNUT HIL,651,"Smoke scare, odor of smoke",0,7,23,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
06/16/2014,45,14167045,06/16/2014 07:36:00 AM,06/16/2014 07:53:00 AM,4850 RED BANK EX ,,MADISONVIL,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
09/07/2014,141,14250141,09/07/2014 06:57:00 PM,09/07/2014 07:42:00 PM,233 MCMILLAN ST,,FAIRVIEW  ,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
02/06/2014,140,14037140,02/06/2014 04:57:00 PM,02/06/2014 05:12:00 PM,100 JOE NUXHALL WY,,C. B. D. /,735,Alarm system sounded due to malfunction,0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
08/07/2014,195,14219195,08/07/2014 11:05:00 PM,08/07/2014 11:14:00 PM,311 STRAIGHT ST,,FAIRVIEW  ,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
07/14/2014,164,14195164,07/14/2014 07:42:00 PM,07/14/2014 08:02:00 PM,700 PHILLIPS AV,,EAST PRICE,444,Power line down,0,1,4,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
12/25/2014,36,14359036,12/25/2014 06:03:00 AM,12/25/2014 06:32:00 AM,2820 BEARCAT WY UC ,,CLIFTON/UN,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
12/16/2014,102,14350102,12/16/2014 11:06:00 AM,12/16/2014 01:37:00 PM,2466 MUSTANG DR,,WESTWOOD  ,111,Fire - Building,1,14,38,2,3,1,1,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
01/26/2014,83,14026083,01/26/2014 11:39:00 AM,01/26/2014 12:00:00 PM,3550 LILAC AV,,HYDE PARK ,911,Citizen complaint,0,3,9,0,,0,0,1,"CINC 45207
(39.14263571500004, -84.47276953999994)"
12/29/2014,145,14363145,12/29/2014 05:36:00 PM,12/29/2014 05:47:00 PM,1307 PULLAN AV,,NORTHSIDE ,651,"Smoke scare, odor of smoke",0,3,9,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
06/21/2014,101,14172101,06/21/2014 03:04:00 PM,06/21/2014 03:09:00 PM,16 BELSAW PL,,CLIFTON   ,651,"Smoke scare, odor of smoke",0,1,4,0,,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
08/20/2014,117,14232117,08/20/2014 03:05:00 PM,08/20/2014 03:12:00 PM,598 DE VOTIE AV,,CLIFTON/UN,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
11/23/2014,151,14327151,11/23/2014 08:38:00 PM,11/23/2014 09:10:00 PM,1501 REPUBLIC ST,,OVER-THE-R,700,"False alarm or false call, other",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
09/24/2014,161,14267161,09/24/2014 04:33:00 PM,09/24/2014 04:45:00 PM,3924 YEARLING CT,,WESTWOOD  ,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
02/12/2014,96,14043096,02/12/2014 01:30:00 PM,02/12/2014 01:40:00 PM,3700 READING RD,,NORTH AVON,331,"Lock-in (if lock out , use 511 )",0,1,4,0,0,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
06/16/2014,120,14167120,06/16/2014 01:33:00 PM,06/16/2014 01:51:00 PM,3435 TRIMBLE AV,,EVANSTON  ,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
12/20/2014,191,14354191,12/20/2014 07:22:00 PM,12/20/2014 07:31:00 PM,4444 READING RD,,PADDOCK  H,652,"Steam, vapor, fog or dust thought to be smoke",0,4,14,0,0,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
01/11/2014,21,14011021,01/11/2014 03:00:00 AM,01/11/2014 03:15:00 AM,5371 WINNESTE AV,,Winton Hil,600,"Good intent call, other",0,2,8,0,,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
02/22/2014,4,14053004,02/22/2014 12:32:00 AM,02/22/2014 12:52:00 AM,2732 TOWER DR,,WESTWOOD  ,735,Alarm system sounded due to malfunction,0,2,8,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
04/09/2014,163,14099163,04/09/2014 09:37:00 PM,04/09/2014 09:46:00 PM,1617 POWERS ST,,NORTHSIDE ,736,CO detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
12/12/2014,122,14346122,12/12/2014 02:08:00 PM,12/12/2014 02:15:00 PM,625 PROBASCO ST,,CLIFTON/UN,651,"Smoke scare, odor of smoke",0,3,9,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
12/07/2014,48,14341048,12/07/2014 09:25:00 AM,12/07/2014 09:47:00 AM,0 7TH ST,,C. B. D. /,911,Citizen complaint,0,5,17,0,0,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
09/18/2014,139,14261139,09/18/2014 06:03:00 PM,09/18/2014 06:18:00 PM,2933 WESTWOOD NORTHERN BV,,WESTWOOD  ,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
02/06/2014,12,14037012,02/06/2014 02:00:00 AM,02/06/2014 02:30:00 AM,5059 COLERAIN AV,,MOUNT AIRY,324,Motor vehicle accident with no injuries.,0,6,19,1,2,0,0,1,"CINC 45216
(39.19856897100004, -84.47975630799993)"
08/17/2014,117,14229117,08/17/2014 04:21:00 PM,08/17/2014 04:25:00 PM,218 CLIFTON AV,,OVER-THE-R,150,"Outside rubbish fire, other",0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
12/02/2014,61,14336061,12/02/2014 10:01:00 AM,12/02/2014 10:16:00 AM,590 ROSEMONT AV,1 FL,WEST PRICE,736,CO detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
03/26/2014,184,14085184,03/26/2014 09:20:00 PM,03/26/2014 09:32:00 PM,2205 MADISON RD,,HYDE PARK ,743,"Smoke detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
03/27/2014,83,14086083,03/27/2014 01:50:00 PM,03/27/2014 01:56:00 PM,0 8TH ST,,LOWER PRIC,412,Gas leak (natural gas or LPG),0,1,4,0,0,0,0,1,"CINC 45204
(39.09223799700004, -84.56303702899999)"
01/28/2014,79,14028079,01/28/2014 10:40:00 AM,01/28/2014 10:55:00 AM,3130 HIGHLAND AV,,CORRYVILLE,741,"Sprinkler activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45267
(39.13665698800003, -84.50151609599999)"
08/25/2014,155,14237155,08/25/2014 05:35:00 PM,08/25/2014 05:46:00 PM,1555 CENTRAL PY ,,WEST  END ,700,"False alarm or false call, other",0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
08/18/2014,186,14230186,08/18/2014 08:27:00 PM,08/18/2014 08:43:00 PM,7001 BRITTON AV,,MADISONVIL,600,"Good intent call, other",0,14,42,1,2,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
01/08/2014,222,14008222,01/08/2014 03:49:00 PM,01/08/2014 04:38:00 PM,1500 GROESBECK RD,,COLLEGE  H,522,Water or steam leak,0,2,8,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
05/03/2014,120,14123120,05/03/2014 05:03:00 PM,05/03/2014 05:25:00 PM,1.7 I75 ,,WEST  END ,131,Passenger vehicle fire,0,3,12,0,,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
07/06/2014,118,14187118,07/06/2014 05:33:00 PM,07/06/2014 05:41:00 PM,3000 WARSAW AV,,EAST PRICE,151,"Outside rubbish, trash or waste fire",0,1,4,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
01/20/2014,27,14020027,01/20/2014 05:47:00 AM,01/20/2014 05:51:00 AM,536 WOODLAWN AV,2,EAST PRICE,611,Dispatched & canceled en route,0,1,4,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
04/02/2014,139,14092139,04/02/2014 04:58:00 PM,04/02/2014 05:04:00 PM,0 8TH ST,,WEST  END ,735,Alarm system sounded due to malfunction,0,1,4,0,0,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
09/11/2014,170,14254170,09/11/2014 06:18:00 PM,09/11/2014 06:32:00 PM,321 GLENWOOD AV,,AVONDALE  ,331,"Lock-in (if lock out , use 511 )",0,1,4,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
11/26/2014,63,14330063,11/26/2014 10:41:00 AM,11/26/2014 10:50:00 AM,625 PROBASCO ST,,CLIFTON/UN,442,Overheated motor,0,1,4,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
07/30/2014,115,14211115,07/30/2014 03:25:00 PM,07/30/2014 04:49:00 PM,660 DERBY AV,,Spring Gro,111,Fire - Building,1,11,33,1,2,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
05/26/2014,63,14146063,05/26/2014 12:19:00 PM,05/26/2014 12:33:00 PM,1500 GROESBECK RD,,COLLEGE  H,611,Dispatched & canceled en route,0,2,8,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
02/28/2014,74,14059074,02/28/2014 12:10:00 PM,02/28/2014 12:36:00 PM,2146 FERGUSON RD,,WEST PRICE,118,"Trash or rubbish fire, contained",0,1,4,0,,0,0,1,"CINC 45238
(39.11445835500007, -84.60720835499995)"
07/05/2014,192,14186192,07/05/2014 08:18:00 PM,07/05/2014 09:09:00 PM,1920 DEXTER AV,,EAST WALNU,118,"Trash or rubbish fire, contained",1,3,9,0,,0,0,1,"CINC 45207
(39.14263571500004, -84.47276953999994)"
02/13/2014,198,14044198,02/13/2014 10:02:00 PM,02/13/2014 10:19:00 PM,4114 VINEDALE AV,,WEST PRICE,113,"Cooking fire, confined to container",0,3,9,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
09/04/2014,68,14247068,09/04/2014 10:51:00 AM,09/04/2014 11:07:00 AM,2447 DEERVIEW CT,,MT.  WASHI,651,"Smoke scare, odor of smoke",0,11,36,1,2,0,0,1,"CINC 45230
(39.08154928300007, -84.38464848299998)"
09/23/2014,66,14266066,09/23/2014 10:29:00 AM,09/23/2014 10:37:00 AM,1257 EDWARDS RD,,HYDE PARK ,700,"False alarm or false call, other",0,0,0,0,0,0,0,1,"CINC 45208
(39.13723921900004, -84.43727953499996)"
