"requestid"|"requesttyp"|"requestdat"|"comments"|"usertype"|"near_inter"|"near_str"|"strsegid"|"additional_comments"|"sna_name"|"srvy_address"|"geo_address"|"lat"|"long"|"geo_address_type"|"geo_accuracy"
2915|"Lack of Visibility"|"14/02/2018"|"This intersection is very awkward. You cannot see if cars are flying down Eden Ave and Daniels and Oak are at a strange angle making it hard to turn from every angle in the intersection. Definite need for crosswalk and light."|"drives"|"GERARD ST & OAK ST"|"Oak St"|"3379501839733797338310"|""|"Corryville"|"GERARD ST & OAK ST, Cincinnati, OH, USA"|"GERARD ST & OAK ST, Cincinnati, OH, USA"|39.14518|-84.381852|"locality,political"|"locality"
2982|"Lack of Visibility"|"16/02/2018"|""|"walks"|"MICHIGAN AV & RRXING NORFOLK AND WESTERN"|"Wasson Rd"|"4077533291240779812863"|""|"Oakley"|"MICHIGAN AV & RRXING NORFOLK AND WESTERN, Cincinnati, OH, USA"|"MICHIGAN AV & RRXING NORFOLK AND WESTERN, Cincinnati, OH, USA"|39.144763|-84.441034|"locality,political"|"locality"
2993|"Lack of Visibility"|"15/02/2018"|"cars turning left off Delta cant see oncoming traffic due to the lane configuration. Thus, more focused on cars coming opposite direction than pedestrians. Intersection needs either a left arrow or dedicated left lane"|"drives"|"COLUMBIA PKWY & DELTA AV"|"Columbia Pkwy"|"4084562509340983242810"|""|"East End"|"COLUMBIA PKWY & DELTA AV, Cincinnati, OH, USA"|"COLUMBIA PKWY & DELTA AV, Cincinnati, OH, USA"|39.118558|-84.438352|"locality,political"|"locality"
3250|"Lack of Visibility"|"16/02/2018"|"Lack of visibility coming up the hill. Drivers speed. No sidewalks for pedestrians. No stop sign for cars coming up the hill. School bus stop at corner of Ranchvale."|"walks"|"WASIGO DR & RANCHVALE DR"|"Ranchvale Dr"|"4701759687647119907868"|"My neighbor saw one near-accident when a car had to drive into the grass to avoid an oncoming car that came too fast up the hill. It's tough to see cars coming up the hill, especially when they're driving quickly and not looking carefully."|"Mt. Washington"|"WASIGO DR & RANCHVALE DR, Cincinnati, OH, USA"|"WASIGO DR & RANCHVALE DR, Cincinnati, OH, USA"|39.100715|-84.389919|"locality,political"|"locality"
3250|"Lack of Visibility"|"16/02/2018"|"Lack of visibility coming up the hill. Drivers speed. No sidewalks for pedestrians. No stop sign for cars coming up the hill. School bus stop at corner of Ranchvale."|"walks"|"WASIGO DR & RANCHVALE DR"|"Ranchvale Dr"|"4701759687647119907868"|"Please add a stop sign to this intersection."|"Mt. Washington"|"WASIGO DR & RANCHVALE DR, Cincinnati, OH, USA"|"WASIGO DR & RANCHVALE DR, Cincinnati, OH, USA"|39.100715|-84.389919|"locality,political"|"locality"
333|"Lack of Visibility"|"07/02/2018"|"There should be no right turn from east bound 8th street Viaduct onto SB McLean to get on to 8th street  Should be left onto McLean and right on 9th to Dalton."|"walks"|"MCLEAN ST & W 8TH STREET VIADUCT APPROACH"|"McLean St"|"2920001868429200068927"|""|"Queensgate"|"MCLEAN ST & W 8TH STREET VIADUCT APPROACH, Cincinnati, OH, USA"|"MCLEAN ST & W 8TH STREET VIADUCT APPROACH, Cincinnati, OH, USA"|39.246136|-84.470869|"locality,political"|"locality"
3496|"Lack of Visibility"|"19/02/2018"|"When stopped at the stop sign, it's difficult to see on coming traffic on Hillside from  on the Right because of the angle of the street to get onto Hillside."|"drives"|"DARBY RD & HILLSIDE AV"|"Darby Rd"|"1576386730015672006584"|""|"Riverside"|"DARBY RD & HILLSIDE AV, Cincinnati, OH, USA"|"DARBY RD & HILLSIDE AV, Cincinnati, OH, USA"|39.096308|-84.654136|"locality,political"|"locality"
3508|"Lack of Visibility"|"19/02/2018"|"Sidewalk is poorly lit."|"walks"|"STRATFORD AV & W MCMILLAN ST"|"W McMillan St"|"3294738728032949567255"|""|"CUF"|"STRATFORD AV & W MCMILLAN ST, Cincinnati, OH, USA"|"STRATFORD AV & W MCMILLAN ST, Cincinnati, OH, USA"|39.12293|-84.523315|"locality,political"|"locality"
3522|"Lack of Visibility"|"19/02/2018"|"People commonly park all the way to the crest of the hill causing you to have to blindly go into the other lane."|"drives"|"OHIO AV & WARNER ST"|"Warner St"|"3296030601632965225963"|""|"CUF"|"OHIO AV & WARNER ST, Cincinnati, OH, USA"|"OHIO AV & WARNER ST, Cincinnati, OH, USA"|39.124544|-84.516359|"locality,political"|"locality"
3536|"Lack of Visibility"|"19/02/2018"|""|"drives"|"PARK AV & CROSS LN"|"Park Av"|"3704968515137050425842"|""|"East Walnut Hills"|"PARK AV & CROSS LN, Cincinnati, OH, USA"|"PARK AV & CROSS LN, Cincinnati, OH, USA"|39.132124|-84.48553|"locality,political"|"locality"
3666|"Lack of Visibility"|"21/02/2018"|"corner building has cars surpass crosswalk"|"bikes"|"E MCMILLAN ST & CONCORD ST"|"E McMillan St"|"3703093639237032806373"|""|"Walnut Hills"|"E MCMILLAN ST & CONCORD ST, Cincinnati, OH, USA"|"E MCMILLAN ST & CONCORD ST, Cincinnati, OH, USA"|39.124589|-84.493367|"locality,political"|"locality"
3699|"Lack of Visibility"|"21/02/2018"|"Stop sign is too far back. There is no visibility looking north on Pandora."|"drives"|"PANDORA AV & NORHAM AV"|"Pandora Av"|"4272528475342826365863"|""|"Pleasant Ridge"|"PANDORA AV & NORHAM AV, Cincinnati, OH, USA"|"PANDORA AV & NORHAM AV, Cincinnati, OH, USA"|39.177682|-84.42612|"locality,political"|"locality"
3704|"Lack of Visibility"|"22/02/2018"|"NEED SIGNAL LIGHT!! Cars speed, primarily eastbound traffic to I-275, visibility is poor due to the Deli sitting on the corner on the west side of Waits Ave. Softball field and soon Brewery traffic, plus the townhome development?  NEED SIGNAL LIGHT!"|"drives"|"WAITS AV & KELLOGG AV"|"Waits Av"|"4172405335441725193393"|"Agree"|"California"|"WAITS AV & KELLOGG AV, Cincinnati, OH, USA"|"WAITS AV & KELLOGG AV, Cincinnati, OH, USA"|39.064147|-84.423046|"locality,political"|"locality"
3704|"Lack of Visibility"|"22/02/2018"|"NEED SIGNAL LIGHT!! Cars speed, primarily eastbound traffic to I-275, visibility is poor due to the Deli sitting on the corner on the west side of Waits Ave. Softball field and soon Brewery traffic, plus the townhome development?  NEED SIGNAL LIGHT!"|"drives"|"WAITS AV & KELLOGG AV"|"Waits Av"|"4172405335441725193393"|"This is an extremely dangerous intersection, and rumor has it there will be a brewery going in on the corner in the former Touch of Elegance building.  We need signalized access to turn left or right onto Kellogg Avenue from Waits Ave. Thank you!!"|"California"|"WAITS AV & KELLOGG AV, Cincinnati, OH, USA"|"WAITS AV & KELLOGG AV, Cincinnati, OH, USA"|39.064147|-84.423046|"locality,political"|"locality"
384|"Lack of Visibility"|"07/02/2018"|"When dropping off and picking up my kids from school, it is tough to see well enough and have enough time to make a left onto Montgomery Road. There needs a police officer directing traffic, especially in the morning at drop off time."|"drives"|"LESTER RD & MONTGOMERY RD"|"Montgomery Rd"|"4281041597842817706249"|""|"Pleasant Ridge"|"LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA"|"LESTER RD & MONTGOMERY RD, Cincinnati, OH, USA"|39.178616|-84.431545|"locality,political"|"locality"
3843|"Lack of Visibility"|"21/02/2018"|"Driving towards Ridge Road, the Ewe bushes cover the stop sign. You can't see sign until 30 feet from it. Cross traffic doesn't stop. A lot of families with strollers here. Scares me each time I go through this intersection."|"drives"|"RIDGE AV & ORION AV"|"Orion Av"|"4282243622142830976225"|""|"Pleasant Ridge"|"RIDGE AV & ORION AV, Cincinnati, OH, USA"|"RIDGE AV & ORION AV, Cincinnati, OH, USA"|39.18799|-84.429535|"locality,political"|"locality"
3846|"Lack of Visibility"|"21/02/2018"|"Crossing this small alley on losantiville is dangerous because drivers are unable to see anyone on the left side (the building is so close to the sidewalk and street). Need signage for both walkers and drivers at this spot to look out for each other."|"walks"|"LOSANTIVILLE AV & MONTWOOD AL"|"Losantiville Av"|"4281722639842817706249"|""|"Pleasant Ridge"|"LOSANTIVILLE AV & MONTWOOD AL, Cincinnati, OH, USA"|"LOSANTIVILLE AV & MONTWOOD AL, Cincinnati, OH, USA"|39.182604|-84.427259|"locality,political"|"locality"
392|"Lack of Visibility"|"07/02/2018"|"Cannot see oncoming traffic from multiple directions. Pedestrians often ignored because drivers are occupied watching for cars."|"drives"|"AUBURN AV & SYCAMORE ST"|"Dorchester Av"|"3368609352733687903497"|"Agreed.  It's a terrible intersection and probably needs a traffic light."|"Mt. Auburn"|"AUBURN AV & SYCAMORE ST, Cincinnati, OH, USA"|"AUBURN AV & SYCAMORE ST, Cincinnati, OH, USA"|39.127708|-84.508732|"locality,political"|"locality"
392|"Lack of Visibility"|"07/02/2018"|"Cannot see oncoming traffic from multiple directions. Pedestrians often ignored because drivers are occupied watching for cars."|"drives"|"AUBURN AV & SYCAMORE ST"|"Dorchester Av"|"3368609352733687903497"|"The intersection is so dangerous for pedistrians. I have been almost hit in the crosswalk several times especially by drivers turning left from Auburn to Dorchester."|"Mt. Auburn"|"AUBURN AV & SYCAMORE ST, Cincinnati, OH, USA"|"AUBURN AV & SYCAMORE ST, Cincinnati, OH, USA"|39.127708|-84.508732|"locality,political"|"locality"
392|"Lack of Visibility"|"07/02/2018"|"Cannot see oncoming traffic from multiple directions. Pedestrians often ignored because drivers are occupied watching for cars."|"drives"|"AUBURN AV & SYCAMORE ST"|"Dorchester Av"|"3368609352733687903497"|"Agreed!"|"Mt. Auburn"|"AUBURN AV & SYCAMORE ST, Cincinnati, OH, USA"|"AUBURN AV & SYCAMORE ST, Cincinnati, OH, USA"|39.127708|-84.508732|"locality,political"|"locality"
40|"Lack of Visibility"|"07/02/2018"|"Cars are parked too closely to the intersection for easy visibility off drake"|"drives"|"DRAKE AV & WASSON RD"|"Wasson Rd"|"4249564269742499902656"|"I agree, dangerous to pull out."|"Oakley"|"DRAKE AV & WASSON RD, Cincinnati, OH, USA"|"DRAKE AV & WASSON RD, Cincinnati, OH, USA"|39.144494|-84.435654|"locality,political"|"locality"
414|"Lack of Visibility"|"07/02/2018"|"A stop sign would help make this intersection safer- coming from Seymour and turning right into the shopping area is dangerous because there are no sidewalks, and there are often pedestrians in this area, and other visibility is not good."|"drives"|"READING RD & SEYMOUR AV"|"E Seymour Av"|"3812059925138027148482"|""|"Roselawn"|"READING RD & SEYMOUR AV, Cincinnati, OH, USA"|"READING RD & SEYMOUR AV, Cincinnati, OH, USA"|39.130367|-84.498196|"locality,political"|"locality"
427|"Lack of Visibility"|"07/02/2018"|"the auto repair business at this location parks on the sidewalk and it's impossible to see southbound traffic tearing down Elberon."|"drives"|"ELBERON AV & BASSETT RD"|"Elberon Av"|"2882065763628821878792"|""|"East Price Hill"|"ELBERON AV & BASSETT RD, Cincinnati, OH, USA"|"ELBERON AV & BASSETT RD, Cincinnati, OH, USA"|39.096482|-84.564966|"locality,political"|"locality"
4497|"Lack of Visibility"|"27/02/2018"|"Turning out of Glade here, the view is often obstructed by vehicles parked along Sutton. It doesn't help that drivers heading North on Sutton are usually speeding, making the turn very risky, as they appear very suddenly from behind the parked cars."|"drives"|"SUTTON AV & GLADE AV"|"Glade Av"|"4691664929446928309161"|"Not only is he view blocked by cars parked on Sutton, but also by large vehicles parked in the driveway of the residence on Sutton. Makes it impossible to see if there's oncoming traffic.  Perhaps a stop light is needed."|"Mt. Washington"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|39.081058|-84.394537|"locality,political"|"locality"
462|"Lack of Visibility"|"07/02/2018"|"There is a yield sign here instead of a stop sign with no clear vision either way without stopping."|"drives"|"SALVADOR ST & ROXBURY ST"|"Roxbury St"|"4702939484347032904845"|""|"Mt. Washington"|"SALVADOR ST & ROXBURY ST, Cincinnati, OH, USA"|"SALVADOR ST & ROXBURY ST, Cincinnati, OH, USA"|39.096207|-84.385962|"locality,political"|"locality"
465|"Lack of Visibility"|"07/02/2018"|"Turning from Glade onto Sutton is hazardous.  Vehicles routinely block visibility of oncoming traffic."|"drives"|"SUTTON AV & GLADE AV"|"Sutton Av"|"4691664929446917259529"|"I Agree!!"|"Mt. Washington"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|39.081058|-84.394537|"locality,political"|"locality"
465|"Lack of Visibility"|"07/02/2018"|"Turning from Glade onto Sutton is hazardous.  Vehicles routinely block visibility of oncoming traffic."|"drives"|"SUTTON AV & GLADE AV"|"Sutton Av"|"4691664929446917259529"|"I Agree"|"Mt. Washington"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|39.081058|-84.394537|"locality,political"|"locality"
465|"Lack of Visibility"|"07/02/2018"|"Turning from Glade onto Sutton is hazardous.  Vehicles routinely block visibility of oncoming traffic."|"drives"|"SUTTON AV & GLADE AV"|"Sutton Av"|"4691664929446917259529"|"I agree."|"Mt. Washington"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|39.081058|-84.394537|"locality,political"|"locality"
465|"Lack of Visibility"|"07/02/2018"|"Turning from Glade onto Sutton is hazardous.  Vehicles routinely block visibility of oncoming traffic."|"drives"|"SUTTON AV & GLADE AV"|"Sutton Av"|"4691664929446917259529"|"I agree."|"Mt. Washington"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|"SUTTON AV & GLADE AV, Cincinnati, OH, USA"|39.081058|-84.394537|"locality,political"|"locality"
467|"Lack of Visibility"|"07/02/2018"|"Cars going up Lang have to stop at a very steep slope and wait for Mulberry traffic to pass. Many go through this intersection quickly to avoid stopping on the steep slope. Switching the stop signs to affect Mulberry would make a safer intersection."|"drives"|"LANG ST & MULBERRY ST"|"Lang St"|"3307306268633074182786"|"A stop sign for Mulberry would help the Lang intersection greatly. This is a relatively high speed area with few stops."|"Over-the-Rhine"|"LANG ST & MULBERRY ST, Cincinnati, OH, USA"|"LANG ST & MULBERRY ST, Cincinnati, OH, USA"|39.115317|-84.513742|"locality,political"|"locality"
509|"Lack of Visibility"|"07/02/2018"|"The slight bend in the road means you can see cars coming."|"walks"|"CHASE AV & FERGUS ST"|"Fergus St"|"2971159996029711810123"|"A four way stop would be excellent to help minimize the risk of not seeing traveling cars as they would need to stop. This is a prime crossing for children going to the playground and walking to/from school"|"Northside"|"CHASE AV & FERGUS ST, Cincinnati, OH, USA"|"CHASE AV & FERGUS ST, Cincinnati, OH, USA"|39.163154|-84.537658|"locality,political"|"locality"
515|"Lack of Visibility"|"07/02/2018"|""|"drives"|"DRAKE AV & WASSON RD"|"Drake Av"|"4249564269742596693794"|"I agree"|"Oakley"|"DRAKE AV & WASSON RD, Cincinnati, OH, USA"|"DRAKE AV & WASSON RD, Cincinnati, OH, USA"|39.144494|-84.435654|"locality,political"|"locality"
515|"Lack of Visibility"|"07/02/2018"|""|"drives"|"DRAKE AV & WASSON RD"|"Drake Av"|"4249564269742596693794"|"I agree"|"Oakley"|"DRAKE AV & WASSON RD, Cincinnati, OH, USA"|"DRAKE AV & WASSON RD, Cincinnati, OH, USA"|39.144494|-84.435654|"locality,political"|"locality"
5188|"Lack of Visibility"|"02/03/2018"|"At the end of the alley, drivers need to pull out a bit to see if traffic is coming.  They do not expect pedestrians and often block the crosswalk or slam on the brakes surprised to see a person crossing."|"walks"|"LAWRENCE ST & E 5TH ST"|"Lawrence St"|"3359550781733596037357"|""|"Downtown"|"LAWRENCE ST & E 5TH ST, Cincinnati, OH, USA"|"LAWRENCE ST & E 5TH ST, Cincinnati, OH, USA"|39.101589|-84.509746|"locality,political"|"locality"
5190|"Lack of Visibility"|"02/03/2018"|"It's hard to see around the buildings and you have to pull out into the street to get clear site to turn left."|"drives"|"BUTLER ST & E 3RD ST"|"Butler St"|"3350068821633505647646"|""|"Downtown"|"BUTLER ST & E 3RD ST, Cincinnati, OH, USA"|"BUTLER ST & E 3RD ST, Cincinnati, OH, USA"|39.099661|-84.505821|"locality,political"|"locality"
5206|"Lack of Visibility"|"03/03/2018"|"You cannot see if a car turns up Daniels from Jefferson. So when driving across Daniels, you have to HOPE no car is coming."|"bikes"|"W DANIELS ST & GLENDORA AV"|"W Daniels St"|"3378064855533783198528"|""|"Corryville"|"W DANIELS ST & GLENDORA AV, Cincinnati, OH, USA"|"W DANIELS ST & GLENDORA AV, Cincinnati, OH, USA"|39.132943|-84.509898|"locality,political"|"locality"
5249|"Lack of Visibility"|"04/03/2018"|"Sight lines are difficult when attempting to enter Central Parkway at this intersection.   I am not supportive of chopping down the trees."|"drives"|"CENTRAL PKWY & CLIFTON HILLS AV"|"Clifton Hills Av"|"2960769419029616834739"|""|"Clifton"|"CENTRAL PKWY & CLIFTON HILLS AV, Cincinnati, OH, USA"|"CENTRAL PKWY & CLIFTON HILLS AV, Cincinnati, OH, USA"|39.121221|-84.528741|"locality,political"|"locality"
5250|"Lack of Visibility"|"04/03/2018"|"The end of the shared path along W MLK Jr Drive is at this point.  Trying to cross Central Parkway is extremely difficult as sight lines to see northbound traffic are very poor."|"bikes"|"BATES AV & CENTRAL PKWY"|"Central Pkwy"|"2951951101132821651942"|""|"Clifton"|"BATES AV & CENTRAL PKWY, Cincinnati, OH, USA"|"BATES AV & CENTRAL PKWY, Cincinnati, OH, USA"|39.14066|-84.532766|"locality,political"|"locality"
5251|"Lack of Visibility"|"04/03/2018"|"The crosswalk really needs a street light. This is a neighborhood crosswalk, near a convenience store and is high traffic. there are often pedestrians in the crosswalk but they are difficult to see because there is no overhead light."|"drives"|"HAVEN ST & DURY AV"|"Forest Av"|"3399806391233902683870"|""|"Avondale"|"HAVEN ST & DURY AV, Cincinnati, OH, USA"|"HAVEN ST & DURY AV, Cincinnati, OH, USA"|39.146566|-84.505406|"locality,political"|"locality"
527|"Lack of Visibility"|"07/02/2018"|"I walk to Fairview Park all the time and have to cross the street into the park near Clemmer Ave. It needs a crosswalk or crossing light there because of the turns and speed, it is hard to see cars coming before I make the move to cross."|"walks"|"FAIRVIEW PARK DR & W MCMILLAN ST"|"W McMillan St"|"3293148762232939727390"|""|"CUF"|"FAIRVIEW PARK DR & W MCMILLAN ST, Cincinnati, OH, USA"|"FAIRVIEW PARK DR & W MCMILLAN ST, Cincinnati, OH, USA"|39.12737|-84.512205|"locality,political"|"locality"
535|"Lack of Visibility"|"07/02/2018"|""|"drives"|"HYDE PARK AV & WASSON RD"|"Hyde Park Av"|"4079119274140692664280"|""|"Oakley"|"HYDE PARK AV & WASSON RD, Cincinnati, OH, USA"|"HYDE PARK AV & WASSON RD, Cincinnati, OH, USA"|39.144763|-84.441034|"locality,political"|"locality"
536|"Lack of Visibility"|"07/02/2018"|"This is a weird intersection with 2 ways not stopping. Because it is a cut through street and lots of cars parked near this corner the visibility and speed of cars is an issue. I believe it should be a 4 way stop."|"drives"|"MAPLELEAF AV & GLENGATE LN"|"Mapleleaf Av"|"4270114374042707913674"|"I agree! I live on Milan and every time I leave I have to proceed this intersection with extreme caution because the traffic that is supposed to stop on Glengate never do. This intersection is dangerous."|"Pleasant Ridge"|"MAPLELEAF AV & GLENGATE LN, Cincinnati, OH, USA"|"MAPLELEAF AV & GLENGATE LN, Cincinnati, OH, USA"|39.174757|-84.434556|"locality,political"|"locality"
537|"Lack of Visibility"|"07/02/2018"|""|"drives"|"DRAKEWOOD DR & WASSON RD"|"Drakewood Dr"|"4249991265642500963750"|"Turning from Drakewood onto Wasson it is very hard to see cars coming from the East and when the light is green, they come very quickly."|"Oakley"|"DRAKEWOOD DR & WASSON RD, Cincinnati, OH, USA"|"DRAKEWOOD DR & WASSON RD, Cincinnati, OH, USA"|39.144763|-84.441034|"locality,political"|"locality"
545|"Lack of Visibility"|"07/02/2018"|""|"drives"|"HARVEY AV & KASOTA ST"|"Harvey Av"|"3381745133533817751611"|"I agree"|"Avondale"|"HARVEY AV & KASOTA ST, Cincinnati, OH, USA"|"HARVEY AV & KASOTA ST, Cincinnati, OH, USA"|39.14037|-84.498285|"locality,political"|"locality"
545|"Lack of Visibility"|"07/02/2018"|""|"drives"|"HARVEY AV & KASOTA ST"|"Harvey Av"|"3381745133533817751611"|"I agree. A mirror would be helpful for pulling off Kasota, or no parking on the SB side of Reading.  The angle with the hill is really bad for seeing cars coming."|"Avondale"|"HARVEY AV & KASOTA ST, Cincinnati, OH, USA"|"HARVEY AV & KASOTA ST, Cincinnati, OH, USA"|39.14037|-84.498285|"locality,political"|"locality"
554|"Lack of Visibility"|"07/02/2018"|"It is hard to cross the street into Fairview park near Clemmer Ave. It would help to have a sidewalk on the other side of McMillan Ave so that I do not have to cross the street there."|"walks"|"OLD MCMILLAN ST & OLD MCMILLAN ST TERM W OF FAIRVIEW AV"|"W McMillan St"|"3293148762232939727390"|""|"CUF"|"OLD MCMILLAN ST & OLD MCMILLAN ST TERM W OF FAIRVIEW AV, Cincinnati, OH, USA"|"OLD MCMILLAN ST & OLD MCMILLAN ST TERM W OF FAIRVIEW AV, Cincinnati, OH, USA"|39.128284|-84.527524|"locality,political"|"locality"
561|"Lack of Visibility"|"07/02/2018"|"Pulling out onto 15th street from Pleasant can be difficult as people tend to park very close to intersection, plus all the construction vehicles.  With speeding cars sometimes, it can be taxing."|"drives"|"W 15TH ST & PLEASANT ST"|"Pleasant St"|"3305931118133160030762"|""|"Over-the-Rhine"|"W 15TH ST & PLEASANT ST, Cincinnati, OH, USA"|"W 15TH ST & PLEASANT ST, Cincinnati, OH, USA"|39.111567|-84.516814|"locality,political"|"locality"
5847|"Lack of Visibility"|"07/03/2018"|"All legal turns here are dangerous drivers ignore no turn signs also"|"travels (other)"|"LOCKMAN AV & RAPID RUN RD"|"Lockman Av"|"2413893156324139081863"|""|"West Price Hill"|"LOCKMAN AV & RAPID RUN RD, Cincinnati, OH, USA"|"LOCKMAN AV & RAPID RUN RD, Cincinnati, OH, USA"|39.111875|-84.595714|"locality,political"|"locality"
5855|"Lack of Visibility"|"07/03/2018"|"Bus stop is too close to intersection. Cars frequently have to go around the buses that make extended stops in order to turn right onto Lafayette and then get cut off by the bus that starts to move."|"drives"|"LAFAYETTE AV & OLD LUDLOW AV"|"Ludlow Av"|"2961777551232721234714"|"Pedestrians crossing Lafayette and Ludlow from bus stop are also more difficult to see when traffic is forced to go around the waiting bus.  Would love to see this bus stop moved across Lafayette or up Ludlow a bit."|"Clifton"|"LAFAYETTE AV & OLD LUDLOW AV, Cincinnati, OH, USA"|"LAFAYETTE AV & OLD LUDLOW AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
5907|"Lack of Visibility"|"08/03/2018"|"Bushes blocking view"|"drives"|"FAIRCREST DR & W NORTH BEND RD"|"Edwood Av"|"3010823448430108795076"|"I agree!"|"College Hill"|"FAIRCREST DR & W NORTH BEND RD, Cincinnati, OH, USA"|"FAIRCREST DR & W NORTH BEND RD, Cincinnati, OH, USA"|39.164493|-84.605982|"locality,political"|"locality"
5909|"Lack of Visibility"|"08/03/2018"|"Cars parked along street block the view of side streets and heavy speeding in this area. Cars whip around parked cars here and it is near impossible to turn South on Hamilton from Wittekind."|"drives"|"HAMILTON AV & PEASLEE AV"|"Hamilton Av"|"3018264592130182755600"|""|"College Hill"|"HAMILTON AV & PEASLEE AV, Cincinnati, OH, USA"|"HAMILTON AV & PEASLEE AV, Cincinnati, OH, USA"|39.206267|-84.547852|"locality,political"|"locality"
593|"Lack of Visibility"|"08/02/2018"|"Streetlights out."|"walks"|"BEEKMAN ST BRIDGE & W FORK CREEK"|"Beekman St"|"2966904590929670766719"|""|"South Cumminsville"|"BEEKMAN ST BRIDGE & W FORK CREEK, Cincinnati, OH, USA"|"BEEKMAN ST BRIDGE & W FORK CREEK, Cincinnati, OH, USA"|39.266821|-84.313465|"locality,political"|"locality"
6|"Lack of Visibility"|"07/02/2018"|"The marked crosswalk is not under a streetlight, but between two lights, which puts it in a ~blind spot~."|"drives"|"WOOLPER AV & MCALPIN AV"|"McAlpin Av"|"3275178531032761205201"|"I agree"|"Clifton"|"WOOLPER AV & MCALPIN AV, Cincinnati, OH, USA"|"WOOLPER AV & MCALPIN AV, Cincinnati, OH, USA"|39.150234|-84.51845|"locality,political"|"locality"
6|"Lack of Visibility"|"07/02/2018"|"The marked crosswalk is not under a streetlight, but between two lights, which puts it in a ~blind spot~."|"drives"|"WOOLPER AV & MCALPIN AV"|"McAlpin Av"|"3275178531032761205201"|"I agree, this is a really dangerous place to cross, and it is crossed by a lot of pedestrians all year long."|"Clifton"|"WOOLPER AV & MCALPIN AV, Cincinnati, OH, USA"|"WOOLPER AV & MCALPIN AV, Cincinnati, OH, USA"|39.150234|-84.51845|"locality,political"|"locality"
6|"Lack of Visibility"|"07/02/2018"|"The marked crosswalk is not under a streetlight, but between two lights, which puts it in a ~blind spot~."|"drives"|"WOOLPER AV & MCALPIN AV"|"McAlpin Av"|"3275178531032761205201"|"People going north and south on Clifton regularly run the light making it a very dangerous intersection for both pedestrians as well as vehicles turning ontoClifton from Middleton. Add the school traffic and a second school to be added to the mix...."|"Clifton"|"WOOLPER AV & MCALPIN AV, Cincinnati, OH, USA"|"WOOLPER AV & MCALPIN AV, Cincinnati, OH, USA"|39.150234|-84.51845|"locality,political"|"locality"
60|"Lack of Visibility"|"07/02/2018"|""|"drives"|"SCHILLER ST & SYCAMORE ST"|"Schiller St"|"3367790204733680232025"|"I agree"|"Over-the-Rhine"|"SCHILLER ST & SYCAMORE ST, Cincinnati, OH, USA"|"SCHILLER ST & SYCAMORE ST, Cincinnati, OH, USA"|39.113827|-84.510759|"locality,political"|"locality"
615|"Lack of Visibility"|"08/02/2018"|"The intersection of Clifton Avenue and Lafayette is extremely dangerous for pedestrians trying to cross Clifton. The curve on Clifton north of the intersection blocks visibility of cars traveling south, and there is no crosswalk marked."|"walks"|"LAFAYETTE CIR & LAFAYETTE AV"|"Clifton Av"|"3266329715132663827632"|"PLEASE either put a stoplight at Lafayette or aggressively ticket drivers who speed around this end."|"Clifton"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
615|"Lack of Visibility"|"08/02/2018"|"The intersection of Clifton Avenue and Lafayette is extremely dangerous for pedestrians trying to cross Clifton. The curve on Clifton north of the intersection blocks visibility of cars traveling south, and there is no crosswalk marked."|"walks"|"LAFAYETTE CIR & LAFAYETTE AV"|"Clifton Av"|"3266329715132663827632"|"agree a cross walk would be great but it will need flashing lights for cars coming up hill so that they are prepared to stop"|"Clifton"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
615|"Lack of Visibility"|"08/02/2018"|"The intersection of Clifton Avenue and Lafayette is extremely dangerous for pedestrians trying to cross Clifton. The curve on Clifton north of the intersection blocks visibility of cars traveling south, and there is no crosswalk marked."|"walks"|"LAFAYETTE CIR & LAFAYETTE AV"|"Clifton Av"|"3266329715132663827632"|"I agree, a crosswalk is needed here or nearby. very difficult and dangerous to cross clifton avenue on foot and no crosswalk in sight."|"Clifton"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
