ID,street,city,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc
1361,AMBROSE AVE, CINCINNATI,OH,45224,39.200603,-84.542404,69,Somewhat Walkable,45,Somewhat Bikeable,37,Some Transit
1362,ELKTON PL, CINCINNATI,OH,45224,39.201477,-84.542922,69,Somewhat Walkable,45,Somewhat Bikeable,37,Some Transit
1363,ASTER PL, CINCINNATI,OH,45224,39.191663,-84.542058,45,Car-Dependent,38,Somewhat Bikeable,34,Some Transit
1364,WITTEKIND TE, CINCINNATI,OH,45224,39.205777,-84.542159,32,Car-Dependent,36,Somewhat Bikeable,37,Some Transit
1365,REID AVE, CINCINNATI,OH,45224,39.20513,-84.545557,57,Somewhat Walkable,46,Somewhat Bikeable,37,Some Transit
1366,WITTLOU AVE, CINCINNATI,OH,45224,39.204162,-84.545413,64,Somewhat Walkable,48,Somewhat Bikeable,37,Some Transit
1367,DIXON CR, CINCINNATI,OH,45224,39.205388,-84.547788,64,Somewhat Walkable,48,Somewhat Bikeable,37,Some Transit
1368,LLANFAIR AVE, CINCINNATI,OH,45224,39.196732,-84.546831,73,Very Walkable,5,Bikeable,36,Some Transit
1369,LINDEN DR, CINCINNATI,OH,45224,39.195375,-84.546308,42,Car-Dependent,0,0,0,0
1370,LARCH AVE, CINCINNATI,OH,45224,39.194478,-84.546339,71,Very Walkable,5,Bikeable,36,Some Transit
1371,HARBESON AVE, CINCINNATI,OH,45224,39.207411,-84.551009,49,Car-Dependent,43,Somewhat Bikeable,37,Some Transit
1372,BLUEBELL DR, CINCINNATI,OH,45224,39.196512,-84.558503,17,Car-Dependent,23,Somewhat Bikeable,35,Some Transit
1373,CONNECTICUT AVE, CINCINNATI,OH,45224,39.200569,-84.55688,35,Car-Dependent,35,Somewhat Bikeable,36,Some Transit
1375,BELMONT AVE, CINCINNATI,OH,45224,39.190596,-84.546287,69,Somewhat Walkable,0,0,0,0
1376,LEAFWOOD DR, CINCINNATI,OH,45224,39.19228,-84.536409,2,Car-Dependent,35,Somewhat Bikeable,39,Some Transit
1377,SUGARBERRY CT, CINCINNATI,OH,45224,39.19088,-84.538041,16,Car-Dependent,26,Somewhat Bikeable,38,Some Transit
1378,REDCEDAR DR, CINCINNATI,OH,45224,39.191843,-84.537731,2,Car-Dependent,35,Somewhat Bikeable,39,Some Transit
1380,FOLCHI DR, CINCINNATI,OH,45224,39.194268,-84.538992,42,Car-Dependent,41,Somewhat Bikeable,38,Some Transit
1381,KIEFER CT, CINCINNATI,OH,0,39.193064,-84.533756,15,Car-Dependent,33,Somewhat Bikeable,4,Some Transit
1382,PEARTON CT, CINCINNATI,OH,45224,39.193455,-84.534815,24,Car-Dependent,38,Somewhat Bikeable,39,Some Transit
1383,ARGUS RD, CINCINNATI,OH,45224,39.194171,-84.535795,24,Car-Dependent,38,Somewhat Bikeable,39,Some Transit
1385,LANTANA AVE, CINCINNATI,OH,45224,39.195595,-84.542472,58,Somewhat Walkable,47,Somewhat Bikeable,37,Some Transit
1386,KENNETH AVE, CINCINNATI,OH,45224,39.196563,-84.539903,52,Somewhat Walkable,45,Somewhat Bikeable,36,Some Transit
1387,GLENVIEW AVE, CINCINNATI,OH,45224,39.195983,-84.556442,34,Car-Dependent,29,Somewhat Bikeable,34,Some Transit
1388,SARANAC AVE, CINCINNATI,OH,45224,39.197425,-84.543353,7,Somewhat Walkable,5,Bikeable,37,Some Transit
1389,ELSIE AVE, CINCINNATI,OH,45224,39.196162,-84.536977,37,Car-Dependent,38,Somewhat Bikeable,39,Some Transit
1390,BLUESPRUCE LN, CINCINNATI,OH,45224,39.196413,-84.55949,21,Car-Dependent,24,Somewhat Bikeable,36,Some Transit
1391,WINTONRIDGE LN, CINCINNATI,OH,0,39.161659,-84.393494,74,Very Walkable,5,Somewhat Bikeable,34,Some Transit
1393,OAKWOOD AVE, CINCINNATI,OH,45224,39.198906,-84.55529,43,Car-Dependent,38,Somewhat Bikeable,36,Some Transit
1394,THORNHILL AVE, CINCINNATI,OH,45224,39.197119,-84.56434,32,Car-Dependent,Somewhat Bikeable,32,38,Some Transit
1395,SUNRIDGE DR, CINCINNATI,OH,45224,39.197504,-84.529394,21,Car-Dependent,26,Somewhat Bikeable,39,Some Transit
1396,CARY AVE, CINCINNATI,OH,45224,39.201105,-84.550457,69,Somewhat Walkable,49,Somewhat Bikeable,37,Some Transit
1397,CONNECTICUT CT, CINCINNATI,OH,45224,39.200624,-84.559427,32,Car-Dependent,33,Somewhat Bikeable,37,Some Transit
1398,CAPRI DR, CINCINNATI,OH,45224,39.198407,-84.532291,71,Very Walkable,50,Somewhat Bikeable,0,0
1399,PAWNEE DR, CINCINNATI,OH,45224,39.059122,-84.420988,8,Car-Dependent,31,Somewhat Bikeable,17,Minimal Transit
1400,WALDWAY LN, CINCINNATI,OH,45224,39.200312,-84.530153,13,Car-Dependent,31,Somewhat Bikeable,36,Some Transit
1401,BELLEAIR PL, CINCINNATI,OH,45224,39.201871,-84.553296,53,Somewhat Walkable,44,Somewhat Bikeable,37,Some Transit
1402,GLADYS AVE, CINCINNATI,OH,45224,39.201716,-84.546503,74,Very Walkable,5,Bikeable,37,Some Transit
1403,FAIRCREST CT, CINCINNATI,OH,45224,39.201002,-84.539677,33,Car-Dependent,37,Somewhat Bikeable,37,Some Transit
1404,KINGSFORD DR, CINCINNATI,OH,45224,39.199821,-84.528224,24,Car-Dependent,33,Somewhat Bikeable,38,Some Transit
1405,TAHITI DR, CINCINNATI,OH,45224,39.200968,-84.531173,4,Car-Dependent,4,Somewhat Bikeable,36,Some Transit
1406,HEMPWOOD AVE, CINCINNATI,OH,45224,39.201754,-84.536527,42,Car-Dependent,4,Somewhat Bikeable,36,Some Transit
1407,SAVANNAH AVE, CINCINNATI,OH,45224,39.203521,-84.55382,65,Somewhat Walkable,Somewhat Bikeable,48,33,Some Transit
1408,ASPEN AVE, CINCINNATI,OH,45224,39.203767,-84.552,56,Somewhat Walkable,45,Somewhat Bikeable,37,Some Transit
1409,COLLEGEVUE PL, CINCINNATI,OH,45224,39.204481,-84.555076,43,Car-Dependent,Somewhat Bikeable,32,33,Some Transit
1410,MEIS AVE, CINCINNATI,OH,45224,39.206381,-84.553753,38,Car-Dependent,38,Somewhat Bikeable,36,Some Transit
1411,EDWOOD AVE, CINCINNATI,OH,45224,39.204192,-84.538632,38,Car-Dependent,39,Somewhat Bikeable,36,Some Transit
1412,ASPEN WY, CINCINNATI,OH,45224,39.206166,-84.552023,47,Car-Dependent,43,Somewhat Bikeable,37,Some Transit
1413,HEITZLER AVE, CINCINNATI,OH,45224,39.206637,-84.551032,49,Car-Dependent,43,Somewhat Bikeable,37,Some Transit
1414,DALY RD, CINCINNATI,OH,45224,39.206175,-84.531884,39,Car-Dependent,0,0,0,0
1415,TEAKWOOD CT, CINCINNATI,OH,45224,39.20579,-84.537346,2,Car-Dependent,32,Somewhat Bikeable,35,Some Transit
1416,MONTEVISTA DR, CINCINNATI,OH,45224,39.206913,-84.528304,22,Car-Dependent,32,Somewhat Bikeable,31,Some Transit
1417,BAYWOOD DR, CINCINNATI,OH,45224,39.209376,-84.544564,39,Car-Dependent,38,Somewhat Bikeable,0,0
1418,LOISWOOD DR, CINCINNATI,OH,45224,39.209469,-84.543267,36,Car-Dependent,36,Somewhat Bikeable,36,Some Transit
1419,KIRKLAND DR, CINCINNATI,OH,45224,39.211306,-84.529137,27,Car-Dependent,37,Somewhat Bikeable,3,Some Transit
1420,PLANTATION WY, CINCINNATI,OH,45224,39.211966,-84.528089,26,Car-Dependent,37,Somewhat Bikeable,3,Some Transit
1421,ORLEANS CT, CINCINNATI,OH,45224,39.211884,-84.530409,37,Car-Dependent,33,Somewhat Bikeable,3,Some Transit
1422,BITTEROOT LN, CINCINNATI,OH,45224,39.212581,-84.533497,28,Car-Dependent,36,Somewhat Bikeable,31,Some Transit
1423,KNOLLWOOD LN, CINCINNATI,OH,45224,39.213421,-84.534501,36,Car-Dependent,41,Somewhat Bikeable,0,0
1424,BOBOLINK DR, CINCINNATI,OH,45224,39.212789,-84.535775,29,Car-Dependent,37,Somewhat Bikeable,32,Some Transit
1425,BANKWOOD LN, CINCINNATI,OH,45224,39.214094,-84.536758,41,Car-Dependent,38,Somewhat Bikeable,32,Some Transit
1426,CHERRYWOOD CT, CINCINNATI,OH,0,39.299314,-84.353552,0,Car-Dependent,0,0,0,0
1429,GWINNETT RD, CINCINNATI,OH,45232,39.190997,-84.517759,27,Car-Dependent,21,Somewhat Bikeable,41,Some Transit
1430,OAKFIELD AVE, CINCINNATI,OH,45224,39.200296,-84.51956,37,Car-Dependent,4,Somewhat Bikeable,0,0
1431,AMY AVE, CINCINNATI,OH,45227,39.163427,-84.377929,13,Car-Dependent,4,Somewhat Bikeable,0,0
1432,BOOKERTWASHINGTON CR, CINCINNATI,OH,45227,39.0958,-84.51663,37,Car-Dependent,63,Bikeable,79,Excellent Transit
1434,DOUGLAS ST, CINCINNATI,OH,45227,39.24031,-84.459836,25,Car-Dependent,0,0,0,0
1435,INDIANHILL RD, CINCINNATI,OH,45227,39.158282,-84.378475,28,Car-Dependent,0,0,0,0
1436,STEWART RD, CINCINNATI,OH,45227,39.139244,-84.494404,16,Car-Dependent,0,0,0,0
1437,WHETSEL AVE, CINCINNATI,OH,45227,39.149145,-84.393841,52,Somewhat Walkable,56,Bikeable,0,0
1438,WIND RD, CINCINNATI,OH,0,39.156411,-84.629505,54,Somewhat Walkable,0,0,0,0
1439,WOOSTER PK, CINCINNATI,OH,45227,39.1037,-84.552145,19,Car-Dependent,0,0,0,0
1440,RIDGEWOOD AVE, CINCINNATI,OH,45213,39.190144,-84.437824,15,Car-Dependent,0,0,0,0
1441,LOSANTIRIDGE AVE, CINCINNATI,OH,45213,39.191017,-84.43586,15,Car-Dependent,0,0,0,0
1442,KENOAK LN, CINCINNATI,OH,45213,39.172456,-84.417554,36,Car-Dependent,0,0,0,0
1443,MIAMIRUN , CINCINNATI,OH,45227,39.141845,-84.367537,45,Car-Dependent,0,0,0,0
1444,BLANEY AVE, CINCINNATI,OH,45227,39.148284,-84.383237,67,Somewhat Walkable,Bikeable,52,0,0
1445,PLAINVILLE RD, CINCINNATI,OH,45227,39.148982,-84.379284,7,Somewhat Walkable,0,0,0,0
1446,EDITH AVE, CINCINNATI,OH,45227,39.149204,-84.381706,72,Very Walkable,0,0,0,0
1447,BEECH ST, CINCINNATI,OH,45227,39.144125,-84.35961,40,Car-Dependent,0,0,0,0
1448,ASHLEYOAKS DR, CINCINNATI,OH,45227,39.140822,-84.349334,18,Car-Dependent,0,0,0,0
1449,WALTONCREEK RD, CINCINNATI,OH,0,39.146842,-84.355007,38,Car-Dependent,0,0,0,0
1450,KENNEDY AVE, CINCINNATI,OH,45213,39.169888,-84.419952,45,Car-Dependent,0,0,0,0
1453,ELLMARIE DR, CINCINNATI,OH,45227,39.169997,-84.401166,16,Car-Dependent,0,0,0,0
1454,EHRLING RD, CINCINNATI,OH,0,39.172716,-84.407598,8,Car-Dependent,2,Somewhat Bikeable,0,0
1455,WINDRIDGE CT, CINCINNATI,OH,0,39.17196,-84.393769,8,Car-Dependent,0,0,0,0
1456,HILL&DALE DR, CINCINNATI,OH,45213,39.108078,-84.493607,51,Somewhat Walkable,34,Somewhat Bikeable,51,Good Transit
1458,EBERSOLE AVE, CINCINNATI,OH,45227,39.167463,-84.395359,39,Car-Dependent,2,Somewhat Bikeable,0,0
1459,EUCLID RD, CINCINNATI,OH,45236,39.192222,-84.393315,41,Car-Dependent,0,0,0,0
1460,FREDRICKSBURG CT, CINCINNATI,OH,45227,39.17277,-84.405091,12,Car-Dependent,6,Somewhat Bikeable,0,0
1461,WINDRIDGEVIEW , CINCINNATI,OH,0,39.171973,-84.387975,14,Car-Dependent,0,0,0,0
1462,MONNING PL, CINCINNATI,OH,45227,39.167274,-84.394036,3,Car-Dependent,9,Somewhat Bikeable,0,0
1463,MAPHET ST, CINCINNATI,OH,45227,39.168238,-84.393926,3,Car-Dependent,9,Somewhat Bikeable,0,0
1464,WINDKNOLL CT, CINCINNATI,OH,0,39.171511,-84.392315,9,Car-Dependent,0,0,0,0
1466,CLIFFRIDGE AVE, CINCINNATI,OH,45213,39.189001,-84.435262,25,Car-Dependent,24,Somewhat Bikeable,0,0
1467,BLUERIDGE AVE, CINCINNATI,OH,45213,39.188986,-84.431532,4,Car-Dependent,25,Somewhat Bikeable,0,0
1468,BRACKENRIDGE AVE, CINCINNATI,OH,45213,39.189082,-84.432705,4,Car-Dependent,25,Somewhat Bikeable,0,0
1469,RIDGE CR, CINCINNATI,OH,45213,39.189126,-84.433577,76,Very Walkable,0,0,0,0
1470,CRESTRIDGE CR, CINCINNATI,OH,45213,39.189345,-84.436783,23,Car-Dependent,24,Somewhat Bikeable,0,0
1471,MURRAY AVE, CINCINNATI,OH,45227,39.148325,-84.383981,69,Somewhat Walkable,55,Bikeable,0,0
1472,CAMBRIDGE AVE, CINCINNATI,OH,45227,39.149131,-84.382893,17,Car-Dependent,0,0,0,0
1474,KENARBRE DR, CINCINNATI,OH,45236,39.190444,-84.394155,52,Somewhat Walkable,0,0,0,0
1476,WINDWARD ST, CINCINNATI,OH,45227,39.153775,-84.378719,56,Somewhat Walkable,42,Somewhat Bikeable,0,0
1477,BUCKINGHAM PL, CINCINNATI,OH,45227,39.155532,-84.378676,42,Car-Dependent,26,Somewhat Bikeable,0,0
1478,ROE ST, CINCINNATI,OH,45227,39.154686,-84.378739,56,Somewhat Walkable,42,Somewhat Bikeable,0,0
1479,VINEWOOD AVE, CINCINNATI,OH,45227,39.157178,-84.378366,35,Car-Dependent,0,0,0,0
1480,HURD AVE, CINCINNATI,OH,45227,39.156293,-84.378621,42,Car-Dependent,26,Somewhat Bikeable,0,0
1481,INDIANHILL PL, CINCINNATI,OH,0,39.158231,-84.378419,39,Car-Dependent,11,Somewhat Bikeable,0,0
1482,BRAMBLE AVE, CINCINNATI,OH,45227,39.150579,-84.377748,45,Car-Dependent,0,0,0,0
1483,GRACE AVE, CINCINNATI,OH,45227,39.218234,-84.55444,55,Somewhat Walkable,0,0,0,0
1485,MARIEMONTCRESCENT , CINCINNATI,OH,45227,39.142922,-84.378226,65,Somewhat Walkable,0,0,0,0
1486,MUCHMORECLOSE , CINCINNATI,OH,0,39.145936,-84.358371,31,Car-Dependent,0,0,0,0
1487,ASHLEYVIEW DR, CINCINNATI,OH,45227,39.140886,-84.351023,18,Car-Dependent,0,0,0,0
1489,GRANDIN TE, CINCINNATI,OH,45226,39.128125,-84.456946,4,Car-Dependent,Somewhat Bikeable,4,28,Some Transit
1490,ROBB ST, CINCINNATI,OH,45226,39.106089,-84.431338,32,Car-Dependent,59,Bikeable,24,Minimal Transit
1491,MCCULLOUGH ST, CINCINNATI,OH,45226,39.10862,-84.434593,39,Car-Dependent,63,Bikeable,25,Some Transit
1492,CARREL ST, CINCINNATI,OH,45226,39.27395,-84.458709,45,Car-Dependent,0,0,0,0
1493,GOLDEN AVE, CINCINNATI,OH,45226,39.12286,-84.448178,12,Car-Dependent,11,Somewhat Bikeable,27,Some Transit
1494,ONONTA AVE, CINCINNATI,OH,45226,39.121919,-84.446574,21,Car-Dependent,18,Somewhat Bikeable,25,Some Transit
1495,COLUMBIA PW, CINCINNATI,OH,45226,39.123286,-84.452722,31,Car-Dependent,29,Somewhat Bikeable,0,0
1497,GOLDENHOLLOW AVE, CINCINNATI,OH,45226,39.122225,-84.443985,24,Car-Dependent,Somewhat Bikeable,20,26,Some Transit
1498,STANLEY AVE, CINCINNATI,OH,45226,39.114815,-84.437594,47,Car-Dependent,56,Bikeable,25,Some Transit
1500,WALWORTH AVE, CINCINNATI,OH,45226,39.118261,-84.442214,31,Car-Dependent,Somewhat Bikeable,29,26,Some Transit
1501,HANDMAN AVE, CINCINNATI,OH,45226,39.117456,-84.436914,42,Car-Dependent,30,Somewhat Bikeable,0,0
1502,MORRIS PL, CINCINNATI,OH,0,39.114683,-84.437211,51,Somewhat Walkable,5,Somewhat Bikeable,25,Some Transit
1504,EASTERN AVE, CINCINNATI,OH,45226,39.113916,-84.437871,27,Car-Dependent,28,Somewhat Bikeable,0,0
1505,STONEARBOR LN, CINCINNATI,OH,45226,39.11702,-84.432025,43,Car-Dependent,28,Somewhat Bikeable,28,Some Transit
1506,WOODBRIDGE PL, CINCINNATI,OH,45226,39.115239,-84.43518,49,Car-Dependent,38,Somewhat Bikeable,0,0
1507,STEVENS PL, CINCINNATI,OH,45226,39.114418,-84.43346,46,Car-Dependent,29,Somewhat Bikeable,25,Some Transit
1508,CREIGHTON PL, CINCINNATI,OH,45226,39.113724,-84.433455,46,Car-Dependent,29,Somewhat Bikeable,0,0
1509,SACHEM AVE, CINCINNATI,OH,45226,39.11423,-84.433593,43,Car-Dependent,32,Somewhat Bikeable,0,0
1510,MEAD AVE, CINCINNATI,OH,45226,39.112398,-84.438315,47,Car-Dependent,63,Bikeable,25,Some Transit
1511,DUMONT ST, CINCINNATI,OH,45226,39.109493,-84.435387,42,Car-Dependent,57,Bikeable,25,Some Transit
1512,MCDOWELL ST, CINCINNATI,OH,45226,39.11638,-84.437278,54,Somewhat Walkable,0,0,0,0
1513,TUSCULUM AVE, CINCINNATI,OH,45226,39.1138,-84.435091,5,Somewhat Walkable,4,Somewhat Bikeable,25,Some Transit
1515,STRAFER ST, CINCINNATI,OH,0,39.11591,-84.436155,5,Somewhat Walkable,47,Somewhat Bikeable,25,Some Transit
1516,DELTA , CINCINNATI,OH,0,39.118071,-84.438672,48,Car-Dependent,34,Somewhat Bikeable,28,Some Transit
1519,DELTA AVE, CINCINNATI,OH,45226,39.1206,-84.436932,41,Car-Dependent,23,Somewhat Bikeable,29,Some Transit
1520,DELTA TE, CINCINNATI,OH,45226,39.121186,-84.436704,41,Car-Dependent,19,Somewhat Bikeable,29,Some Transit
1521,STETSON ST, CINCINNATI,OH,0,39.121098,-84.522357,78,Very Walkable,Bikeable,56,55,Good Transit
1523,CORRY ST, CINCINNATI,OH,45219,39.129015,-84.507065,92,Walker's Paradise,53,Bikeable,57,Good Transit
1524,LOUIS AVE, CINCINNATI,OH,45220,39.141379,-84.507164,49,Car-Dependent,44,Somewhat Bikeable,51,Good Transit
1525,CALHOUN ST, CINCINNATI,OH,45219,39.128049,-84.513745,93,Walker's Paradise,53,Bikeable,0,0
1526,NIXON ST, CINCINNATI,OH,45220,39.138124,-84.512126,72,Very Walkable,56,Bikeable,53,Good Transit
1527,ROCHELLE ST, CINCINNATI,OH,45219,39.134172,-84.508304,82,Very Walkable,Bikeable,56,55,Good Transit
1528,UNIVERSITY AVE, CINCINNATI,OH,0,39.132595,-84.505813,76,Very Walkable,Bikeable,51,56,Good Transit
1529,UNIVERSITY , CINCINNATI,OH,0,39.13258,-84.505629,85,Very Walkable,54,Bikeable,56,Good Transit
1531,FOSDICK ST, CINCINNATI,OH,45219,39.131897,-84.504104,85,Very Walkable,54,Bikeable,0,0
1532,DONAHUE ST, CINCINNATI,OH,45219,39.13318,-84.50397,43,Car-Dependent,Somewhat Bikeable,32,33,Some Transit
1533,HIGHLAND AVE, CINCINNATI,OH,45219,39.127828,-84.503227,56,Somewhat Walkable,41,Somewhat Bikeable,0,0
1537,JEFFERSON AVE, CINCINNATI,OH,45219,39.129344,-84.5113,16,Car-Dependent,0,0,0,0
1538,BELLEVUE AVE, CINCINNATI,OH,45219,39.12843,-84.504779,88,Very Walkable,49,Somewhat Bikeable,57,Good Transit
1539,EUCLID AVE, CINCINNATI,OH,45219,39.129276,-84.507868,49,Car-Dependent,44,Somewhat Bikeable,0,0
1541,GERARD ST, CINCINNATI,OH,45219,39.131502,-84.505275,82,Very Walkable,Bikeable,56,55,Good Transit
1542,VAUGHN ST, CINCINNATI,OH,0,39.133055,-84.506634,80,Very Walkable,Bikeable,61,55,Good Transit
1543,AHRENS ST, CINCINNATI,OH,45219,39.134176,-84.508283,87,Very Walkable,63,Bikeable,55,Good Transit
1544,HILTON PL, CINCINNATI,OH,45219,39.128395,-84.503098,83,Very Walkable,47,Somewhat Bikeable,57,Good Transit
1545,BISHOP ST, CINCINNATI,OH,0,39.139081,-84.513551,7,Very Walkable,52,Bikeable,5,Good Transit
1547,GLENDORA AVE, CINCINNATI,OH,45220,39.139477,-84.510459,93,Walker's Paradise,58,Bikeable,0,0
1549,BAUGHMAN RD, CINCINNATI,OH,45030,39.111053,-84.551803,43,Car-Dependent,32,Somewhat Bikeable,0,0
1550,BENNING ST, CINCINNATI,OH,0,39.121098,-84.522357,74,Very Walkable,42,Somewhat Bikeable,63,Good Transit
1551,BUGLE WY, CINCINNATI,OH,0,39.1322,-84.567352,29,Car-Dependent,11,Somewhat Bikeable,38,Some Transit
1552,CAMP LN, CINCINNATI,OH,0,39.121098,-84.522357,74,Very Walkable,42,Somewhat Bikeable,63,Good Transit
1553,CHAPEL LN, CINCINNATI,OH,0,39.121098,-84.522357,74,Very Walkable,42,Somewhat Bikeable,63,Good Transit
1554,DRYFORK RD, CINCINNATI,OH,0,39.156411,-84.629505,54,Somewhat Walkable,0,0,0,0
1555,KNOX LN, CINCINNATI,OH,0,39.121098,-84.522357,74,Very Walkable,42,Somewhat Bikeable,63,Good Transit
1556,PADDYSRUN RD, CINCINNATI,OH,0,39.156411,-84.629505,54,Somewhat Walkable,0,0,0,0
1557,STRT128 , CINCINNATI,OH,0,39.121279,-84.522573,74,Very Walkable,42,Somewhat Bikeable,63,Good Transit
1558,VISTAVIEW CIR, CINCINNATI,OH,0,39.161643,-84.394191,72,Very Walkable,5,Bikeable,34,Some Transit
1559,WILLEY RD, CINCINNATI,OH,45030,39.097113,-84.297234,74,Very Walkable,42,Somewhat Bikeable,0,0
1560,STATEROUTE128 , CINCINNATI,OH,45030,39.110845,-84.558649,64,Somewhat Walkable,31,Somewhat Bikeable,0,0
1561,CROSBY RD, CINCINNATI,OH,0,39.161153,-84.38571,6,Somewhat Walkable,43,Somewhat Bikeable,33,Some Transit
1562,SHORT RD, CINCINNATI,OH,45030,39.150559,-84.659109,16,Car-Dependent,0,0,0,0
1563,HAWK DR, CINCINNATI,OH,45030,39.272414,-84.394646,12,Car-Dependent,0,0,0,0
1564,EDGEWOOD RD, CINCINNATI,OH,45030,39.296984,-84.354826,74,Very Walkable,42,Somewhat Bikeable,0,0
1566,RIVER RD, CINCINNATI,OH,45030,39.111779,-84.689293,1,Car-Dependent,10,Somewhat Bikeable,0,0
1567,MTHOPE RD, CINCINNATI,OH,45030,39.097917,-84.558583,31,Car-Dependent,9,Somewhat Bikeable,38,Some Transit
1568,DICK RD, CINCINNATI,OH,45030,39.237685,-84.558837,62,Somewhat Walkable,Somewhat Bikeable,30,48,Some Transit
1569,FRONTENAC AVE, CINCINNATI,OH,45236,39.207899,-84.40815,54,Somewhat Walkable,0,0,0,0
1571,LANSDOWNE AVE, CINCINNATI,OH,45236,39.202044,-84.408544,43,Car-Dependent,0,0,0,0
1572,MACNICHOLAS AVE, CINCINNATI,OH,45236,39.204781,-84.407974,43,Car-Dependent,0,0,0,0
1573,OLEARY AVE, CINCINNATI,OH,45236,39.203005,-84.407517,43,Car-Dependent,0,0,0,0
1574,STJOHNS TE, CINCINNATI,OH,45236,39.266645,-84.607694,14,Car-Dependent,0,0,0,0
1575,WEBSTER AVE, CINCINNATI,OH,45236,39.199304,-84.403236,68,Somewhat Walkable,0,0,0,0
1576,HEMPHILL WY, CINCINNATI,OH,45236,39.20793,-84.402854,68,Somewhat Walkable,0,0,0,0
1577,DEERPARK AVE, CINCINNATI,OH,45236,39.197863,-84.403302,66,Somewhat Walkable,0,0,0,0
1578,SUPERIOR AVE, CINCINNATI,OH,45236,39.200825,-84.402527,59,Somewhat Walkable,0,0,0,0
1579,ORCHARD LN, CINCINNATI,OH,45236,39.20151,-84.396097,66,Somewhat Walkable,0,0,0,0
1580,HOFFMAN AVE, CINCINNATI,OH,45236,39.205935,-84.398959,72,Very Walkable,0,0,0,0
1582,SCHENCK AVE, CINCINNATI,OH,45236,39.206808,-84.398638,74,Very Walkable,0,0,0,0
1583,LINDEN AVE, CINCINNATI,OH,45236,39.153644,-84.445679,75,Very Walkable,49,Somewhat Bikeable,0,0
1584,GLENWAY AVE, CINCINNATI,OH,45236,39.114282,-84.582582,58,Somewhat Walkable,38,Somewhat Bikeable,0,0
1585,CLIFFORD RD, CINCINNATI,OH,45236,39.202334,-84.394777,65,Somewhat Walkable,0,0,0,0
1586,HEGNER AVE, CINCINNATI,OH,45236,39.200336,-84.394615,63,Somewhat Walkable,0,0,0,0
1587,DUNEDEN AVE, CINCINNATI,OH,45236,39.203874,-84.393261,65,Somewhat Walkable,0,0,0,0
1589,REDMONT AVE, CINCINNATI,OH,45236,39.203028,-84.393544,57,Somewhat Walkable,0,0,0,0
1590,VIRGINIA AVE, CINCINNATI,OH,45236,39.197801,-84.402368,48,Car-Dependent,Bikeable,53,0,0
1592,DELAWARE AVE, CINCINNATI,OH,45236,39.197958,-84.403454,78,Very Walkable,0,0,0,0
1593,CARNATION AVE, CINCINNATI,OH,45236,39.197038,-84.40428,36,Car-Dependent,34,Somewhat Bikeable,0,0
1594,MARYLAND AVE, CINCINNATI,OH,45236,39.198579,-84.401207,7,Somewhat Walkable,0,0,0,0
1596,RICHMOND AVE, CINCINNATI,OH,45236,39.201112,-84.385913,65,Somewhat Walkable,0,0,0,0
1597,BLUEASH RD, CINCINNATI,OH,45236,39.202017,-84.39587,15,Car-Dependent,0,0,0,0
1598,MOSS CT, CINCINNATI,OH,45236,39.204249,-84.40164,58,Somewhat Walkable,0,0,0,0
1600,MONTEREY AVE, CINCINNATI,OH,45236,39.205774,-84.407311,43,Car-Dependent,0,0,0,0
1601,LAKE AVE, CINCINNATI,OH,45236,39.205442,-84.396823,21,Car-Dependent,0,0,0,0
1602,EUSTIS CT, CINCINNATI,OH,45236,39.205751,-84.402478,61,Somewhat Walkable,0,0,0,0
1603,COLTON LN, CINCINNATI,OH,45236,39.206016,-84.408214,43,Car-Dependent,0,0,0,0
1604,DEARBORN CT, CINCINNATI,OH,45236,39.205903,-84.403556,57,Somewhat Walkable,0,0,0,0
1605,MATSON CT, CINCINNATI,OH,45236,39.205985,-84.404511,57,Somewhat Walkable,0,0,0,0
1606,QUARTERMAINE AVE, CINCINNATI,OH,45236,39.206266,-84.406347,57,Somewhat Walkable,0,0,0,0
1607,GAIL DR, CINCINNATI,OH,45236,39.207524,-84.405329,61,Somewhat Walkable,0,0,0,0
1608,CANDLESTICK DR, CINCINNATI,OH,45233,39.10828,-84.669281,1,Car-Dependent,0,0,0,0
1609,CENTERVIEW DR, CINCINNATI,OH,45238,39.086278,-84.615318,27,Car-Dependent,0,0,0,0
1610,DELHI PK, CINCINNATI,OH,45238,39.1037,-84.552145,16,Car-Dependent,0,0,0,0
1612,FOXTRAILS WY, CINCINNATI,OH,45233,39.108383,-84.671228,54,Somewhat Walkable,0,0,0,0
1613,GWENDOLYNRIDGE , CINCINNATI,OH,0,39.156411,-84.629505,54,Somewhat Walkable,0,0,0,0
1614,MITCHELLWAY CT, CINCINNATI,OH,0,39.156411,-84.629505,54,Somewhat Walkable,0,0,0,0
1615,RAPIDRUN RD, CINCINNATI,OH,45233,39.118389,-84.585308,56,Somewhat Walkable,37,Somewhat Bikeable,0,0
1616,SWANBROOK DR, CINCINNATI,OH,45233,39.117467,-84.65684,8,Car-Dependent,0,0,0,0
1617,EBENEZER RD, CINCINNATI,OH,45233,39.115726,-84.65269,22,Car-Dependent,0,0,0,0
1618,NEEB RD, CINCINNATI,OH,45233,39.113803,-84.63576,38,Car-Dependent,0,0,0,0
