AddressID,Address,City,State,ZipCode,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc
1540,1222 Franklin Ave, Cincinnati,OH,  45237,,,,,,
1541,1223 Ryland Ave, Cincinnati,OH,  45237,,,,,,
1542,1226 Franklin Ave, Cincinnati,OH,  45237,,,,,,
1543,1228 Carolina Ave, Cincinnati,OH,  45237,,,,,,
1544,1230 Regent Ave, Cincinnati,OH,  45237,,,,,,
1545,1232 Carolina Ave, Cincinnati,OH,  45237,,,,,,
1546,1234 Ryland Ave, Cincinnati,OH,  45237,,,,,,
1547,1237 Laidlaw Ave, Cincinnati,OH,  45237,,,,,,
1548,1303 Franklin Ave, Cincinnati,OH,  45237,,,,,,
1549,1303 Regent Ave, Cincinnati,OH,  45237,,,,,,
1550,1308 Ryland Ave, Cincinnati,OH,  45237,,,,,,
1551,1312 Regent Ave, Cincinnati,OH,  45237,,,,,,
1552,1316 Laidlaw Ave, Cincinnati,OH,  45237,,,,,,
1553,1317 Carolina Ave, Cincinnati,OH,  45237,,,,,,
1554,1318 Franklin Ave, Cincinnati,OH,  45237,,,,,,
1555,1318 Laidlaw Ave, Cincinnati,OH,  45237,,,,,,
1556,1403 Carolina Ave, Cincinnati,OH,  45237,,,,,,
1557,1403 Joseph St, Cincinnati,OH,  45237,,,,,,
1558,1407 Laidlaw Ave, Cincinnati,OH,  45237,,,,,,
1559,1422 Yarmouth Ave, Cincinnati,OH,  45237,,,,,,
1560,1428 California Ave, Cincinnati,OH,  45237,,,,,,
1561,1443 Yarmouth Ave, Cincinnati,OH,  45237,,,,,,
1562,1444 Joseph St, Cincinnati,OH,  45237,,,,,,
1563,1501 California Ave, Cincinnati,OH,  45237,,,,,,
1564,1509 California Ave, Cincinnati,OH,  45237,,,,,,
1565,1510 Franklin Ave, Cincinnati,OH,  45237,,,,,,
1566,1523 Joseph St, Cincinnati,OH,  45237,,,,,,
1567,1527 Yarmouth Ave, Cincinnati,OH,  45237,,,,,,
1568,1540 Yarmouth Ave, Cincinnati,OH,  45237,,,,,,
1569,1549 Joseph St, Cincinnati,OH,  45237,,,,,,
1570,1584 Elizabeth Pl, Cincinnati,OH,  45237,,,,,,
1571,1610 Joseph St, Cincinnati,OH,  45237,,,,,,
1572,1628 Anita Pl, Cincinnati,OH,  45237,,,,,,
1573,1635 Rose Pl, Cincinnati,OH,  45237,,,,,,
1574,1645 California Ave, Cincinnati,OH,  45237,,,,,,
1575,1652 Rose Pl, Cincinnati,OH,  45237,,,,,,
1576,1654 Anita Pl, Cincinnati,OH,  45237,,,,,,
1577,1654 California Ave, Cincinnati,OH,  45237,,,,,,
1578,1674 California Ave, Cincinnati,OH,  45237,,,,,,
1579,1714 Andina Ave, Cincinnati,OH,  45237,,,,,,
1580,1717 Carrahen Ave, Cincinnati,OH,  45237,,,,,,
1581,1719 Northcutt Ave, Cincinnati,OH,  45237,,,,,,
1582,1720 Berkley Ave, Cincinnati,OH,  45237,,,,,,
1583,1720 Northampton Dr, Cincinnati,OH,  45237,,,,,,
1584,1722 Portman Ave, Cincinnati,OH,  45237,,,,,,
1585,1723 Greenview Pl, Cincinnati,OH,  45237,,,,,,
1586,1725 Northampton Dr, Cincinnati,OH,  45237,,,,,,
1587,1730 Dale Rd, Cincinnati,OH,  45237,,,,,,
1588,1731 Portman Ave, Cincinnati,OH,  45237,,,,,,
1589,1733 Berkley Ave, Cincinnati,OH,  45237,,,,,,
1590,1741 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1591,1742 Avonlea Ave, Cincinnati,OH,  45237,,,,,,
1592,1746 Andina Ave, Cincinnati,OH,  45237,,,,,,
1593,1749 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1594,1751 Andina Ave, Cincinnati,OH,  45237,,,,,,
1595,1761 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1596,1803 Garden Ln, Cincinnati,OH,  45237,,,,,,
1597,1806 Andina Ave, Cincinnati,OH,  45237,,,,,,
1598,1810 Avonlea Ave, Cincinnati,OH,  45237,,,,,,
1599,1815 Berkley Ave, Cincinnati,OH,  45237,,,,,,
1600,1819 Dale Rd, Cincinnati,OH,  45237,,,,,,
1601,1822 Berkley Ave, Cincinnati,OH,  45237,,,,,,
1602,1823 Garden Ln, Cincinnati,OH,  45237,,,,,,
1603,1826 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1604,1826 Northcutt Ave, Cincinnati,OH,  45237,,,,,,
1605,1830 Andina Ave, Cincinnati,OH,  45237,,,,,,
1606,1830 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1607,1831 Dalewood Pl, Cincinnati,OH,  45237,,,,,,
1608,1831 Garden Ln, Cincinnati,OH,  45237,,,,,,
1609,1831 Yorktown Rd, Cincinnati,OH,  45237,,,,,,
1610,1834 Yorktown Rd, Cincinnati,OH,  45237,,,,,,
1611,1835 Yorktown Rd, Cincinnati,OH,  45237,,,,,,
1612,1836 Langdon Farm Rd, Cincinnati,OH,  45237,,,,,,
1613,1843 Dalewood Pl, Cincinnati,OH,  45237,,,,,,
1614,1843 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1615,1843 Yorktown Rd, Cincinnati,OH,  45237,,,,,,
1616,1846 Garden Ln, Cincinnati,OH,  45237,,,,,,
1617,1846 Yorktown Rd, Cincinnati,OH,  45237,,,,,,
1618,1847 Yorktown Rd, Cincinnati,OH,  45237,,,,,,
1619,1853 Sunwalk Dr, Cincinnati,OH,  45237,,,,,,
1620,1854 Yorktown Rd, Cincinnati,OH,  45237,,,,,,
1621,1855 Garden Ln, Cincinnati,OH,  45237,,,,,,
1622,1855 Sunwalk Dr, Cincinnati,OH,  45237,,,,,,
1623,1858 Yorktown Rd, Cincinnati,OH,  45237,,,,,,
1624,1861 E Seymour Ave, Cincinnati,OH,  45237,,,,,,
1625,1866 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1626,1892 Langdon Farm Rd, Cincinnati,OH,  45237,,,,,,
1627,1896 Langdon Farm Rd, Cincinnati,OH,  45237,,,,,,
1628,1903 Andina Ave, Cincinnati,OH,  45237,,,,,,
1629,1911 Dale Rd, Cincinnati,OH,  45237,,,,,,
1630,1914 Garden Ln, Cincinnati,OH,  45237,,,,,,
1631,1915 Catalina Ave, Cincinnati,OH,  45237,,,,,,
1632,1919 Avonlea Ave, Cincinnati,OH,  45237,,,,,,
1633,1919 Dale Rd, Cincinnati,OH,  45237,,,,,,
1634,1919 Rockingham St, Cincinnati,OH,  45237,,,,,,
1635,1921 Dale Rd, Cincinnati,OH,  45237,,,,,,
1636,1923 Rockingham St, Cincinnati,OH,  45237,,,,,,
1637,1924 Dale Rd, Cincinnati,OH,  45237,,,,,,
1638,1928 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1639,1930 Northcutt Ave, Cincinnati,OH,  45237,,,,,,
1640,1932 Dale Rd, Cincinnati,OH,  45237,,,,,,
1641,1932 Truitt Ave, Cincinnati,OH,  45212,,,,,,
1642,1935 Catalina Ave, Cincinnati,OH,  45237,,,,,,
1643,1938 Langdon Farm Rd, Cincinnati,OH,  45237,,,,,,
1644,1941 Lawn Ave, Cincinnati,OH,  45237,,,,,,
1645,1943 Garden Ln, Cincinnati,OH,  45237,,,,,,
1646,1955 Andina Ave, Cincinnati,OH,  45237,,,,,,
1647,1956 Northcutt Ave, Cincinnati,OH,  45237,,,,,,
1648,1962 Dalewood Pl, Cincinnati,OH,  45237,,,,,,
1649,1975 Dalewood Pl, Cincinnati,OH,  45237,,,,,,
1650,2020 Langdon Farm Rd, Cincinnati,OH,  45237,,,,,,
1651,4672 Paddock Rd, Cincinnati,OH,  45229,,,,,,
1652,4803 Para Dr, Cincinnati,OH,  45237,,,,,,
1653,4815 Yarmouth Pl, Cincinnati,OH,  45237,,,,,,
1654,4817 Paddock Rd, Cincinnati,OH,  45237,,,,,,
1655,4825 Paddock Rd, Cincinnati,OH,  45237,,,,,,
1656,4939 Corinth Ave, Cincinnati,OH,  45237,,,,,,
1657,5014 Grafton Ave, Cincinnati,OH,  45237,,,,,,
1658,5017 Lillian Dr, Cincinnati,OH,  45237,,,,,,
1659,5017 Newfield Ave, Cincinnati,OH,  45237,,,,,,
1660,5019 Laconia Ave, Cincinnati,OH,  45237,,,,,,
1661,5103 Laconia Ave, Cincinnati,OH,  45237,,,,,,
1662,5108 Lillian Dr, Cincinnati,OH,  45237,,,,,,
1663,5113 Newfield Ave, Cincinnati,OH,  45237,,,,,,
1664,5118 Grafton Ave, Cincinnati,OH,  45237,,,,,,
1665,5120 Lillian Dr, Cincinnati,OH,  45237,,,,,,
1666,5135 Rhode Island Ave, Cincinnati,OH,  45212,,,,,,
1667,5139 Rhode Island Ave, Cincinnati,OH,  45212,,,,,,
1668,5141 Rhode Island Ave, Cincinnati,OH,  45212,,,,,,
1669,5206 Grafton Ave, Cincinnati,OH,  45237,,,,,,
1670,5211 Grafton Ave, Cincinnati,OH,  45237,,,,,,
1671,5211 Lillian Dr, Cincinnati,OH,  45237,,,,,,
1672,5215 Laconia Ave, Cincinnati,OH,  45237,,,,,,
1673,5222 Laconia Ave, Cincinnati,OH,  45237,,,,,,
1674,5222 Newfield Ave, Cincinnati,OH,  45237,,,,,,
1675,5231 Lillian Dr, Cincinnati,OH,  45237,,,,,,
1676,5248 Newfield Ave, Cincinnati,OH,  45237,,,,,,
1677,5302 Grafton Ave, Cincinnati,OH,  45237,,,,,,
1678,5314 Laconia Ave, Cincinnati,OH,  45237,,,,,,
1679,5326 Laconia Ave, Cincinnati,OH,  45237,,,,,,
1680,5327 Grafton Ave, Cincinnati,OH,  45237,,,,,,
1681,5334 Grafton Ave, Cincinnati,OH,  45237,,,,,,
1682,5406 Newfield Ave, Cincinnati,OH,  45237,,,,,,
1683,5415 Newfield Ave, Cincinnati,OH,  45237,,,,,,
1684,5423 Newfield Ave, Cincinnati,OH,  45237,,,,,,
1685,5511 Newfield Ave, Cincinnati,OH,  45237,,,,,,
1686,5550 Reading Rd, Cincinnati,OH,  45237,,,,,,
1687,5550 Reading Rd, Cincinnati,OH,  45237,,,,,,
1688,5857 Rhode Island Ave, Cincinnati,OH,  45237,,,,,,
1689,5913 Havenwood Ct, Cincinnati,OH,  45237,,,,,,
1690,5924 Morning Dew Ct, Cincinnati,OH,  45237,,,,,,
1691,5928 Morning Dew Ct, Cincinnati,OH,  45237,,,,,,
1692,5932 Morning Dew Ct, Cincinnati,OH,  45237,,,,,,
1693,5944 Havenwood Ct, Cincinnati,OH,  45237,,,,,,
1694,5949 Havenwood Ct, Cincinnati,OH,  45237,,,,,,
1695,5952 Rhode Island Ave, Cincinnati,OH,  45237,,,,,,
1696,5956 Havenwood Ct, Cincinnati,OH,  45237,,,,,,
1697,5959 Mosaic Ln, Cincinnati,OH,  45237,,,,,,
1698,5961 Mosaic Ln, Cincinnati,OH,  45237,,,,,,
1699,5963 Mosaic Ln, Cincinnati,OH,  45237,,,,,,
1700,5965 Mosaic Ln, Cincinnati,OH,  45237,,,,,,
1701,5973 Havenwood Ct, Cincinnati,OH,  45237,,,,,,
1702,5985 Wanderling Ln, Cincinnati,OH,  45237,,,,,,
1703,5989 Wanderling Ln, Cincinnati,OH,  45237,,,,,,
1704,5991 Wanderling Ln, Cincinnati,OH,  45237,,,,,,
1705,5997 Wanderling Ln, Cincinnati,OH,  45237,,,,,,
1706,6211 Paddock Rd, Cincinnati,OH,  45216,,,,,,
1707,6851 Steger Dr, Cincinnati,OH,  45237,,,,,,
1709,1 E 4th St, Cincinnati,OH,  45202,,,,,,
1710,10 E 4th St, Cincinnati,OH,  45202,,,,,,
1711,104 E 9th St, Cincinnati,OH,  45202,,,,,,
1712,1150 Vine St, Cincinnati,OH,  45202,,,,,,
1713,118 W 4th St, Cincinnati,OH,  45202,,,,,,
1714,118 E 6th St, Cincinnati,OH,  45202,,,,,,
1715,15 E 4th St, Cincinnati,OH,  45202,,,,,,
1716,18 E 4th St, Cincinnati,OH,  45202,,,,,,
1717,18 E 7th St, Cincinnati,OH,  45202,,,,,,
1718,213 W 9th St, Cincinnati,OH,  45202,,,,,,
1719,22 E Court St, Cincinnati,OH,  45202,,,,,,
1720,221 W 9th St, Cincinnati,OH,  45202,,,,,,
1721,24 E 7th St, Cincinnati,OH,  45202,,,,,,
1722,26 E 6th St, Cincinnati,OH,  45202,,,,,,
1723,299 E 6th St, Cincinnati,OH,  45202,,,,,,
1724,30 Central Ave, Cincinnati,OH,  45202,,,,,,
1725,312 E 4th St, Cincinnati,OH,  45202,,,,,,
1726,312 Mc Farland St, Cincinnati,OH,  45202,,,,,,
1727,321 Race St, Cincinnati,OH,  45202,,,,,,
1728,322 Broadway St, Cincinnati,OH,  45202,,,,,,
1729,323 W 5th St, Cincinnati,OH,  45202,,,,,,
1730,335 W 5th St, Cincinnati,OH,  45202,,,,,,
1731,400 Pike St, Cincinnati,OH,  45202,,,,,,
1732,400 Pike St, Cincinnati,OH,  45202,,,,,,
1733,413 Vine St, Cincinnati,OH,  45202,,,,,,
1734,415 Plum St, Cincinnati,OH,  45202,,,,,,
1735,417 Vine St, Cincinnati,OH,  45202,,,,,,
1736,604 Race St, Cincinnati,OH,  45202,,,,,,
1737,615 Main St, Cincinnati,OH,  45202,,,,,,
1738,617 Vine St, Cincinnati,OH,  45202,,,,,,
1739,618 Main St, Cincinnati,OH,  45202,,,,,,
1740,621 Main St, Cincinnati,OH,  45202,,,,,,
1741,624 Main St, Cincinnati,OH,  45202,,,,,,
1742,637 Walnut St, Cincinnati,OH,  45202,,,,,,
1743,812 Race St, Cincinnati,OH,  45202,,,,,,
1744,815 Elm St, Cincinnati,OH,  45202,,,,,,
1745,825 Main St, Cincinnati,OH,  45202,,,,,,
1746,884 W Mehring Way, Cincinnati,OH,  45203,,,,,,
1747,905 Vine St, Cincinnati,OH,  45202,,,,,,
1748,1467 Moon Valley Ln, Cincinnati,OH,  45230,,,,,,
1749,164 Renslar Ave, Cincinnati,OH,  45230,,,,,,
1750,5001 Kellogg Ave, Cincinnati,OH,  45230,,,,,,
1751,565 Twin Hills Ridge Dr, Cincinnati,OH,  45230,,,,,,
1752,5800 Berte St, Cincinnati,OH,  45230,,,,,,
1753,5800 Panama St, Cincinnati,OH,  45230,,,,,,
1754,5801 Berte St, Cincinnati,OH,  45230,,,,,,
1755,5804 Panama St, Cincinnati,OH,  45230,,,,,,
1756,5805 Berte St, Cincinnati,OH,  45230,,,,,,
1757,5836 Linneman St, Cincinnati,OH,  45230,,,,,,
1758,5837 Kellogg Ave, Cincinnati,OH,  45230,,,,,,
1759,88 Eldorado Ave, Cincinnati,OH,  45230,,,,,,
1760,Monmouth Ave, Cincinnati,OH, ,,,,,,
1761,1225 Sassafras St, Cincinnati,OH,  45225,,,,,,
1762,1228 Bates Ave, Cincinnati,OH,  45225,,,,,,
1763,1232 Bates Ave, Cincinnati,OH,  45225,,,,,,
1764,1348 Hopple St, Cincinnati,OH,  45225,,,,,,
1765,2812 Colerain Ave, Cincinnati,OH,  45225,,,,,,
1766,2814 Colerain Ave, Cincinnati,OH,  45225,,,,,,
1767,2838 Colerain Ave, Cincinnati,OH,  45225,,,,,,
1768,2873 Colerain Ave, Cincinnati,OH,  45225,,,,,,
1769,2929 Spring Grove Ave, Cincinnati,OH,  45225,,,,,,
1770,2946 Burlington Pl, Cincinnati,OH,  45225,,,,,,
1771,3084 Henshaw Ave, Cincinnati,OH,  45225,,,,,,
1772,3087 Henshaw Ave, Cincinnati,OH,  45225,,,,,,
1773,3111 Spring Grove Ave, Cincinnati,OH,  45225,,,,,,
1774,3117 Colerain Ave, Cincinnati,OH,  45225,,,,,,
1775,3207 Colerain Ave, Cincinnati,OH,  45225,,,,,,
1776,3250 Spring Grove Ave, Cincinnati,OH,  45225,,,,,,
1777,3401 Spring Grove Ave, Cincinnati,OH,  45225,,,,,,
1778,3405 Spring Grove Ave, Cincinnati,OH,  45225,,,,,,
1779,Paddock Rd, Cincinnati,OH, ,,,,,,
1780,105 65th St W, Cincinnati,OH,  45216,,,,,,
1781,107 W 68th St, Cincinnati,OH,  45216,,,,,,
1782,110 65th St W, Cincinnati,OH,  45216,,,,,,
1783,111 66th St, Elmwood Place,OH,  45216,,,,,,
1784,113 64th St, Cincinnati,OH,  45216,,,,,,
1785,117 W 68th St, Cincinnati,OH,  45216,,,,,,
1786,117 64th St, Cincinnati,OH,  45216,,,,,,
1787,118 E Seymour Ave, Cincinnati,OH,  45216,,,,,,
1788,119 64th St, Cincinnati,OH,  45216,,,,,,
1789,120 W 70th St, Cincinnati,OH,  45216,,,,,,
1790,122 65th St W, Cincinnati,OH,  45216,,,,,,
1791,123 W 73rd St, Cincinnati,OH,  45216,,,,,,
1792,124 W 70th St, Cincinnati,OH,  45216,,,,,,
1793,124 W Seymour Ave, Cincinnati,OH,  45216,,,,,,
1794,125 Citycentre Dr, Cincinnati,OH,  45216,,,,,,
1795,127 W 72nd St, Cincinnati,OH,  45216,,,,,,
1796,128 64th St, Cincinnati,OH,  45216,,,,,,
1797,13 W 66th St, Cincinnati,OH,  45216,,,,,,
1798,130 W 69th St, Cincinnati,OH,  45216,,,,,,
1799,131 W 66th St, Cincinnati,OH,  45216,,,,,,
1800,137 Redeagle Way, Cincinnati,OH,  45216,,,,,,
1801,138 W 72nd St, Cincinnati,OH,  45216,,,,,,
1802,145 W 66th St, Cincinnati,OH,  45216,,,,,,
1803,148 W 66th St, Cincinnati,OH,  45216,,,,,,
1804,149 Redeagle Way, Cincinnati,OH,  45216,,,,,,
1805,15 W 66th St, Cincinnati,OH,  45216,,,,,,
1806,153 Redeagle Way, Cincinnati,OH,  45216,,,,,,
1807,16 W 66th St, Cincinnati,OH,  45216,,,,,,
1808,161 Escalon St, Cincinnati,OH,  45216,,,,,,
1809,165 Escalon St, Cincinnati,OH,  45216,,,,,,
1810,166 Redeagle Way, Cincinnati,OH,  45216,,,,,,
1811,170 Redeagle Way, Cincinnati,OH,  45216,,,,,,
1812,206 W 70th St, Cincinnati,OH,  45216,,,,,,
1813,206 W 69th St, Cincinnati,OH,  45216,,,,,,
1814,209 W 70th St, Cincinnati,OH,  45216,,,,,,
1815,21 77th St, Cincinnati,OH,  45216,,,,,,
1816,210 W 70th St, Cincinnati,OH,  45216,,,,,,
1817,214 W 70th St, Cincinnati,OH,  45216,,,,,,
1818,215 W Seymour Ave, Cincinnati,OH,  45216,,,,,,
1819,216 W 70th St, Cincinnati,OH,  45216,,,,,,
1820,224 W 68th St, Cincinnati,OH,  45216,,,,,,
1821,236 W 73rd St, Cincinnati,OH,  45216,,,,,,
1822,258 W 73rd St, Cincinnati,OH,  45216,,,,,,
1823,302 W Seymour Ave, Cincinnati,OH,  45216,,,,,,
1824,312 E Seymour Ave, Cincinnati,OH,  45216,,,,,,
1825,34 Escalon St, Cincinnati,OH,  45216,,,,,,
1826,6406 Rosewood St, Cincinnati,OH,  45216,,,,,,
1827,6414 Rosewood St, Cincinnati,OH,  45216,,,,,,
1828,6506 Rosewood St, Cincinnati,OH,  45216,,,,,,
1829,6609 Vine St, Cincinnati,OH,  45216,,,,,,
1830,6611 Vine St, Cincinnati,OH,  45216,,,,,,
1831,6619 Vine St, Cincinnati,OH,  45216,,,,,,
1832,6624 Vine St, Cincinnati,OH,  45216,,,,,,
1833,6625 Vine St, Cincinnati,OH,  45216,,,,,,
1834,6627 Vine St, Cincinnati,OH,  45216,,,,,,
1835,6705 Vine St, Cincinnati,OH,  45216,,,,,,
1836,6810 Vine St, Cincinnati,OH,  45216,,,,,,
1837,7022 Van Kirk Ave, Cincinnati,OH,  45216,,,,,,
1838,7103 Fairpark Ave, Cincinnati,OH,  45216,,,,,,
1839,7109 Dillward Ave, Cincinnati,OH,  45216,,,,,,
1840,7120 Dillward Ave, Cincinnati,OH,  45216,,,,,,
1841,7210 Vine St, Cincinnati,OH,  45216,,,,,,
1842,7300 Vine St, Cincinnati,OH,  45216,,,,,,
1843,7306 Vine St, Cincinnati,OH,  45216,,,,,,
1844,7308 Vine St, Cincinnati,OH,  45216,,,,,,
1845,7310 Fairpark Ave, Cincinnati,OH,  45216,,,,,,
1846,7321 Vine St, Cincinnati,OH,  45216,,,,,,
1847,7400 Vine St, Cincinnati,OH,  45216,,,,,,
1848,7404 Vine St, Cincinnati,OH,  45216,,,,,,
1849,7433 Fairpark Ave, Cincinnati,OH,  45216,,,,,,
1850,7435 Fairpark Ave, Cincinnati,OH,  45216,,,,,,
1851,Bruestle Ave, Cheviot,OH,  45211,,,,,,
1852,Mayfair Ave, Cheviot,OH,  45211,,,,,,
1853,3223 Wardall Ave, Cincinnati,OH,  45211,,,,,,
1854,3224 Phoenix Ave, Cincinnati,OH,  45211,,,,,,
1855,3227 Wardall Ave, Cincinnati,OH,  45211,,,,,,
1856,3256 Montana Ave, Cincinnati,OH,  45211,,,,,,
1857,3309 Camvic Terrace, Cincinnati,OH,  45211,,,,,,
1858,3310 Phoenix Ave, Cincinnati,OH,  45211,,,,,,
1859,3311 Phoenix Ave, Cincinnati,OH,  45211,,,,,,
1860,3315 Harrison Ave, Cincinnati,OH,  45211,,,,,,
1861,3316 Augusta Ave, Cincinnati,OH,  45211,,,,,,
1862,3345 Alpine Pl, Cincinnati,OH,  45211,,,,,,
1863,3353 Alpine Pl, Cincinnati,OH,  45211,,,,,,
1864,3400 Harrison Ave, Cincinnati,OH,  45211,,,,,,
1865,3400 Robb Ave, Cincinnati,OH,  45211,,,,,,
1866,3402 Harrison Ave, Cincinnati,OH,  45211,,,,,,
1867,3405 Mayfair Ave, Cincinnati,OH,  45211,,,,,,
1868,3406 Alta Vista Ave, Cincinnati,OH,  45211,,,,,,
1869,3406 Mayfair Ave, Cincinnati,OH,  45211,,,,,,
1870,3408 Alta Vista Ave, Cincinnati,OH,  45211,,,,,,
1871,3409 Mayfair Ave, Cincinnati,OH,  45211,,,,,,
1872,3410 Glenmore Ave, Cincinnati,OH,  45211,,,,,,
1873,3411 ALTAVISTA AVE, Cincinnati,OH, 45211,,,,,,
1874,3417 WOODBINE AVE, Cincinnati,OH, 45211,,,,,,
1875,3427 ORCHARD CT, Cincinnati,OH, 45211,,,,,,
1876,3431 ALTAVISTA AVE, Cincinnati,OH, 45211,,,,,,
1877,3432 MIAMI CT, Cincinnati,OH, 45211,,,,,,
1878,3443 STANN PL, Cincinnati,OH, 45211,,,,,,
1879,3449 ALTAVISTA AVE, Cincinnati,OH, 45211,,,,,,
1880,3452 JANE AVE, Cincinnati,OH, 45211,,,,,,
1881,3453 CAMELLIA CT, Cincinnati,OH, 45211,,,,,,
1882,3455 ALTAVISTA AVE, Cincinnati,OH, 45211,,,,,,
1883,3456 TANGENT DR, Cincinnati,OH, 45211,,,,,,
1884,3460 CAMELLIA CT, Cincinnati,OH, 45211,,,,,,
1885,3460 ROBB AVE, Cincinnati,OH, 45211,,,,,,
1886,3462 MAYFAIR AVE, Cincinnati,OH, 45211,,,,,,
1887,3464 JANE AVE, Cincinnati,OH, 45211,,,,,,
1888,3467 JANE AVE, Cincinnati,OH, 45211,,,,,,
1889,3480 JANE AVE, Cincinnati,OH, 45211,,,,,,
1890,3500 BRUESTLE AVE, Cincinnati,OH, 45211,,,,,,
1891,3502 WOODBINE AVE, Cincinnati,OH, 45211,,,,,,
1892,3506 HILDA AVE, Cincinnati,OH, 45211,,,,,,
1893,3508 MEADOW AVE, Cincinnati,OH, 45211,,,,,,
1894,3519 GAMBLE AVE, Cincinnati,OH, 45211,,,,,,
1895,3527 HARRISON AVE, Cincinnati,OH, 45211,,,,,,
1896,3540 DARWIN AVE, Cincinnati,OH, 45211,,,,,,
1897,3548 BRUESTLE AVE, Cincinnati,OH, 45211,,,,,,
1898,3549 BRUESTLE AVE, Cincinnati,OH, 45211,,,,,,
1899,3549 MEADOW AVE, Cincinnati,OH, 45211,,,,,,
1900,3550 BRUESTLE AVE, Cincinnati,OH, 45211,,,,,,
1901,3592 HOMELAWN AVE, Cincinnati,OH, 00000,,,,,,
1902,3595 WESTWOODNORTHERN BV, Cincinnati,OH, 00000,,,,,,
1903,3597 WESTWOODNORTHERN BV, Cincinnati,OH, 00000,,,,,,
1904,3600 HARRISON AVE, Cincinnati,OH, 45211,,,,,,
1905,3601 MEADOW AVE, Cincinnati,OH, 45211,,,,,,
1906,3605 PUHLMAN AVE, Cincinnati,OH, 45211,,,,,,
1907,3606 WOODBINE AVE, Cincinnati,OH, 45211,,,,,,
1908,3608 WESTWOODNORTHERN BV, Cincinnati,OH, 00000,,,,,,
1909,3611 MEADOW AVE, Cincinnati,OH, 45211,,,,,,
1910,3613 STMARTINS PL, Cincinnati,OH, 45211,,,,,,
1911,3615 PUHLMAN AVE, Cincinnati,OH, 45211,,,,,,
1912,3618 PUHLMAN AVE, Cincinnati,OH, 45211,,,,,,
1913,3624 WESTWOODNORTHERN BV, Cincinnati,OH, 00000,,,,,,
1914,3626 GLENMORE AVE, Cincinnati,OH, 45211,,,,,,
1915,3627 MEADOW AVE, Cincinnati,OH, 45211,,,,,,
1916,3632 DARWIN AVE, Cincinnati,OH, 45211,,,,,,
1917,3636 DARWIN AVE, Cincinnati,OH, 45211,,,,,,
1918,3637 MOZART AVE, Cincinnati,OH, 45211,,,,,,
1919,3640 WESTWOODNORTHERN BV, Cincinnati,OH, 00000,,,,,,
1920,3645 HERBERT AVE, Cincinnati,OH, 45211,,,,,,
1921,3654 PUHLMAN AVE, Cincinnati,OH, 45211,,,,,,
1922,3701 FRANCES AVE, Cincinnati,OH, 45211,,,,,,
1923,3714 DARWIN AVE, Cincinnati,OH, 45211,,,,,,
1924,3720 APPLEGATE AVE, Cincinnati,OH, 45211,,,,,,
1925,3721 KESSEN AVE, Cincinnati,OH, 45211,,,,,,
1926,3723 FRANCES AVE, Cincinnati,OH, 45211,,,,,,
1927,3730 MARYDELL PL, Cincinnati,OH, 45211,,,,,,
1928,3732 FRANCES AVE, Cincinnati,OH, 45211,,,,,,
1929,3735 CARSON AVE, Cincinnati,OH, 45211,,,,,,
1930,3737 DARWIN AVE, Cincinnati,OH, 45211,,,,,,
1931,3738 STMARTINS PL, Cincinnati,OH, 45211,,,,,,
1932,3739 FRANCES AVE, Cincinnati,OH, 45211,,,,,,
1933,3739 GLENMORE AVE, Cincinnati,OH, 45211,,,,,,
1934,3739 HERBERT AVE, Cincinnati,OH, 45211,,,,,,
1935,3739 KESSEN AVE, Cincinnati,OH, 45211,,,,,,
1936,3740 HERBERT AVE, Cincinnati,OH, 45211,,,,,,
1937,3740 WILMAR DR, Cincinnati,OH, 45211,,,,,,
1938,3742 HERBERT AVE, Cincinnati,OH, 45211,,,,,,
1939,3743 MARYDELL PL, Cincinnati,OH, 45211,,,,,,
1940,3748 DARWIN AVE, Cincinnati,OH, 45211,,,,,,
1941,3755 WILMAR DR, Cincinnati,OH, 45211,,,,,,
1942,3756 DARWIN AVE, Cincinnati,OH, 45211,,,,,,
1943,3760 HERBERT AVE, Cincinnati,OH, 45211,,,,,,
1944,3771 HERBERT AVE, Cincinnati,OH, 45211,,,,,,
1945,3807 STMARTINS PL, Cincinnati,OH, 45211,,,,,,
1946,3810 WOODBINE AVE, Cincinnati,OH, 45211,,,,,,
1947,3812 KENKER PL, Cincinnati,OH, 45211,,,,,,
1948,3819 STMARTINS PL, Cincinnati,OH, 45211,,,,,,
1949,3826 DAVIS AVE, Cincinnati,OH, 45211,,,,,,
1950,3826 LOVELL AVE, Cincinnati,OH, 45211,,,,,,
1951,3829 CARRIE AVE, Cincinnati,OH, 45211,,,,,,
1952,3835 GLENMORE AVE, Cincinnati,OH, 45211,,,,,,
1953,3836 TREVOR AVE, Cincinnati,OH, 45211,,,,,,
1954,3837 GLENMORE AVE, Cincinnati,OH, 45211,,,,,,
