"srvy_address","strsegid","geo_address","lat","long","geo_address_type","geo_accuracy","State","County","City","Name","RegionID","dist","cell_id","lat_cell","long_cell","hood","hood_id"
"LUDLOW AV & RUE DE LA PAIX, Cincinnati, OH, USA","2961390626829618386284","LUDLOW AV & RUE DE LA PAIX, Cincinnati, OH, USA",39.143677,-84.520597,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton",200052,0.120301448205502,680042,39.1434993806495,-84.5211966698527,"Clifton",200052
"FRANCIS LN & EDGECLIFF RD, Cincinnati, OH, USA","3715308449537154224252","FRANCIS LN & EDGECLIFF RD, Cincinnati, OH, USA",39.121049,-84.48528,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills",204112,0.162470433857979,520032,39.1209878482241,-84.4850492649587,"Walnut Hills",204112
"MINOT AV & APPLETON ST, Cincinnati, OH, USA","4251315670942514816537","MINOT AV & APPLETON ST, Cincinnati, OH, USA",39.152577,-84.434401,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley",202657,0.13993022394018,300046,39.1524538094936,-84.4353466140335,"Oakley",202657
"STETTINIUS AV & OBSERVATORY AV, Cincinnati, OH, USA","4075486040340758510369","STETTINIUS AV & OBSERVATORY AV, Cincinnati, OH, USA",39.136435,-84.448692,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.119144374636705,360039,39.1367151831207,-84.448901877507,"Hyde Park",201414
"KEMPER LN & FRANCIS LN, Cincinnati, OH, USA","3714951374937153283283","KEMPER LN & FRANCIS LN, Cincinnati, OH, USA",39.114581,-84.487035,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Adams",274619,0.100921445185443,530029,39.1142388891927,-84.4873084773927,"Mt. Adams",274619
"HAMILTON AV & MEDILL AL, Cincinnati, OH, USA","2970269972729702779618","HAMILTON AV & MEDILL AL, Cincinnati, OH, USA",39.161916,-84.538925,"locality,political","locality","OH","Hamilton","Cincinnati","Northside",274791,0.100985654941492,760050,39.1615009671237,-84.5392703753239,"Northside",274791
"AVERY LN & AVERY LN, Cincinnati, OH, USA","4242356036142427770934","AVERY LN & AVERY LN, Cincinnati, OH, USA",39.138543,-84.422657,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.129919527719726,240040,39.1389408489666,-84.4217913553625,"Hyde Park",201414
"DANA AV & OBSERVATORY AV, Cincinnati, OH, USA","4074483048840751200431","DANA AV & OBSERVATORY AV, Cincinnati, OH, USA",39.15262,-84.484389,"locality,political","locality","OH","Hamilton","Cincinnati","North Avondale",274686,0.0652520435365801,520046,39.1524878739835,-84.4850492648585,"North Avondale",274686
"GRAND VISTA AV & DRYDEN AV, Cincinnati, OH, USA","4283427717342838136812","GRAND VISTA AV & DRYDEN AV, Cincinnati, OH, USA",39.183409,-84.421743,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge",202946,0.109159125376933,240060,39.1839408703473,-84.4217913551907,"Pleasant Ridge",202946
"SYCAMORE ST & E 5TH ST, Cincinnati, OH, USA","3358619795833586687659","SYCAMORE ST & E 5TH ST, Cincinnati, OH, USA",39.102361,-84.505034,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.0902369632075168,610024,39.1029956815969,-84.5053821788502,"Central Business District",273189
"MINOT AV & 33RD AV, Cincinnati, OH, USA","4259985566242502855633","MINOT AV & 33RD AV, Cincinnati, OH, USA",39.152577,-84.434401,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley",202657,0.13993022394018,300046,39.1524538094936,-84.4353466140335,"Oakley",202657
"HAMPTON LN & ERIE AV, Cincinnati, OH, USA","4555673226645461753146","HAMPTON LN & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville",201948,0.168681087045429,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
"MONTANA AV & ANACONDA DR, Cincinnati, OH, USA","2537232659525475727000","MONTANA AV & ANACONDA DR, Cincinnati, OH, USA",39.151486,-84.586406,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood",204284,0.101885279224778,970046,39.152491799463,-84.5867138489778,"Westwood",204284
"MIDWAY AV & GLENWAY AV, Cincinnati, OH, USA","2069313050520694800278","MIDWAY AV & GLENWAY AV, Cincinnati, OH, USA",39.135931,-84.608931,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood",204284,0.0647375749657692,1070039,39.1367306652051,-84.6093059719425,"Westwood",204284
"I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD, Cincinnati, OH, USA","3360584346133609883552","I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD, Cincinnati, OH, USA",39.141134,-84.492947,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale",199345,0.0922999895341483,550041,39.1412408740943,-84.491826902333,"Avondale",199345
"COLUMBIA PKWY & E 3RD ST, Cincinnati, OH, USA","3350593875233514138562","COLUMBIA PKWY & E 3RD ST, Cincinnati, OH, USA",39.099661,-84.505821,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.11479790120566,610023,39.1007456796175,-84.5053821788555,"Central Business District",273189
"TWAIN AV & GRACELY DR, Cincinnati, OH, USA","1156514262411566322429","TWAIN AV & GRACELY DR, Cincinnati, OH, USA",39.111886,-84.691397,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park",203392,0.123768029563067,1430028,39.1119045141927,-84.6906375239141,"Sayler Park",203392
"ZIEGLE AV & PAXTON AV, Cincinnati, OH, USA","4240002060942400461145","ZIEGLE AV & PAXTON AV, Cincinnati, OH, USA",39.140322,-84.43621,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.0752001389389022,300041,39.1412038030812,-84.4353466140785,"Hyde Park",201414
"MARBURG AV BRIDGE & NORFOLK AND WESTERN RAILROAD, Cincinnati, OH, USA","4243330148442434222355","MARBURG AV BRIDGE & NORFOLK AND WESTERN RAILROAD, Cincinnati, OH, USA",39.153037,-84.423029,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley",202657,0.174679404881102,250046,39.1524431234548,-84.4240505647468,"Oakley",202657
"PARKLAND AV & MONITOR AV, Cincinnati, OH, USA","1156438275411567092917","PARKLAND AV & MONITOR AV, Cincinnati, OH, USA",39.11208,-84.693558,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park",203392,0.10907706839041,1440028,39.1119015927487,-84.6928967308567,"Sayler Park",203392
"HERSCHEL AV & OBSERVATORY AV, Cincinnati, OH, USA","4243717026342442090388","HERSCHEL AV & OBSERVATORY AV, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0920029947195865,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
"OBSERVATORY AV & EDWARDS RD, Cincinnati, OH, USA","4077290025040773531030","OBSERVATORY AV & EDWARDS RD, Cincinnati, OH, USA",39.142482,-84.443064,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.151860510693302,330042,39.1434596922079,-84.4421242452268,"Hyde Park",201414
"MONITOR AV & HILLSIDE AV, Cincinnati, OH, USA","1157347333615281673893","MONITOR AV & HILLSIDE AV, Cincinnati, OH, USA",39.11208,-84.693558,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park",203392,0.10907706839041,1440028,39.1119015927487,-84.6928967308567,"Sayler Park",203392
"CENTRAL AV & EZZARD CHARLES DR, Cincinnati, OH, USA","3314915037233153500450","CENTRAL AV & EZZARD CHARLES DR, Cincinnati, OH, USA",39.107354,-84.52114,"locality,political","locality","OH","Hamilton","Cincinnati","West End",276647,0.0680388821182887,680026,39.1074993481455,-84.5211966699107,"West End",276647
"GLENMARY AV & LORAINE AV, Cincinnati, OH, USA","3275946356032759563671","GLENMARY AV & LORAINE AV, Cincinnati, OH, USA",39.145362,-84.518987,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton",200052,0.121889043956195,670043,39.145748990145,-84.518937456741,"Clifton",200052
"TWAIN AV & GRACELY DR, Cincinnati, OH, USA","1156498234711566322429","TWAIN AV & GRACELY DR, Cincinnati, OH, USA",39.111886,-84.691397,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park",203392,0.123768029563067,1430028,39.1119045141927,-84.6906375239141,"Sayler Park",203392
"HERSCHEL AV & AULT WOODS LN, Cincinnati, OH, USA","4233552862042339458659","HERSCHEL AV & AULT WOODS LN, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0920029947195865,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
"RIVER RD & WILKENS SHORT RD, Cincinnati, OH, USA","1163046781211642445806","RIVER RD & WILKENS SHORT RD, Cincinnati, OH, USA",39.100269,-84.670744,"locality,political","locality","OH","Hamilton","Cincinnati","Riverside",203181,0.134771840987532,1350023,39.1006763118141,-84.6725638618917,"Riverside",203181
"TWAIN AV & GRACELY DR, Cincinnati, OH, USA","1156632242911568372081","TWAIN AV & GRACELY DR, Cincinnati, OH, USA",39.111886,-84.691397,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park",203392,0.123768029563067,1430028,39.1119045141927,-84.6906375239141,"Sayler Park",203392
"KIBBY LN & GRACELY DR, Cincinnati, OH, USA","1172611972211630678597","KIBBY LN & GRACELY DR, Cincinnati, OH, USA",39.13116,-84.707667,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park",203392,0.147859267062473,1500037,39.1321331496115,-84.7064519684495,"Sayler Park",203392
"ZINN PL & ROCKAWAY AV, Cincinnati, OH, USA","1157585204011577931752","ZINN PL & ROCKAWAY AV, Cincinnati, OH, USA",39.108878,-84.689439,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park",203392,0.134771840987532,1420027,39.1096573915027,-84.6883783167827,"Sayler Park",203392
"RIDGE AV & BROTHERTON RD, Cincinnati, OH, USA","4252723603642532336070","RIDGE AV & BROTHERTON RD, Cincinnati, OH, USA",39.18799,-84.429535,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge",202946,0.112558821596911,270061,39.1861975463565,-84.4285689839155,"Pleasant Ridge",202946
"LINWOOD AV & VAN DYKE AV, Cincinnati, OH, USA","4231616632242316686013","LINWOOD AV & VAN DYKE AV, Cincinnati, OH, USA",39.125947,-84.422449,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0910463672666242,240034,39.1254408425207,-84.421791355414,"Mt. Lookout",274623
"LINWOOD AV & ELLISON AV, Cincinnati, OH, USA","4230932688542312226418","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA",39.133355,-84.434455,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0910463672666242,300038,39.1344537992279,-84.4353466141056,"Hyde Park",201414
"MONTGOMERY RD & GRAND VISTA AV, Cincinnati, OH, USA","4283012689142834277173","MONTGOMERY RD & GRAND VISTA AV, Cincinnati, OH, USA",39.143837,-84.470086,"locality,political","locality","OH","Hamilton","Cincinnati","Evanston",200632,0.10981283075634,450042,39.1434793183571,-84.46923478006,"Evanston",200632
"MORROW ST & MEARS AV, Cincinnati, OH, USA","4693231264046939362144","MORROW ST & MEARS AV, Cincinnati, OH, USA",39.087733,-84.386315,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.106254066420608,80017,39.0871486234614,-84.3856440263767,"Mt. Washington",274624
"CAMPUS LN & BEECHMONT AV, Cincinnati, OH, USA","4702974351647029823159","CAMPUS LN & BEECHMONT AV, Cincinnati, OH, USA",39.091615,-84.387582,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.199989758777541,90019,39.0916515888474,-84.3879032331243,"Mt. Washington",274624
"DEEPWOODS LN & DEEPWOODS LN TERM E OF CUSTER AV, Cincinnati, OH, USA","4555041046445657868403","DEEPWOODS LN & DEEPWOODS LN TERM E OF CUSTER AV, Cincinnati, OH, USA",39.135402,-84.417407,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0695451285180889,220038,39.1344361804646,-84.4172729369498,"Mt. Lookout",274623
"HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA","4233106780542332467896","HERSCHEL AV & HARDISTY AV, Cincinnati, OH, USA",39.130041,-84.422904,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0920029947195865,240036,39.129940844671,-84.4217913553968,"Mt. Lookout",274623
"HERSCHEL AV & LAMBERT PL, Cincinnati, OH, USA","4233046713342330707387","HERSCHEL AV & LAMBERT PL, Cincinnati, OH, USA",39.129535,-84.425891,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0939281676254222,260036,39.1299453364367,-84.4263097744147,"Mt. Lookout",274623
"BEECHMONT AV & ROXBURY ST, Cincinnati, OH, USA","4702936513047029394843","BEECHMONT AV & ROXBURY ST, Cincinnati, OH, USA",39.096207,-84.385962,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.159122564886634,80021,39.0961486250141,-84.3856440263576,"Mt. Washington",274624
"BEECHMONT AV & REDFIELD PL, Cincinnati, OH, USA","4711990786847127787240","BEECHMONT AV & REDFIELD PL, Cincinnati, OH, USA",39.10443,-84.390763,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.136838958870884,100025,39.1051545127659,-84.390162440037,"Mt. Washington",274624
"GRISCHY LN & VANDYKE DR, Cincinnati, OH, USA","4231616632242316456596","GRISCHY LN & VANDYKE DR, Cincinnati, OH, USA",39.127901,-84.4289,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0912118680991289,270035,39.1276975157217,-84.4285689841458,"Mt. Lookout",274623
"PARK AV & LURAY AV, Cincinnati, OH, USA","3714385334137146153657","PARK AV & LURAY AV, Cincinnati, OH, USA",39.132124,-84.48553,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills",204112,0.0666669677285881,520037,39.1322378574396,-84.4850492649229,"Walnut Hills",204112
"READING RD & SECTION RD, Cincinnati, OH, USA","3813468210538136792537","READING RD & SECTION RD, Cincinnati, OH, USA",39.130367,-84.498196,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale",199345,0.113154074017031,580036,39.1299934812124,-84.4986045403433,"Avondale",199345
"LINN ST & DERRICK TURNBOW AV, Cincinnati, OH, USA","3303238120033034331181","LINN ST & DERRICK TURNBOW AV, Cincinnati, OH, USA",39.116627,-84.52715,"locality,political","locality","OH","Hamilton","Cincinnati","West End",276647,0.10578034435729,710030,39.1165002719976,-84.5279743093421,"West End",276647
"DELTA AV & LOOKOUT LN, Cincinnati, OH, USA","4231009701042310407145","DELTA AV & LOOKOUT LN, Cincinnati, OH, USA",39.121952,-84.436011,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.0993627308476626,300032,39.1209537915082,-84.4353466141596,"Columbia-Tusculum",273334
"ELBERON AV & MT ECHO PARK DR, Cincinnati, OH, USA","2892347619128924536019","ELBERON AV & MT ECHO PARK DR, Cincinnati, OH, USA",39.096482,-84.564966,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.136962304028589,870021,39.0962485095686,-84.5641217202046,"East Price Hill",273561
"ERIE AV & MADISON RD, Cincinnati, OH, USA","4075170137240755681304","ERIE AV & MADISON RD, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville",201948,0.168681087045429,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
"BRACHMAN AV & BEECHMONT AV, Cincinnati, OH, USA","4695072135946953161191","BRACHMAN AV & BEECHMONT AV, Cincinnati, OH, USA",39.086292,-84.378554,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.205964521631562,50017,39.0871394683522,-84.378866407262,"Mt. Washington",274624
"VICTORY PKWY & DANA AV, Cincinnati, OH, USA","3687300408537788495985","VICTORY PKWY & DANA AV, Cincinnati, OH, USA",39.138503,-84.454363,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.153962134681609,380040,39.1389686299577,-84.4534202995715,"Hyde Park",201414
"EGGLESTON AV & E PETE ROSE WY, Cincinnati, OH, USA","3351252767533516628003","EGGLESTON AV & E PETE ROSE WY, Cincinnati, OH, USA",39.107155,-84.507773,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.126275329013373,620026,39.1074963395879,-84.5076413917421,"Central Business District",273189
"BEECHMONT AV & BURNEY LN, Cincinnati, OH, USA","5096396974050964290034","BEECHMONT AV & BURNEY LN, Cincinnati, OH, USA",39.081423,-84.374743,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.10433377565408,30014,39.0803831465662,-84.3743479955207,"Mt. Washington",274624
"MAGILL AV & HUTCHINS AV, Cincinnati, OH, USA","3695892271236865353602","MAGILL AV & HUTCHINS AV, Cincinnati, OH, USA",39.144884,-84.48409,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale",199345,0.0725206125423339,520043,39.1457378684751,-84.48504926488,"Avondale",199345
"GRAND AV & W 8TH ST, Cincinnati, OH, USA","2883663939128839609362","GRAND AV & W 8TH ST, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End",276647,0.100943252079673,680024,39.1029993440687,-84.521196669918,"West End",276647
"BEECHMONT AV & WASIGO DR, Cincinnati, OH, USA","4702456639247030366306","BEECHMONT AV & WASIGO DR, Cincinnati, OH, USA",39.100405,-84.389015,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.134881064603253,90023,39.1006515905937,-84.3879032331037,"Mt. Washington",274624
"LEDGEWOOD DR & VICTORY PKWY, Cincinnati, OH, USA","3778849598537893177577","LEDGEWOOD DR & VICTORY PKWY, Cincinnati, OH, USA",39.14668,-84.474305,"locality,political","locality","OH","Hamilton","Cincinnati","Evanston",200632,0.0955004774273466,470043,39.1457319805329,-84.4737532038894,"Evanston",200632
"AUBURN AV & SYCAMORE ST, Cincinnati, OH, USA","3368609352733687903497","AUBURN AV & SYCAMORE ST, Cincinnati, OH, USA",39.127708,-84.508732,"locality,political","locality","OH","Hamilton","Cincinnati","Corryville",200172,0.251098224056966,620035,39.1277463574527,-84.5076413916964,"Corryville",200172
"VINEYARD PL & TUSCULUM AV, Cincinnati, OH, USA","4221108325942219082271","VINEYARD PL & TUSCULUM AV, Cincinnati, OH, USA",39.11593,-84.426615,"locality,political","locality","OH","Hamilton","Cincinnati","Columbia-Tusculum",273334,0.253318571536723,260030,39.1164453295406,-84.4263097744674,"Mt. Lookout",274623
"VINEYARD PL & VINEYARD BLUFF LN, Cincinnati, OH, USA","4221093348542211083259","VINEYARD PL & VINEYARD BLUFF LN, Cincinnati, OH, USA",39.11593,-84.426615,"locality,political","locality","OH","Hamilton","Cincinnati","Columbia-Tusculum",273334,0.253318571536723,260030,39.1164453295406,-84.4263097744674,"Mt. Lookout",274623
"CORRY BLVD & W CORRY ST, Cincinnati, OH, USA","3377545768433779707633","CORRY BLVD & W CORRY ST, Cincinnati, OH, USA",39.208109,-84.549903,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill",200100,0.0978610200248944,810071,39.2087505735487,-84.5505664413921,"College Hill",200100
"W 8TH ST & TRENTON AV, Cincinnati, OH, USA","2495751945424958340199","W 8TH ST & TRENTON AV, Cincinnati, OH, USA",39.106657,-84.579357,"locality,political","locality","OH","Hamilton","Cincinnati","West Price HIll",275981,0.101260355018107,940026,39.107494246672,-84.5799362107732,"West Price HIll",275981
"TWEED AV & LINWOOD AV, Cincinnati, OH, USA","4232312629242325066197","TWEED AV & LINWOOD AV, Cincinnati, OH, USA",39.126994,-84.425493,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.132149065189799,260035,39.1276953352884,-84.4263097744235,"Mt. Lookout",274623
"FORAKER AV & GILBERT AV, Cincinnati, OH, USA","3704670883937049688816","FORAKER AV & GILBERT AV, Cincinnati, OH, USA",39.132791,-84.483834,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills",204112,0.110088296300336,510037,39.1322367671865,-84.4827900525775,"Walnut Hills",204112
"ROSA PARKS ST & E TED BERRY WY, Cincinnati, OH, USA","3327025497533476465416","ROSA PARKS ST & E TED BERRY WY, Cincinnati, OH, USA",39.127959,-84.521222,"locality,political","locality","OH","Hamilton","Cincinnati","CUF",273417,0.0805864016532256,680035,39.1277493664531,-84.5211966698781,"CUF",273417
"AUBURN AV & E MCMILLAN ST, Cincinnati, OH, USA","3378442688733788046849","AUBURN AV & E MCMILLAN ST, Cincinnati, OH, USA",39.127708,-84.508732,"locality,political","locality","OH","Hamilton","Cincinnati","Corryville",200172,0.251098224056966,620035,39.1277463574527,-84.5076413916964,"Corryville",200172
"LINWOOD AV & PRISCILLA LN, Cincinnati, OH, USA","4239820866342304018223","LINWOOD AV & PRISCILLA LN, Cincinnati, OH, USA",39.125947,-84.422449,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout",274623,0.0910463672666242,240034,39.1254408425207,-84.421791355414,"Mt. Lookout",274623
"COLUMBIA PKWY TO E 3RD ST RAMP & MONASTERY ST, Cincinnati, OH, USA","3350592875233510658280","COLUMBIA PKWY TO E 3RD ST RAMP & MONASTERY ST, Cincinnati, OH, USA",39.10843,-84.497644,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Adams",274619,0.106894963225513,580026,39.1074934618371,-84.498604540403,"Mt. Adams",274619
"COLUMBIA PKWY & E 3RD ST, Cincinnati, OH, USA","3359871785133528679652","COLUMBIA PKWY & E 3RD ST, Cincinnati, OH, USA",39.099661,-84.505821,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.11479790120566,610023,39.1007456796175,-84.5053821788555,"Central Business District",273189
"MARION AV & DAKOTA AV, Cincinnati, OH, USA","3686790503836871325480","MARION AV & DAKOTA AV, Cincinnati, OH, USA",39.151312,-84.479702,"locality,political","locality","OH","Hamilton","Cincinnati","North Avondale",274686,0.116533142094676,500045,39.1502356477419,-84.4805308402434,"North Avondale",274686
"LLANFAIR AV & WINTROP AV, Cincinnati, OH, USA","3007595250130082232478","LLANFAIR AV & WINTROP AV, Cincinnati, OH, USA",39.196839,-84.549939,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill",200100,0.134117852334957,810066,39.1975005634322,-84.5505664413936,"College Hill",200100
"W 8TH ST & MT HOPE AV, Cincinnati, OH, USA","2884553930328846019721","W 8TH ST & MT HOPE AV, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End",276647,0.100943252079673,680024,39.1029993440687,-84.521196669918,"West End",276647
"READING RD & SEYMOUR AV, Cincinnati, OH, USA","3812059925138027148482","READING RD & SEYMOUR AV, Cincinnati, OH, USA",39.130367,-84.498196,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale",199345,0.113154074017031,580036,39.1299934812124,-84.4986045403433,"Avondale",199345
"VICTORY PKWY & DANA AV, Cincinnati, OH, USA","3687034419436873004085","VICTORY PKWY & DANA AV, Cincinnati, OH, USA",39.138503,-84.454363,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.153962134681609,380040,39.1389686299577,-84.4534202995715,"Hyde Park",201414
"EGGLESTON AV & SENTINEL ST, Cincinnati, OH, USA","3359483828433502248796","EGGLESTON AV & SENTINEL ST, Cincinnati, OH, USA",39.10246,-84.504419,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.0902369632075168,610024,39.1029956815969,-84.5053821788502,"Central Business District",273189
"HAMILTON AV & ASHTREE DR, Cincinnati, OH, USA","2998485553629988635879","HAMILTON AV & ASHTREE DR, Cincinnati, OH, USA",39.177774,-84.546244,"locality,political","locality","OH","Hamilton","Cincinnati","Northside",274791,0.277612423634023,790057,39.1772508505442,-84.546048014981,"Northside",274791
"VICTORY PKWY & DANA AV, Cincinnati, OH, USA","3687034419436870454777","VICTORY PKWY & DANA AV, Cincinnati, OH, USA",39.138503,-84.454363,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.153962134681609,380040,39.1389686299577,-84.4534202995715,"Hyde Park",201414
"W 8TH ST & CONSIDINE AV, Cincinnati, OH, USA","2882930872128830039455","W 8TH ST & CONSIDINE AV, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End",276647,0.100943252079673,680024,39.1029993440687,-84.521196669918,"West End",276647
"MCNALLY ST & W MCMICKEN AV, Cincinnati, OH, USA","3292152672032931417719","MCNALLY ST & W MCMICKEN AV, Cincinnati, OH, USA",39.128597,-84.531624,"locality,political","locality","OH","Hamilton","Cincinnati","CUF",273417,0.0766065064507899,730035,39.1277506747138,-84.5324927357091,"CUF",273417
"CEDAR AV & LATHROP PL, Cincinnati, OH, USA","2806462292530071282874","CEDAR AV & LATHROP PL, Cincinnati, OH, USA",39.1983,-84.542086,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill",200100,0.198231952675594,770066,39.1975009997395,-84.541529588526,"College Hill",200100
"QUEEN CITY AL & W MCMILLAN ST, Cincinnati, OH, USA","2941659595729419316484","QUEEN CITY AL & W MCMILLAN ST, Cincinnati, OH, USA",39.131605,-84.592801,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood",204284,0.0910463672666242,1000037,39.1322389040742,-84.5934914865717,"Westwood",204284
"PRICE AV & MT HOPE AV, Cincinnati, OH, USA","2884601972128848689681","PRICE AV & MT HOPE AV, Cincinnati, OH, USA",39.106822,-84.56048,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.0915470331980945,850026,39.1074993481424,-84.5596032940297,"East Price Hill",273561
"KENSINGTON PL & MANSION AV, Cincinnati, OH, USA","2882418032628725411010","KENSINGTON PL & MANSION AV, Cincinnati, OH, USA",39.113544,-84.566295,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.122682067773326,880029,39.1142480461181,-84.5663809332631,"East Price Hill",273561
"I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD, Cincinnati, OH, USA","3361025356633610642764","I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD, Cincinnati, OH, USA",39.141134,-84.492947,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale",199345,0.0922999895341483,550041,39.1412408740943,-84.491826902333,"Avondale",199345
"BROADWAY & E 5TH ST, Cincinnati, OH, USA","3358668765933591467746","BROADWAY & E 5TH ST, Cincinnati, OH, USA",39.102361,-84.505034,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.0902369632075168,610024,39.1029956815969,-84.5053821788502,"Central Business District",273189
"ELBERON AV & BASSETT RD, Cincinnati, OH, USA","2882065763628821878792","ELBERON AV & BASSETT RD, Cincinnati, OH, USA",39.096482,-84.564966,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.136962304028589,870021,39.0962485095686,-84.5641217202046,"East Price Hill",273561
"RACE ST & W ONEIDIA AL, Cincinnati, OH, USA","3316640840733166658275","RACE ST & W ONEIDIA AL, Cincinnati, OH, USA",39.109203,-84.516674,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.196820790824469,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
"HONING AL & VINE ST, Cincinnati, OH, USA","3317342713733273696988","HONING AL & VINE ST, Cincinnati, OH, USA",39.191702,-84.482892,"locality,political","locality","OH","Hamilton","Cincinnati","Carthage",199885,0.120587423950508,510063,39.190736814366,-84.4827900523868,"Carthage",199885
