"address_x","lat","long","age","community_council_neighborhood","cpd_neighborhood","crashdate","crashlocation","crashseverity","crashseverityid","datecrashreported","dayofweek","gender","injuries","instanceid","lightconditionsprimary","localreportno","mannerofcrash","roadconditionsprimary","roadcontour","roadsurface","sna_neighborhood","typeofperson","weather","zip","injury_type_num","cost","dist","cell_id","lat_cell","long_cell","hood","hood_id"
"2XX LUDLOW AV",39.144056,-84.520148,"31-40","CLIFTON","CLIFTON","06/25/2017 08:40:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"06/25/2017 08:45:00 PM +0000","SUN","F - FEMALE","2 - POSSIBLE","BC808F87-9DF4-492E-818A-68A7E8A304C0","1 - DAYLIGHT","175009522","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","CLIFTON","P - PEDESTRIAN","1 - CLEAR","45220",2,1.103,0.110495035795511,680042,39.1434993806495,-84.5211966698527,"Clifton",200052
"13XX WALNUT ST",39.110093,-84.514117,"51-60","N/A","N/A","02/27/2015 05:03:46 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"02/27/2015 06:10:46 PM +0000","FRI","M - MALE","2 - POSSIBLE","9C8DC8EE-E11F-48AE-B6E0-9DD1F29172B6","1 - DAYLIGHT","155002760","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","03 - SNOW","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","45202",2,1.103,0.19256559898794,650027,39.1097480420928,-84.5144190306774,"Over-The-Rhine",202750
"27XX CENTRAL PY",39.1327,-84.530686,"18-25","N/A","N/A","10/31/2014 07:22:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"10/31/2014 07:22:00 AM +0000","FRI","F - FEMALE","2 - POSSIBLE","A501542F-7E31-4BA1-9915-AA10BF1BE8B7","2 - DAWN","145010937","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45225",2,1.103,0.133180656981336,720037,39.1322505043761,-84.5302335225069,"CUF",273417
"36XX PRESIDENT",39.151307,-84.560674,"26-30","VILLAGES AT ROLL HILL","FAY APARTMENTS","07/01/2013 11:00:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"07/01/2013 11:01:00 PM +0000","MON","F - FEMALE","3 - NON-INCAPACITATING","8AE5BB8D-4832-4B79-B030-750DF86978B6","4 - DARK - LIGHTED ROADWAY","135008012","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","VILLAGES AT ROLL HILL","P - PEDESTRIAN","4 - RAIN","45225",3,0.304,0.160721824069815,850045,39.1502493867191,-84.5596032940437,"East Westwood",273574
"14XX VINE ST",39.110351,-84.516097,"41-50","N/A","N/A","07/27/2016 12:25:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"07/27/2016 12:26:00 PM +0000","WED","M - MALE","2 - POSSIBLE","175FD50D-1F20-478A-9853-C892BD99451C","1 - DAYLIGHT","165011797","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45202",2,1.103,0.0948555443639749,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
"46XX MARBURG AV",39.161371,-84.425371,"61-70","N/A","N/A","12/16/2017 06:35:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"12/16/2017 06:35:00 PM +0000","SAT","F - FEMALE","2 - POSSIBLE","200407AD-10F8-4407-AE41-A7AB96B53783","4 - DARK - LIGHTED ROADWAY","175019182","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45209",2,1.103,0.10154915799472,260050,39.1614453524667,-84.4263097742917,"Oakley",202657
"1XX E RONALD REAGAN HW",39.208251,-84.47851,"51-60","N/A","N/A","11/22/2014 08:19:00 AM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"11/22/2014 08:19:00 AM +0000","SAT","M - MALE","4 - INCAPACITATING","5D2B1E9C-ACA8-467E-B7C8-3AB34D48F823","2 - DAWN","145012060","6 - ANGLE","04 - ICE","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45216",4,0.141,0.103409520858502,490070,39.2064845144153,-84.4782716278505,"Carthage",199885
"35XX CLIFTON AV",39.144857,-84.518851,"61-70","CLIFTON","CLIFTON","11/30/2017 06:50:00 PM +0000","03 - T-INTERSECTION","3 - PROPERTY DAMAGE ONLY (PDO)",3,"11/30/2017 07:01:00 PM +0000","THU","F - FEMALE","1 - NO INJURY / NONE REPORTED","BF538D4D-2BF2-4083-812D-1DC943848565","4 - DARK - LIGHTED ROADWAY","175018647","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","CLIFTON","P - PEDESTRIAN","1 - CLEAR","45220",1,10.082,0.131548250629445,670043,39.145748990145,-84.518937456741,"Clifton",200052
"55XX MADISON",39.161445,-84.398056,"51-60","N/A","N/A","11/04/2013 05:54:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"11/04/2013 05:56:00 PM +0000","MON","M - MALE","4 - INCAPACITATING","4AFA496D-D47D-4A38-BBC6-74DD48919D68","6 - DARK – UNKNOWN ROADWAY LIGHTING","135011702","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45227",4,0.141,0.190571531629185,130050,39.1614130305641,-84.396940061811,"Madisonville",201948
"37XX MARBURG AV",39.142828,-84.422442,"UNDER 18","N/A","N/A","03/05/2013 03:25:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"03/05/2013 03:25:00 PM +0000","TUE","M - MALE","3 - NON-INCAPACITATING","61F1B1C8-AEFE-4A92-8D88-93AC067D95E6","1 - DAYLIGHT","135002799","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","4 - RAIN","45209",3,0.304,0.0963800825203916,240042,39.143440851112,-84.4217913553453,"Hyde Park",201414
"16XX SYCAMORE ST",39.113656,-84.510847,"41-50","N/A","N/A","06/28/2016 05:23:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"06/28/2016 05:23:00 PM +0000","TUE","M - MALE","2 - POSSIBLE","3BF0C143-75BD-4301-AC10-6BE45C54EF66","1 - DAYLIGHT","165010060","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45202",2,1.103,0.122304592663687,630029,39.1142469560116,-84.5099006046706,"Mt. Auburn",274621
"38XX DUNLOE",39.183716,-84.405557,"18-25","KENNEDY HEIGHTS","KENNEDY  HEIGHTS","09/02/2013 10:50:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"09/02/2013 10:54:00 PM +0000","MON","F - FEMALE","2 - POSSIBLE","E00C5DEA-E9C3-4035-A46A-C460F21C4F02","4 - DARK - LIGHTED ROADWAY","135009855","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","KENNEDY HEIGHTS","P - PEDESTRIAN","1 - CLEAR","45213",2,1.103,0.192976373407395,170060,39.1839237688097,-84.4059768934296,"Kennedy Heights",201559
"2XX W KING DR",39.134641,-84.514441,"18-25","CORRYVILLE - HEIGHTS","CLIFTON/UNIVERSITY HEIGHTS","02/21/2017 05:50:00 PM +0000","03 - T-INTERSECTION","2 - INJURY",2,"02/21/2017 09:00:00 PM +0000","TUE","F - FEMALE","2 - POSSIBLE","F7DB87F9-AFE2-49E3-B00F-F58B905DBDBD","1 - DAYLIGHT","175002545","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","CUF","P - PEDESTRIAN","4 - RAIN","45221",2,1.103,0.121870794817245,650038,39.1344980642168,-84.5144190306294,"CUF",273417
"37XX READING RD",39.152265,-84.486153,"51-60","N/A","N/A","11/06/2014 03:51:20 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"11/06/2014 03:52:21 PM +0000","THU","M - MALE","3 - NON-INCAPACITATING","EE0787A1-4440-42BA-89BD-E66FCAC693BA","1 - DAYLIGHT","145011337","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45229",3,0.304,0.111914086109712,520046,39.1524878739835,-84.4850492648585,"North Avondale",274686
"8XX BROADWAY ST",39.106256,-84.508006,"31-40","N/A","N/A","02/26/2013 03:35:43 PM +0000","03 - T-INTERSECTION","3 - PROPERTY DAMAGE ONLY (PDO)",3,"02/26/2013 05:24:46 PM +0000","TUE","M - MALE","1 - NO INJURY / NONE REPORTED","5F582445-449A-484B-A68E-ABE526096056","1 - DAYLIGHT","135002488","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","4 - RAIN","45202",1,10.082,0.131526262057346,620025,39.1052463375992,-84.5076413917472,"Central Business District",273189
"36XX READING",39.148901,-84.487839,"41-50","AVONDALE - NORTH AVONDALE","NORTH AVONDALE","12/20/2012 01:18:00 PM +0000","03 - T-INTERSECTION","2 - INJURY",2,"12/20/2012 01:18:00 PM +0000","THU","M - MALE","4 - INCAPACITATING","FF3D7162-A311-4AC4-BFB2-386B34614896","1 - DAYLIGHT","125000648","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","AVONDALE","P - PEDESTRIAN","4 - RAIN","45229",4,0.141,0.130938360477612,530044,39.1479889170744,-84.4873084772881,"North Avondale",274686
"33XX WOODBURN AV",39.137919,-84.475688,"18-25","N/A","N/A","02/04/2018 10:45:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"02/04/2018 10:47:00 AM +0000","SUN","M - MALE","4 - INCAPACITATING","799968A5-E778-4641-B7F4-98BFF133A3C8","1 - DAYLIGHT","185001724","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45207",4,0.141,0.166042223580147,480040,39.1389832400613,-84.476012415957,"Evanston",200632
"10XX BROADWAY",39.106028,-84.506848,"61-70","N/A","N/A","09/30/2013 11:35:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"09/30/2013 11:45:00 PM +0000","MON","M - MALE","2 - POSSIBLE","0B7F4E42-FDF0-4567-BDEF-BF0CD042ED79","4 - DARK - LIGHTED ROADWAY","135010678","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","45202",2,1.103,0.131526262057346,620025,39.1052463375992,-84.5076413917472,"Central Business District",273189
"73XX LEBANON ST",39.195546,-84.476954,"41-50","CARTHAGE","CARTHAGE","08/12/2015 02:10:00 PM +0000","01 - NOT AN INTERSECTION","3 - PROPERTY DAMAGE ONLY (PDO)",3,"08/14/2015 09:30:00 AM +0000","WED","M - MALE","1 - NO INJURY / NONE REPORTED","F39D0131-EE35-4322-B2F1-E5D51AA5D48F","1 - DAYLIGHT","155011311","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","CARTHAGE","P - PEDESTRIAN","1 - CLEAR","45216",1,10.082,0.155352570381369,480065,39.1952332839507,-84.4760124157615,"Carthage",199885
"40XX W 8TH ST",39.107366,-84.584267,"UNDER 18","WEST PRICE HILL","WEST PRICE HILL","09/04/2013 06:59:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"09/04/2013 06:59:00 AM +0000","WED","F - FEMALE","3 - NON-INCAPACITATING","40D46FB4-4E0B-49DA-988E-673644578FB2","1 - DAYLIGHT","135009882","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","1 - CONCRETE","WEST PRICE HILL","P - PEDESTRIAN","1 - CLEAR","45205",3,0.304,0.123577526446239,960026,39.1074926333868,-84.5844546362499,"West Price HIll",275981
"10XX MAIN ST",39.106829,-84.511229,"18-25","N/A","N/A","03/20/2014 09:20:00 AM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"03/20/2014 09:30:00 AM +0000","THU","F - FEMALE","2 - POSSIBLE","BDBC4029-2229-4A09-A840-D8C0A78660DA","1 - DAYLIGHT","145002207","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45202",2,1.103,0.12834321608616,640026,39.1074975168496,-84.512159817666,"Over-The-Rhine",202750
"17XX CARLL ST",39.135619,-84.554508,"UNDER 18","NORTH FAIRMOUNT","NORTH FAIRMOUNT","08/10/2013 07:53:49 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"08/10/2013 08:00:54 PM +0000","SAT","M - MALE","2 - POSSIBLE","1697ACEC-F844-40D4-83CA-02E3829F171D","1 - DAYLIGHT","135009247","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","NORTH FAIRMOUNT","P - PEDESTRIAN","1 - CLEAR","45225",2,1.103,0.182361326610177,830038,39.134500026702,-84.5550848677564,"North Fairmount",274707
"44XX COLERAIN",39.165607,-84.553311,"UNDER 18","NORTHSIDE","NORTHSIDE","05/29/2014 04:53:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"05/29/2014 04:55:00 PM +0000","THU","F - FEMALE","3 - NON-INCAPACITATING","D48D162F-B87B-43B4-85AA-B059C3D06C9E","1 - DAYLIGHT","145004083","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","MT. AIRY","P - PEDESTRIAN","2 - CLOUDY","45223",3,0.304,0.0630100271976683,820052,39.1660003168988,-84.5528256545863,"Northside",274791
"3XX LUDLOW AV",39.143841,-84.521418,"18-25","N/A","N/A","04/26/2017 07:48:00 AM +0000","03 - T-INTERSECTION","2 - INJURY",2,"04/26/2017 07:59:00 AM +0000","WED","F - FEMALE","3 - NON-INCAPACITATING","E680A38F-0DAC-4A63-BCEA-A5ACF10D155C","1 - DAYLIGHT","175006031","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45220",3,0.304,0.110495035795511,680042,39.1434993806495,-84.5211966698527,"Clifton",200052
"81XX DALY RD",39.216101,-84.531138,"31-40","COLLEGE HILL","COLLEGE  HILL","12/09/2017 07:09:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"12/09/2017 07:10:00 PM +0000","SAT","M - MALE","3 - NON-INCAPACITATING","E2BDCA54-4F28-4DDF-ACDD-649F95E0360E","4 - DARK - LIGHTED ROADWAY","175018820","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","03 - SNOW","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","COLLEGE HILL","P - PEDESTRIAN","6 - SNOW","45224",3,0.304,0.141585402020321,730074,39.2155007541559,-84.5324927356171,"College Hill",200100
"35XX KELLOGG AV",39.114496,-84.440281,"UNDER 18","COLUMBIA TUSCULUM - EAST END","EAST  END","04/23/2014 05:07:00 PM +0000","03 - T-INTERSECTION","2 - INJURY",2,"04/23/2014 05:07:00 PM +0000","WED","M - MALE","3 - NON-INCAPACITATING","EDA6CBCC-79A7-4FDB-B69E-8FA6BD0E4FCB","1 - DAYLIGHT","145003076","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","EAST END","P - PEDESTRIAN","1 - CLEAR","45226",3,0.304,0.0903705650708101,320029,39.114207755642,-84.4398650348332,"East End",273544
"33XX JEFFERSON AV",39.141601,-84.515533,"UNDER 18","N/A","N/A","04/20/2017 08:00:01 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"04/20/2017 08:00:04 PM +0000","THU","M - MALE","3 - NON-INCAPACITATING","8A5EB8EF-F608-4013-AF80-70923BDBBD23","1 - DAYLIGHT","175005731","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","2 - CLOUDY","45220",3,0.304,0.111355137055013,650041,39.1412480702347,-84.5144190306163,"CUF",273417
"34XX MADISON RD",39.159059,-84.422611,"51-60","N/A","N/A","09/24/2015 08:34:56 AM +0000","03 - T-INTERSECTION","2 - INJURY",2,"09/24/2015 08:34:59 AM +0000","THU","M - MALE","3 - NON-INCAPACITATING","73DC0158-6120-45C2-864C-16054141C046","1 - DAYLIGHT","155013721","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","45209",3,0.304,0.149805006928005,240049,39.1591908586081,-84.4217913552852,"Oakley",202657
"26XX QUEEN CITY",39.130804,-84.59234,"UNDER 18","N/A","N/A","03/07/2014 07:25:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"03/07/2014 07:28:00 AM +0000","FRI","F - FEMALE","2 - POSSIBLE","99176623-88FB-436D-B37C-4CCF5FAA387B","1 - DAYLIGHT","145001866","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","45238",2,1.103,0.106237204047575,990036,39.1299899052323,-84.591232274088,"Westwood",204284
"I7X EX",39.127915,-84.533966,"18-25","N/A","N/A","12/08/2013 01:58:04 AM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"12/08/2013 01:59:13 AM +0000","SUN","M - MALE","4 - INCAPACITATING","1040F4AD-927F-47D1-ABE0-42CA9D40D11D","4 - DARK - LIGHTED ROADWAY","135012661","2 - REAR-END","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","2 - CLOUDY","45225",4,0.141,0.110302919683278,740035,39.1277508055398,-84.5347519489158,"Camp Washington",199841
"12XX WALNUT ST",39.109491,-84.51276,"41-50","N/A","N/A","03/04/2013 02:45:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"03/04/2013 02:45:00 PM +0000","MON","M - MALE","4 - INCAPACITATING","13124F0C-4999-40FF-8067-15174F2A34F4","1 - DAYLIGHT","135002755","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45202",4,0.141,0.100690357949897,640027,39.1097475188569,-84.5121598176614,"Over-The-Rhine",202750
"1XX W 2ND ST",39.102515,-84.505485,"18-25","DOWNTOWN","C. B. D. / RIVERFRONT","09/12/2018 05:34:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"09/12/2018 05:36:00 PM +0000","WED","F - FEMALE","3 - NON-INCAPACITATING","6CDB23D8-1106-4E0D-93E4-9ABA95BCC0CC","1 - DAYLIGHT","185012866","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","DOWNTOWN","P - PEDESTRIAN","1 - CLEAR","45202",3,0.304,0.2033985383061,610024,39.1029956815969,-84.5053821788502,"Central Business District",273189
"48XX READING RD",39.13433,-84.51801,"61-70","CORRYVILLE - HEIGHTS","CLIFTON/UNIVERSITY HEIGHTS","02/19/2013 12:58:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"02/19/2013 01:20:00 PM +0000","TUE","F - FEMALE","3 - NON-INCAPACITATING","8D6FE3FE-C07D-47FD-94E5-DB0475D3F0F8","1 - DAYLIGHT","135002183","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","CUF","P - PEDESTRIAN","2 - CLOUDY","45237",3,0.304,0.101414182721468,670038,39.1344989800444,-84.5189374567604,"CUF",273417
"23XX READING RD",39.123721,-84.500865,"UNDER 18","N/A","N/A","12/13/2016 07:56:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"12/13/2016 07:58:00 AM +0000","TUE","M - MALE","2 - POSSIBLE","43DED127-7245-4B40-9C1A-584CDE933E06","2 - DAWN","165020761","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","6 - SNOW","45206",2,1.103,0.0999124656149406,590033,39.1232442603385,-84.5008637531269,"Walnut Hills",204112
"27XX MCKINLEY AV",39.143651,-84.591403,"UNDER 18","N/A","N/A","10/31/2014 09:55:00 PM +0000","03 - T-INTERSECTION","2 - INJURY",2,"10/31/2014 09:56:00 PM +0000","FRI","M - MALE","4 - INCAPACITATING","AE9B18DC-F22C-4BB6-A6D3-FEF40CE88AC5","4 - DARK - LIGHTED ROADWAY","145011031","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","4 - RAIN","45211",4,0.141,0.194558614049732,990042,39.1434899164726,-84.5912322741113,"Westwood",204284
"8XX MAIN ST",39.105455,-84.510129,"31-40","N/A","N/A","12/12/2017 07:22:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"12/12/2017 07:29:00 PM +0000","TUE","M - MALE","4 - INCAPACITATING","4E24E327-5469-4397-91FB-6BC1C9C80EA2","4 - DARK - LIGHTED ROADWAY","175018971","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","2 - CLOUDY","45202",4,0.141,0.212349218642573,630025,39.1052469480212,-84.50990060469,"Central Business District",273189
"8XX DUTCH COLONY DR",39.190919,-84.51884,"UNDER 18","N/A","N/A","09/20/2014 01:18:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"09/20/2014 01:18:00 PM +0000","SAT","M - MALE","2 - POSSIBLE","0F7B0AA4-7D5E-449C-9B8F-D6B87CEC1243","1 - DAYLIGHT","145008934","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45232",2,1.103,0.10273512927747,670063,39.1907490303561,-84.5189374566634,"Winton Hills",276110
"16XX CEDAR AV",39.197927,-84.547134,"26-30","COLLEGE HILL","COLLEGE  HILL","10/13/2017 10:05:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"10/13/2017 12:00:00 PM +0000","FRI","M - MALE","2 - POSSIBLE","364326BB-30EB-4ED4-9C46-562C191D873E","1 - DAYLIGHT","175015524","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","COLLEGE HILL","P - PEDESTRIAN","1 - CLEAR","45224",2,1.103,0.191043181531487,790066,39.1975008688472,-84.5460480149738,"College Hill",200100
"XX E 5TH ST",39.10069,-84.511477,"51-60","N/A","N/A","03/23/2015 05:38:52 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"03/23/2015 05:43:53 PM +0000","MON","M - MALE","2 - POSSIBLE","B2DD9DCE-6B21-4146-A053-09F5EB26C00E","1 - DAYLIGHT","155003992","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45202",2,1.103,0.129375284706794,640023,39.1007475108233,-84.5121598176799,"Central Business District",273189
"70XX VINE ST",39.193816,-84.481249,"UNDER 18","N/A","N/A","11/03/2017 04:49:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"11/03/2017 04:50:00 PM +0000","FRI","M - MALE","3 - NON-INCAPACITATING","743B3FAE-C5DA-4DD6-930B-342DF04D66C0","1 - DAYLIGHT","175016882","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45216",3,0.304,0.152364642678068,500064,39.1929856818111,-84.4805308401008,"Carthage",199885
"2XX MAIN ST",39.098602,-84.508136,"51-60","N/A","N/A","07/06/2018 10:00:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"07/06/2018 10:00:00 PM +0000","FRI","F - FEMALE","4 - INCAPACITATING","E2B3C451-8D34-4578-A77E-33FC87D470A7","4 - DARK - LIGHTED ROADWAY","185009421","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","45202",4,0.141,0.114972293245951,620022,39.0984963316286,-84.5076413917624,"Central Business District",273189
