"requestid","requesttyp","requestdat","comments","usertype","near_inter","near_str","strsegid","additional_comments","sna_name","srvy_address","geo_address","lat","long","geo_address_type","geo_accuracy","State","County","City","Name","RegionID","dist","cell_id","lat_cell","long_cell","hood","hood_id"
69,"Vehicles do not yield at crosswalks","07/02/2018","Signed and painted crosswalk on both sides of the esplanade are very dangerous. Drivers do not stop or even slow for pedestrians. Occasionally they will sound their horns and/or speed up.","walks","DRAKEWOOD DR & MARKBREIT AV","Madison Rd","4250099501942503365232","lower the speed limit sooner on the approach to the square?","Oakley","DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA","DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA",39.150776,-84.43339,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.149951028698814,290045,39.1502017582705,-84.4330874039134,"Oakley",202657
69,"Vehicles do not yield at crosswalks","07/02/2018","Signed and painted crosswalk on both sides of the esplanade are very dangerous. Drivers do not stop or even slow for pedestrians. Occasionally they will sound their horns and/or speed up.","walks","DRAKEWOOD DR & MARKBREIT AV","Madison Rd","4250099501942503365232","Pedestrians are not safe at this crossing.  Cars barrel down Madison at or over the speed limit.   Find a way to make it safer for pedestrians:  a middle barrier which would protect pedestrian?  more lighted signage with bold coloring?","Oakley","DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA","DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA",39.150776,-84.43339,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.149951028698814,290045,39.1502017582705,-84.4330874039134,"Oakley",202657
69,"Vehicles do not yield at crosswalks","07/02/2018","Signed and painted crosswalk on both sides of the esplanade are very dangerous. Drivers do not stop or even slow for pedestrians. Occasionally they will sound their horns and/or speed up.","walks","DRAKEWOOD DR & MARKBREIT AV","Madison Rd","4250099501942503365232","agree","Oakley","DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA","DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA",39.150776,-84.43339,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.149951028698814,290045,39.1502017582705,-84.4330874039134,"Oakley",202657
7284,"Vehicles do not yield at crosswalks","15/03/2018","crossing Burnett to Albert Sabin way, is treacherous as you have to constantly watch for cars turning or speeding through the intersection even when you have the walk sign.","walks","GAINSVIEW RD & HARRISON AV","WOOSTER PIKE","4744654259347448282653","","Avondale","GAINSVIEW RD & HARRISON AV, Cincinnati, OH, USA","GAINSVIEW RD & HARRISON AV, Cincinnati, OH, USA",39.123374,-84.53793,"locality,political","locality","OH","Hamilton","Cincinnati","West End","276647",0.201663042499957,750033,39.1232508886442,-84.5370111621333,"West End",276647
7297,"Vehicles do not yield at crosswalks","15/03/2018","I have an occurrence that car also hit me in crosswalk .   car did not slow for right turn to albert sabin.","walks","GAINSVIEW RD & WEST RD","WOOSTER PIKE","4744828265347453742711","","Avondale","GAINSVIEW RD & WEST RD, Cincinnati, OH, USA","GAINSVIEW RD & WEST RD, Cincinnati, OH, USA",39.166759,-84.53822,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.17153404712956,760052,39.1660009712116,-84.5392703753207,"Northside",274791
9271,"Vehicles do not yield at crosswalks","28/03/2018","Many times crossing here, one side of traffic will stop and other direction blows right past people in the crosswalk! Dangerous area Harvey has 2 crosswalks happens at both of them.","walks","BRIDGETOWN RD & EL VISTA DR","LEATH AV","2424908700024249307215","I cross daily here. Cars are always speeding and do not yield to pedestrians in the cross walk. I've even seen them go around the Police in the morning when they are attempting to stop the traffic to let us walk across.","Avondale","BRIDGETOWN RD & EL VISTA DR, Cincinnati, OH, USA","BRIDGETOWN RD & EL VISTA DR, Cincinnati, OH, USA",39.164653,-84.545037,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.0939281676254222,790051,39.1637508383073,-84.5460480149858,"Northside",274791
301,"Lack of Visibility","07/02/2018","Speeding cars off the highway and busses and lighting make this crosswalk a danger.  The crosswalk does not have enough motorist awareness.","walks","W ONEIDIA AL & W ONEIDIA AL TERM W OF RACE ST","W 7th St","3316211819833166658275","I would agree and also note that on 7th Street and throughout downtown there seems to be more auto capacity than necessary. A road diet could help a lot, and narrower lanes would help slow down motorists.","Downtown","W ONEIDIA AL & W ONEIDIA AL TERM W OF RACE ST, Cincinnati, OH, USA","W ONEIDIA AL & W ONEIDIA AL TERM W OF RACE ST, Cincinnati, OH, USA",39.10406,-84.513713,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.010779456467024,650024,39.1029980360431,-84.5144190306905,"Central Business District",273189
301,"Lack of Visibility","07/02/2018","Speeding cars off the highway and busses and lighting make this crosswalk a danger.  The crosswalk does not have enough motorist awareness.","walks","W ONEIDIA AL & W ONEIDIA AL TERM W OF RACE ST","W 7th St","3316211819833166658275","Cars just don't stop for this crosswalk, even when Peds are standing on the edges of it to attempt to get their attention.  Witness to many near misses as a resident there.","Downtown","W ONEIDIA AL & W ONEIDIA AL TERM W OF RACE ST, Cincinnati, OH, USA","W ONEIDIA AL & W ONEIDIA AL TERM W OF RACE ST, Cincinnati, OH, USA",39.10406,-84.513713,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.010779456467024,650024,39.1029980360431,-84.5144190306905,"Central Business District",273189
425,"Lack of Visibility","07/02/2018","cant see who is coming around the bend and cant see around the bend when coming down the hill","drives","I-71 SB EXWY & READING RD","Reading Rd","3370783520633610253566","","Walnut Hills","I-71 SB EXWY & READING RD, Cincinnati, OH, USA","I-71 SB EXWY & READING RD, Cincinnati, OH, USA",39.141881,-84.492487,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale","199345",0.108421901403887,550041,39.1412408740943,-84.491826902333,"Avondale",199345
1403,"No Sidewalks","09/02/2018","There are sharp curves, speeding traffic and no where for people on foot or bike to safely travel this stretch of road.","travels (other)","APPLE HILL RD & KELLOGG AV","Kellogg Av","4182263524741832526401","","California","APPLE HILL RD & KELLOGG AV, Cincinnati, OH, USA","APPLE HILL RD & KELLOGG AV, Cincinnati, OH, USA",39.094674,-84.428643,"locality,political","locality","OH","Hamilton","Cincinnati","East End","273544",0.128181643520917,270020,39.0939474979102,-84.4285689842787,"East End",273544
1407,"No Sidewalks","09/02/2018","Commuters using the Metro walk dangerously close to the street in grass and mud (and sometimes in the street) because of lack of sidewalks.","travels (other)","PENNSYLVANIA AV & PENNSYLVANIA AV TERM SE OF WINTER ST","Wooster Rd","4575795361545759653816","","Linwood","PENNSYLVANIA AV & PENNSYLVANIA AV TERM SE OF WINTER ST, Cincinnati, OH, USA","PENNSYLVANIA AV & PENNSYLVANIA AV TERM SE OF WINTER ST, Cincinnati, OH, USA",39.120731,-84.411793,"locality,political","locality","OH","Hamilton","Cincinnati","Linwood","201803",0.146114646862179,200032,39.1209313341475,-84.4127545191782,"Linwood",201803
3543,"No Sidewalks","20/02/2018","Need sidewalks for walkers to Sands Montessori","drives","COFFEY ST & SUSSEX AV","Sussex Av","4704883414047049895014","","Mt. Washington","COFFEY ST & SUSSEX AV, Cincinnati, OH, USA","COFFEY ST & SUSSEX AV, Cincinnati, OH, USA",39.096693,-84.382176,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.0483446537881733,60021,39.0961425648052,-84.3811256134216,"Mt. Washington",274624
395,"No Sidewalks","07/02/2018","Mt. Washington is very walkable, but Glade Avenue needs sidewalks (and improvement)!","walks","GLADE AV & MAYLAND DR","Glade Av","4692830916146934659087","I agree","Mt. Washington","GLADE AV & MAYLAND DR, Cincinnati, OH, USA","GLADE AV & MAYLAND DR, Cincinnati, OH, USA",39.081058,-84.394537,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.0543016551278427,120014,39.0804102181971,-84.3946808545465,"Mt. Washington",274624
395,"No Sidewalks","07/02/2018","Mt. Washington is very walkable, but Glade Avenue needs sidewalks (and improvement)!","walks","GLADE AV & MAYLAND DR","Glade Av","4692830916146934659087","Glade needs sidewalks and to be an ~improved~ street.  The water issues are bad, too.","Mt. Washington","GLADE AV & MAYLAND DR, Cincinnati, OH, USA","GLADE AV & MAYLAND DR, Cincinnati, OH, USA",39.081058,-84.394537,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.0543016551278427,120014,39.0804102181971,-84.3946808545465,"Mt. Washington",274624
395,"No Sidewalks","07/02/2018","Mt. Washington is very walkable, but Glade Avenue needs sidewalks (and improvement)!","walks","GLADE AV & MAYLAND DR","Glade Av","4692830916146934659087","I agree!","Mt. Washington","GLADE AV & MAYLAND DR, Cincinnati, OH, USA","GLADE AV & MAYLAND DR, Cincinnati, OH, USA",39.081058,-84.394537,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.0543016551278427,120014,39.0804102181971,-84.3946808545465,"Mt. Washington",274624
1063,"No Bike Facilities","08/02/2018","This is a single lane street but people drive down 2 cars wide. It needs clear identification and bike lanes before something bad happens","bikes","BURCH AV & OBSERVATORY AV","Observatory Av","4075851036940762020344","I agree","Hyde Park","BURCH AV & OBSERVATORY AV, Cincinnati, OH, USA","BURCH AV & OBSERVATORY AV, Cincinnati, OH, USA",39.14498,-84.446666,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.112509129333859,350042,39.1434633993688,-84.4466426666118,"Hyde Park",201414
1063,"No Bike Facilities","08/02/2018","This is a single lane street but people drive down 2 cars wide. It needs clear identification and bike lanes before something bad happens","bikes","BURCH AV & OBSERVATORY AV","Observatory Av","4075851036940762020344","I agree. The 1 lane? or 2 lane? problem here is ridiculous.","Hyde Park","BURCH AV & OBSERVATORY AV, Cincinnati, OH, USA","BURCH AV & OBSERVATORY AV, Cincinnati, OH, USA",39.14498,-84.446666,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.112509129333859,350042,39.1434633993688,-84.4466426666118,"Hyde Park",201414
44,"No Bike Facilities","07/02/2018","Many folks run the light at this intersection and speed making it dangerous to ride a bike in this stretch.  I live down the street and would like to ride my bike to work, but I refrain from doing so because of this danger.","bikes","EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD","W Galbraith Rd","3624136930836262638322","","Hartwell","EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD, Cincinnati, OH, USA","EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD, Cincinnati, OH, USA",39.21396,-84.484534,"locality,political","locality","OH","Hamilton","Cincinnati","Hartwell","201193",0.105627113466224,520073,39.213237923277,-84.4850492646652,"Hartwell",201193
10673,"Parking on the sidewalk","06/04/2018","People park in the bike lane all along this stretch of road.","bikes","WATCH POINTE DR & CEDAR PT","PERSHING AV","3995547498339960734928","","Spring Grove Village","WATCH POINTE DR & CEDAR PT, Cincinnati, OH, USA","WATCH POINTE DR & CEDAR PT, Cincinnati, OH, USA",39.1983,-84.542086,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill","200100",0.108541096587944,770066,39.1975009997395,-84.541529588526,"College Hill",200100
1111,"Parking on the sidewalk","08/02/2018","Cars constantly parking in the right-of-way on Plymouth Avenue at Creamy Whip.  Makes it very hard for people to walk to adjacent residential developments","walks","EPPERT WALK & PLYMOUTH AV","Plymouth Av","4702795353947029743516","","Mt. Washington","EPPERT WALK & PLYMOUTH AV, Cincinnati, OH, USA","EPPERT WALK & PLYMOUTH AV, Cincinnati, OH, USA",39.092593,-84.387608,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.113034443464815,90019,39.0916515888474,-84.3879032331243,"Mt. Washington",274624
1187,"Parking on the sidewalk","08/02/2018","Taxicabs constantly parked on the sidewalk on Relleum at Glenway Avenue.  The taxi office is in that building, but they should not be on the sidewalk.","walks","RELLEUM AV & GLENWAY AV","Relleum Av","2410774474224127984640","I agree.","West Price Hill","RELLEUM AV & GLENWAY AV, Cincinnati, OH, USA","RELLEUM AV & GLENWAY AV, Cincinnati, OH, USA",39.119578,-84.606991,"locality,political","locality","OH","Hamilton","Cincinnati","West Price HIll","275981",0.0613319719991268,1060031,39.1187319595788,-84.607046759941,"West Price HIll",275981
182,"Parking on the sidewalk","07/02/2018","","walks","WARD ST & CHANDLER ST","Ward St","4762205919447622279379","","Madisonville","WARD ST & CHANDLER ST, Cincinnati, OH, USA","WARD ST & CHANDLER ST, Cincinnati, OH, USA",39.161484,-84.391748,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.112509129333859,110050,39.1614074036764,-84.3924216470208,"Madisonville",201948
355,"Parking on the sidewalk","07/02/2018","","walks","ZINN PL & ROCKAWAY AV","Revere Av","1157585204011577931752","","Sayler Park","ZINN PL & ROCKAWAY AV, Cincinnati, OH, USA","ZINN PL & ROCKAWAY AV, Cincinnati, OH, USA",39.108878,-84.689439,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park","203392",0.0586526088777838,1420027,39.1096573915027,-84.6883783167827,"Sayler Park",203392
409,"Parking on the sidewalk","07/02/2018","Cars at 5555 and 5565 park on sidewalk","walks","HANOVER CIR & HANOVER CIR TERM S OF REDFIELD PL","Beechmont Av","4711990786847127787240","","Mt. Washington","HANOVER CIR & HANOVER CIR TERM S OF REDFIELD PL, Cincinnati, OH, USA","HANOVER CIR & HANOVER CIR TERM S OF REDFIELD PL, Cincinnati, OH, USA",39.106333,-84.390206,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.133810035921423,100026,39.1074045132496,-84.3901624400315,"Mt. Washington",274624
125,"Other","07/02/2018","~No parking zone~ on the south side of Minot is not enforced unless residents call dispatch. Cars parked in this location cause a dangerous situation as the street is too narrow to support two lanes of parked vehicles.","drives","MINOT AV & 33RD AV","Minot Av","4259985566242502855633","","Oakley","MINOT AV & 33RD AV, Cincinnati, OH, USA","MINOT AV & 33RD AV, Cincinnati, OH, USA",39.152577,-84.434401,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.109127570397876,300046,39.1524538094936,-84.4353466140335,"Oakley",202657
172,"Other","07/02/2018","The crosswalk needs to have a light up feature. At night, it is very hard to see when people start to cross.","drives","RAVENNA ST & DESMOND ST","Ravenna St","4761491904747615279459","","Madisonville","RAVENNA ST & DESMOND ST, Cincinnati, OH, USA","RAVENNA ST & DESMOND ST, Cincinnati, OH, USA",39.166675,-84.39365,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.108541096587944,120052,39.1659102400734,-84.3946808543132,"Madisonville",201948
1882,"Other","12/02/2018","Vehicles stopping in Bus lane as they go into the Beer store.  Always causing unsafe acts as the bus's try to move around them.","walks","WALNUT ST & E 5TH ST","E 5th St","3357752746133582117563","","Downtown","WALNUT ST & E 5TH ST, Cincinnati, OH, USA","WALNUT ST & E 5TH ST, Cincinnati, OH, USA",39.10188,-84.508142,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.100921445185443,620024,39.1029963356098,-84.5076413917523,"Central Business District",273189
1935,"Other","12/02/2018","The street is used to bypass Oakley square traffic in rush hour or as Norwood connector.","walks","MINOT AV & 34TH AV","34th Av","4250344569342504276774","","Oakley","MINOT AV & 34TH AV, Cincinnati, OH, USA","MINOT AV & 34TH AV, Cincinnati, OH, USA",39.152684,-84.433139,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.109127570397876,290046,39.1524517595186,-84.4330874039045,"Oakley",202657
1936,"Other","12/02/2018","This intersection and 34th become very active at 2am with loud and speeding car traffic. Many patrons picking up their car are visibly intoxicated and should not drive anymore.","walks","MINOT AV & 34TH AV","34th Av","4250344569342504276774","","Oakley","MINOT AV & 34TH AV, Cincinnati, OH, USA","MINOT AV & 34TH AV, Cincinnati, OH, USA",39.152684,-84.433139,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.109127570397876,290046,39.1524517595186,-84.4330874039045,"Oakley",202657
240,"Other","07/02/2018","LOTS of drug deals along this street. Hooker activity as well.","drives","WELLS ST & WARSAW AV","Wells St","2871378115128713932368","","East Price Hill","WELLS ST & WARSAW AV, Cincinnati, OH, USA","WELLS ST & WARSAW AV, Cincinnati, OH, USA",39.103189,-84.57014,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill","273561",0.125154744807391,900024,39.1029969460169,-84.5708993592513,"East Price Hill",273561
243,"Other","07/02/2018","Cars sideswiping and leaving the scene. Van parks too close to corner, people fly around the corner and hit cars parked on Wells...... happens a lot !!!","drives","WELLS ST & WARSAW AV","Wells St","2871378115128713932368","","East Price Hill","WELLS ST & WARSAW AV, Cincinnati, OH, USA","WELLS ST & WARSAW AV, Cincinnati, OH, USA",39.103189,-84.57014,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill","273561",0.125154744807391,900024,39.1029969460169,-84.5708993592513,"East Price Hill",273561
2594,"Other","14/02/2018","The intersection of Drakewood and Wasson is dangerously dark for those who are trying to cross Drakewood.  There is a light at the NW corner, but it is over Wasson, not Drakewood.  Please add more light!!!!","walks","DRAKEWOOD DR & WASSON RD","Wasson Rd","4249991265642401962653","","Oakley","DRAKEWOOD DR & WASSON RD, Cincinnati, OH, USA","DRAKEWOOD DR & WASSON RD, Cincinnati, OH, USA",39.144763,-84.441034,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.0766082724501396,330043,39.1457096935867,-84.4421242452177,"Oakley",202657
2595,"Other","14/02/2018","This intersection is dark and needs more lighting, especially because it is so busy.","walks","PAXTON AV & WASSON RD","Paxton Av","4240196265342403622750","","Oakley","PAXTON AV & WASSON RD, Cincinnati, OH, USA","PAXTON AV & WASSON RD, Cincinnati, OH, USA",39.151469,-84.420727,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.109127570397876,240046,39.1524408553979,-84.421791355311,"Oakley",202657
275,"Other","07/02/2018","Bikers do not walk their bikes beneath the train overpass and instead take up the lane, even though the signage instructs them to do so.","drives","COLUMBIA PKWY & KEMPER LN","Riverside Dr","3714758215137175864271","The sign means that bikes shouldn't be ridden on the sidewalk, and not that cyclists have to leave the roadway. Cyclists have a legal right to ride in the standard traffic lane where a bicycle lane is not present (note the sharrow on the road here).","East End","COLUMBIA PKWY & KEMPER LN, Cincinnati, OH, USA","COLUMBIA PKWY & KEMPER LN, Cincinnati, OH, USA",39.114581,-84.487035,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Adams","274619",0.094109928922634,530029,39.1142388891927,-84.4873084773927,"Mt. Adams",274619
275,"Other","07/02/2018","Bikers do not walk their bikes beneath the train overpass and instead take up the lane, even though the signage instructs them to do so.","drives","COLUMBIA PKWY & KEMPER LN","Riverside Dr","3714758215137175864271","Bicycles are permitted to take the lane on any road in the city. Please patiently wait behind them a few seconds until the bike lane begins again on the other side of the underpass.","East End","COLUMBIA PKWY & KEMPER LN, Cincinnati, OH, USA","COLUMBIA PKWY & KEMPER LN, Cincinnati, OH, USA",39.114581,-84.487035,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Adams","274619",0.094109928922634,530029,39.1142388891927,-84.4873084773927,"Mt. Adams",274619
2947,"Other","15/02/2018","This road is not paved and often floods making it difficult to navigate.  This is a city street but is not recognized as such and there is pushback when I address it to DOTE.  Please do something for us here, we feel isolated.  Thank you.","drives","MUSCOGEE ST & OXLEY ST","Muscogee St","3832929902338329499149","","Hartwell","MUSCOGEE ST & OXLEY ST, Cincinnati, OH, USA","MUSCOGEE ST & OXLEY ST, Cincinnati, OH, USA",39.216437,-84.462376,"locality,political","locality","OH","Hamilton","Cincinnati","Hartwell","201193",0.0921275213981644,420074,39.2154750523954,-84.4624571446978,"Hartwell",201193
3554,"Other","20/02/2018","There is no SCHOOL ZONE sign in the area for Sands","drives","CORBLY ST & PRIVATE DR","Corbly St","4704514409847048834140","Agreed.","Mt. Washington","CORBLY ST & PRIVATE DR, Cincinnati, OH, USA","CORBLY ST & PRIVATE DR, Cincinnati, OH, USA",39.093999,-84.387063,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.0948968679400693,90020,39.0939015892843,-84.3879032331191,"Mt. Washington",274624
375,"Other","07/02/2018","Buses and cars constantly drive in this bike lane to avoid the potholes/drive faster up the hill.","bikes","BEECHMONT AV & REDFIELD PL","Beechmont Av","4711990786847127787240","Agree. They need to re-pave the street and not just patch the potholes. Once the patches fail, cars dodge the potholes by driving on the bike lane.","Mt. Washington","BEECHMONT AV & REDFIELD PL, Cincinnati, OH, USA","BEECHMONT AV & REDFIELD PL, Cincinnati, OH, USA",39.10443,-84.390763,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.133895408937382,100025,39.1051545127659,-84.390162440037,"Mt. Washington",274624
375,"Other","07/02/2018","Buses and cars constantly drive in this bike lane to avoid the potholes/drive faster up the hill.","bikes","BEECHMONT AV & REDFIELD PL","Beechmont Av","4711990786847127787240","Sometimes people park in the bike lane, sometimes buses and cars drive right up it.  Needs some type of buffer from street.","Mt. Washington","BEECHMONT AV & REDFIELD PL, Cincinnati, OH, USA","BEECHMONT AV & REDFIELD PL, Cincinnati, OH, USA",39.10443,-84.390763,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.133895408937382,100025,39.1051545127659,-84.390162440037,"Mt. Washington",274624
399,"Other","07/02/2018","Please review CAGIS CSR requests re: parking in front yards (Beechmont between Mears and Beacon).  Better awareness needed for onstreet parking in this area","travels (other)","BEECHMONT AV & WILARAY TER","Beechmont Av","4693231264046939362144","","Mt. Washington","BEECHMONT AV & WILARAY TER, Cincinnati, OH, USA","BEECHMONT AV & WILARAY TER, Cincinnati, OH, USA",39.08678,-84.38378,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.0902369632075168,70017,39.0871456153539,-84.3833848198101,"Mt. Washington",274624
461,"Other","07/02/2018","Cars do not stay in their lane when turning.","drives","WALNUT ST & E 3RD ST","Walnut St","3347904660333479536339","","Downtown","WALNUT ST & E 3RD ST, Cincinnati, OH, USA","WALNUT ST & E 3RD ST, Cincinnati, OH, USA",39.099661,-84.505821,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.121271134044586,610023,39.1007456796175,-84.5053821788555,"Central Business District",273189
5457,"Other","05/03/2018","Need a trash can on the south side of 4th street. Have to cross dangerous intersection to get to one on N side of 4th street to throw away dog waste bags.","walks","LAWRENCE ST & LUDLOW ST","E 4th St","3359603735733500077676","","Downtown","LAWRENCE ST & LUDLOW ST, Cincinnati, OH, USA","LAWRENCE ST & LUDLOW ST, Cincinnati, OH, USA",39.162385,-84.534013,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.107626853337128,740050,39.161500836266,-84.5347519488844,"Northside",274791
6082,"Other","08/03/2018","Walking and driving in downtown is generally hazardous. I propose pedestrian only area (NO CARS) from ELM to SYCAMORE and from 8TH to 4TH. Let the street car run in this area only. Designate parking outside this area. People need exercise anyway!","travels (other)","W 5TH ST & VINE ST","E 5th St","3317288744233577527461","","Downtown","W 5TH ST & VINE ST, Cincinnati, OH, USA","W 5TH ST & VINE ST, Cincinnati, OH, USA",39.100477,-84.517815,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.0930688010728174,670023,39.1007489496279,-84.5189374568186,"Central Business District",273189
75,"Other","07/02/2018","bicycles do no obey any rights of way.  bike paths should be removed from the street.  bikes create a hazard for pedestrians and cars.","drives","NASH AV & NASH AV TERM W OF NANCY LN","Delta Av","4239561500642301466338","I drive here regularly and have never seen bikers not obeying the rules of the road. We need more bike lanes and driver education about cyclists.","Mt. Lookout","NASH AV & NASH AV TERM W OF NANCY LN, Cincinnati, OH, USA","NASH AV & NASH AV TERM W OF NANCY LN, Cincinnati, OH, USA",39.125341,-84.431939,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.0505605072310299,280034,39.1254496513273,-84.4308281940156,"Mt. Lookout",274623
75,"Other","07/02/2018","bicycles do no obey any rights of way.  bike paths should be removed from the street.  bikes create a hazard for pedestrians and cars.","drives","NASH AV & NASH AV TERM W OF NANCY LN","Delta Av","4239561500642301466338","Wrong. Slow down and stay out of the bike lane.","Mt. Lookout","NASH AV & NASH AV TERM W OF NANCY LN, Cincinnati, OH, USA","NASH AV & NASH AV TERM W OF NANCY LN, Cincinnati, OH, USA",39.125341,-84.431939,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.0505605072310299,280034,39.1254496513273,-84.4308281940156,"Mt. Lookout",274623
75,"Other","07/02/2018","bicycles do no obey any rights of way.  bike paths should be removed from the street.  bikes create a hazard for pedestrians and cars.","drives","NASH AV & NASH AV TERM W OF NANCY LN","Delta Av","4239561500642301466338","Can you please give more detail?","Mt. Lookout","NASH AV & NASH AV TERM W OF NANCY LN, Cincinnati, OH, USA","NASH AV & NASH AV TERM W OF NANCY LN, Cincinnati, OH, USA",39.125341,-84.431939,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.0505605072310299,280034,39.1254496513273,-84.4308281940156,"Mt. Lookout",274623
7793,"Other","16/03/2018","Increased traffic and lack of signal with blind spots is dangerous and puts nearby senior community residents at greater risk.","drives","HARRISON AV & GAINSVIEW RD","MONTGOMERY RD","3771025434437713134733","","Walnut Hills","HARRISON AV & GAINSVIEW RD, Cincinnati, OH, USA","HARRISON AV & GAINSVIEW RD, Cincinnati, OH, USA",39.123374,-84.53793,"locality,political","locality","OH","Hamilton","Cincinnati","West End","276647",0.201663042499957,750033,39.1232508886442,-84.5370111621333,"West End",276647
1075,"Crosswalk Needed","08/02/2018","There needs to be a crosswalk between Redfield/Ranchvale and Corbly.  Walking from Sunvalley/Meadowmar is a pain to get to Stanbery Park, and upper Wasigo.","walks","BEECHMAR DR & BEECHMONT AV","Beechmar Dr","4702975695047134977226","","Mt. Washington","BEECHMAR DR & BEECHMONT AV, Cincinnati, OH, USA","BEECHMAR DR & BEECHMONT AV, Cincinnati, OH, USA",39.103324,-84.382785,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.158394962975879,70024,39.1028956177238,-84.3833848197793,"Mt. Washington",274624
14545,"Crosswalk Needed","09/05/2018","Crosswalk needed at corner of Ridgeway and Harvey - already 3 crosswalks exist but none at the exit of UC Health Lot 4 to walk across to Business Center","walks","GWENDOLYN DR & KENTUCKY VIEW","MADISON RD","4764825799647650867966","","Avondale","GWENDOLYN DR & KENTUCKY VIEW, Cincinnati, OH, USA","GWENDOLYN DR & KENTUCKY VIEW, Cincinnati, OH, USA",39.16758,-84.549495,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.123974186171741,810053,39.1682505370386,-84.5505664413972,"Northside",274791
322,"Crosswalk Needed","07/02/2018","","walks","LAWRENCE ST & LUDLOW ST","E 4th St","3359603735733500077676","","Downtown","LAWRENCE ST & LUDLOW ST, Cincinnati, OH, USA","LAWRENCE ST & LUDLOW ST, Cincinnati, OH, USA",39.162385,-84.534013,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.107626853337128,740050,39.161500836266,-84.5347519488844,"Northside",274791
