ID,street,city,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc
621,ELM PARK, CINCINNATI,OH,45216,39.183735,-84.477665,41,Car-Dependent,34,Somewhat Bikeable,38,Some Transit
622,REGENT AVE, CINCINNATI,OH,45237,39.177177,-84.477063,66,Somewhat Walkable,46,Somewhat Bikeable,,
623,CALIFORNIA AVE, CINCINNATI,OH,45237,39.1763184,-84.4769198,63,Somewhat Walkable,48,Somewhat Bikeable,,
624,LAIDLAW AVE, CINCINNATI,OH,45237,39.1775256,-84.475895,63,Somewhat Walkable,30,Somewhat Bikeable,,
625,JOSEPH ST, CINCINNATI,OH,45237,39.1726621,-84.4741323,56,Somewhat Walkable,45,Somewhat Bikeable,,
626,YARMOUTH AVE, CINCINNATI,OH,45237,39.1739416,-84.4729573,59,Somewhat Walkable,42,Somewhat Bikeable,,
627,ELIZABETH PL, CINCINNATI,OH,45237,39.1779685,-84.4681469,13,Car-Dependent,,,,
628,ANITA PL, CINCINNATI,OH,45237,39.1754305,-84.4692948,48,Car-Dependent,43,Somewhat Bikeable,,
629,ROSE PL, CINCINNATI,OH,45237,39.1765588,-84.4691718,55,Somewhat Walkable,45,Somewhat Bikeable,,
630,ANDINA AVE, CINCINNATI,OH,45237,39.1750088,-84.4663839,58,Somewhat Walkable,47,Somewhat Bikeable,,
631,CARRAHEN AVE, CINCINNATI,OH,45237,39.182142,-84.464263,49,Car-Dependent,41,Somewhat Bikeable,,
632,NORTHCUTT AVE, CINCINNATI,OH,45237,39.1737126,-84.4663839,59,Somewhat Walkable,47,Somewhat Bikeable,,
633,BERKLEY AVE, CINCINNATI,OH,45237,39.1722776,-84.4668759,56,Somewhat Walkable,43,Somewhat Bikeable,,
634,NORTHAMPTON DR, CINCINNATI,OH,45237,39.1812246,-84.4642109,50,Somewhat Walkable,42,Somewhat Bikeable,,
635,PORTMAN AVE, CINCINNATI,OH,45237,39.179578,-84.464579,49,Car-Dependent,43,Somewhat Bikeable,,
636,GREENVIEW PL, CINCINNATI,OH,45237,39.1799036,-84.4645389,49,Car-Dependent,43,Somewhat Bikeable,40,Some Transit
637,DALE RD, CINCINNATI,OH,45237,39.1771686,-84.4649489,55,Somewhat Walkable,45,Somewhat Bikeable,,
638,LAWN AVE, CINCINNATI,OH,45237,39.1701864,-84.4667734,50,Somewhat Walkable,45,Somewhat Bikeable,,
639,AVONLEA AVE, CINCINNATI,OH,45237,39.1731789,-84.4655947,59,Somewhat Walkable,48,Somewhat Bikeable,,
640,GARDEN LN, CINCINNATI,OH,45237,39.1753322,-84.4646619,54,Somewhat Walkable,45,Somewhat Bikeable,,
641,DALEWOOD PL, CINCINNATI,OH,45237,39.1759722,-84.4636369,54,Somewhat Walkable,45,Somewhat Bikeable,,
642,YORKTOWN RD, CINCINNATI,OH,45237,39.1843247,-84.4612588,48,Car-Dependent,48,Somewhat Bikeable,,
643,LANGDON FARM, CINCINNATI,OH,45237,39.1832989,-84.4618328,49,Car-Dependent,46,Somewhat Bikeable,4,Some Transit
644,SUNWALK DR, CINCINNATI,OH,45237,39.1846734,-84.4599949,60,Somewhat Walkable,55,Bikeable,,
645,E SEYMOUR, CINCINNATI,OH,45237,39.188581,-84.462884,66,Somewhat Walkable,51,Bikeable,41,Some Transit
646,CATALINA AVE, CINCINNATI,OH,45237,39.1708151,-84.4616688,42,Car-Dependent,42,Somewhat Bikeable,,
647,ROCKINGHAM ST, CINCINNATI,OH,45237,39.1801946,-84.4595776,52,Somewhat Walkable,43,Somewhat Bikeable,4,Some Transit
648,TRUITT AVE, CINCINNATI,OH,45212,39.1779222,-84.4590651,56,Somewhat Walkable,45,Somewhat Bikeable,,
649,PADDOCK RD, CINCINNATI,OH,45229,39.1701328,-84.4774729,63,Somewhat Walkable,46,Somewhat Bikeable,,
650,PARA DR, CINCINNATI,OH,45237,39.1745571,-84.4834702,47,Car-Dependent,45,Somewhat Bikeable,,
651,YARMOUTH PL, CINCINNATI,OH,45237,39.1732971,-84.4695818,59,Somewhat Walkable,47,Somewhat Bikeable,,
653,CORINTH AVE, CINCINNATI,OH,45237,39.176902,-84.479493,58,Somewhat Walkable,46,Somewhat Bikeable,,
654,GRAFTON AVE, CINCINNATI,OH,45237,39.1773292,-84.4615048,52,Somewhat Walkable,44,Somewhat Bikeable,,
655,LILLIAN DR, CINCINNATI,OH,45237,39.1774378,-84.4629399,55,Somewhat Walkable,45,Somewhat Bikeable,,
656,NEWFIELD AVE, CINCINNATI,OH,45237,39.1774807,-84.4638419,47,Car-Dependent,41,Somewhat Bikeable,,
657,LACONIA AVE, CINCINNATI,OH,45237,39.1774274,-84.4610127,53,Somewhat Walkable,43,Somewhat Bikeable,,
658,RHODE ISLAND, CINCINNATI,OH,45212,39.169291,-84.459995,6,Somewhat Walkable,47,Somewhat Bikeable,45,Some Transit
661,HAVENWOOD CT, CINCINNATI,OH,45237,39.183451,-84.4611973,41,Car-Dependent,51,Bikeable,,
662,MORNING DEW, CINCINNATI,OH,45237,39.1827541,-84.4597416,55,Somewhat Walkable,49,Somewhat Bikeable,39,Some Transit
663,MOSAIC LN, CINCINNATI,OH,45237,39.1848907,-84.460355,74,Very Walkable,50,Somewhat Bikeable,,
664,WANDERLING LN, CINCINNATI,OH,45237,39.1849813,-84.4595465,71,Very Walkable,50,Somewhat Bikeable,,
666,STEGER DR, CINCINNATI,OH,45237,39.1899828,-84.4750956,37,Car-Dependent,34,Somewhat Bikeable,38,Some Transit
667,E 4TH, CINCINNATI,OH,45202,39.0996584,-84.5123057,93,Walker's Paradise,59,Bikeable,82,Excellent Transit
668,E 9TH, CINCINNATI,OH,45202,39.1058779,-84.5122108,99,Walker's Paradise,54,Bikeable,81,Excellent Transit
670,W 4TH, CINCINNATI,OH,45202,39.099795,-84.515842,96,Walker's Paradise,55,Bikeable,82,Excellent Transit
671,E 6TH, CINCINNATI,OH,45202,39.102998,-84.511123,98,Walker's Paradise,53,Bikeable,82,Excellent Transit
672,E 7TH, CINCINNATI,OH,45202,39.1040114,-84.5130226,98,Walker's Paradise,53,Bikeable,82,Excellent Transit
673,W 9TH, CINCINNATI,OH,45202,39.104602,-84.517786,97,Walker's Paradise,53,Bikeable,8,Excellent Transit
674,E COURT, CINCINNATI,OH,45202,39.1064306,-84.5139247,99,Walker's Paradise,54,Bikeable,81,Excellent Transit
675,CENTRAL AVE, CINCINNATI,OH,45202,39.0944649,-84.5179718,94,Walker's Paradise,53,Bikeable,,
676,MC FARLAND, CINCINNATI,OH,45202,39.0986011,-84.5177348,87,Very Walkable,52,Bikeable,8,Excellent Transit
677,RACE ST, CINCINNATI,OH,45202,39.098963,-84.514641,69,Somewhat Walkable,41,Somewhat Bikeable,,
678,BROADWAY ST, CINCINNATI,OH,45202,39.1006695,-84.5056717,74,Very Walkable,64,Bikeable,,
679,W 5TH, CINCINNATI,OH,45202,39.1002292,-84.5184095,87,Very Walkable,53,Bikeable,79,Excellent Transit
680,PIKE ST, CINCINNATI,OH,45202,39.1025059,-84.5030054,76,Very Walkable,64,Bikeable,79,Excellent Transit
681,PLUM ST, CINCINNATI,OH,45202,39.0996344,-84.517836,94,Walker's Paradise,54,Bikeable,,
682,WALNUT ST, CINCINNATI,OH,45202,39.1035519,-84.5120315,65,Somewhat Walkable,,,,
683,ELM ST, CINCINNATI,OH,45202,39.1045669,-84.5173429,96,Walker's Paradise,55,Bikeable,,
684,W MEHRING, CINCINNATI,OH,45203,39.0965607,-84.5296936,42,Car-Dependent,4,Somewhat Bikeable,52,Good Transit
685,MOON VALLEY, CINCINNATI,OH,45230,39.078378,-84.413435,3,Car-Dependent,2,Somewhat Bikeable,1,Minimal Transit
686,RENSLAR AVE, CINCINNATI,OH,45230,39.0687774,-84.4252061,17,Car-Dependent,23,Somewhat Bikeable,12,Minimal Transit
687,TWIN HILLS, CINCINNATI,OH,45230,39.0704488,-84.4083864,1,Car-Dependent,6,Somewhat Bikeable,8,Minimal Transit
688,BERTE ST, CINCINNATI,OH,45230,39.066481,-84.429191,13,Car-Dependent,29,Somewhat Bikeable,,
689,PANAMA ST, CINCINNATI,OH,45230,39.0662981,-84.4300122,9,Car-Dependent,28,Somewhat Bikeable,,
690,LINNEMAN ST, CINCINNATI,OH,45230,39.066398,-84.42486,16,Car-Dependent,28,Somewhat Bikeable,,
691,ELDORADO AVE, CINCINNATI,OH,45230,39.0642402,-84.4269402,18,Car-Dependent,23,Somewhat Bikeable,,
692,SASSAFRAS ST, CINCINNATI,OH,45225,39.144271,-84.53721,47,Car-Dependent,38,Somewhat Bikeable,45,Some Transit
693,BATES AVE, CINCINNATI,OH,45225,39.1411601,-84.5366345,58,Somewhat Walkable,40,Somewhat Bikeable,,
694,HOPPLE ST, CINCINNATI,OH,45225,39.137313,-84.5401123,53,Somewhat Walkable,46,Somewhat Bikeable,,
695,SPRING GROVE, CINCINNATI,OH,45225,39.1352799,-84.5386826,5,Car-Dependent,45,Somewhat Bikeable,43,Some Transit
696,BURLINGTON PL, CINCINNATI,OH,45225,39.136156,-84.538087,53,Somewhat Walkable,46,Somewhat Bikeable,,
697,HENSHAW AVE, CINCINNATI,OH,45225,39.140499,-84.5372,58,Somewhat Walkable,48,Somewhat Bikeable,,
698,65TH ST, CINCINNATI,OH,45216,39.190098,-84.4873718,65,Somewhat Walkable,52,Bikeable,42,Some Transit
699,W 68TH, CINCINNATI,OH,45216,39.192399,-84.4844311,67,Somewhat Walkable,5,Bikeable,41,Some Transit
700,66TH ST, ELMWOOD PLACE,OH,45216,39.1889371,-84.4835833,64,Somewhat Walkable,46,Somewhat Bikeable,,
701,64TH ST, CINCINNATI,OH,45216,39.189561,-84.4882223,67,Somewhat Walkable,53,Bikeable,,
703,W 70TH, CINCINNATI,OH,45216,39.1945073,-84.4829863,62,Somewhat Walkable,48,Somewhat Bikeable,41,Some Transit
704,W 73RD, CINCINNATI,OH,45216,39.1970886,-84.4801991,56,Somewhat Walkable,47,Somewhat Bikeable,4,Some Transit
705,W SEYMOUR, CINCINNATI,OH,45216,39.1958743,-84.4819313,56,Somewhat Walkable,46,Somewhat Bikeable,4,Some Transit
706,CITYCENTRE DR, CINCINNATI,OH,45216,39.1993607,-84.4704632,74,Very Walkable,42,Somewhat Bikeable,,
707,W 72ND, CINCINNATI,OH,45216,39.1962799,-84.4813582,56,Somewhat Walkable,46,Somewhat Bikeable,4,Some Transit
708,W 66TH, CINCINNATI,OH,45216,39.1900146,-84.4856095,67,Somewhat Walkable,52,Bikeable,42,Some Transit
709,W 69TH, CINCINNATI,OH,45216,39.1939561,-84.4841749,64,Somewhat Walkable,49,Somewhat Bikeable,42,Some Transit
710,REDEAGLE WAY, CINCINNATI,OH,45216,39.191915,-84.4866255,63,Somewhat Walkable,5,Bikeable,42,Some Transit
711,ESCALON ST, CINCINNATI,OH,45216,39.1998456,-84.4785595,42,Car-Dependent,45,Somewhat Bikeable,,
712,77TH ST, CINCINNATI,OH,45216,39.1998337,-84.4746755,43,Car-Dependent,47,Somewhat Bikeable,33,Some Transit
713,ROSEWOOD ST, CINCINNATI,OH,45216,39.190746,-84.488971,62,Somewhat Walkable,52,Bikeable,,
715,VAN KIRK, CINCINNATI,OH,45216,39.194972,-84.4825354,62,Somewhat Walkable,48,Somewhat Bikeable,41,Some Transit
716,FAIRPARK AVE, CINCINNATI,OH,45216,39.1955038,-84.4809704,67,Somewhat Walkable,52,Bikeable,,
717,DILLWARD AVE, CINCINNATI,OH,45216,39.1962832,-84.4856199,39,Car-Dependent,38,Somewhat Bikeable,,
718,WARDALL AVE, CINCINNATI,OH,45211,39.156801,-84.603697,13,Car-Dependent,24,Somewhat Bikeable,,
719,PHOENIX AVE, CINCINNATI,OH,45211,39.160051,-84.603583,50,Somewhat Walkable,,,,
720,MONTANA AVE, CINCINNATI,OH,45211,39.1492875,-84.6092505,6,Car-Dependent,16,Somewhat Bikeable,,
721,CAMVIC TERRACE, CINCINNATI,OH,45211,39.161626,-84.603612,36,Car-Dependent,35,Somewhat Bikeable,,
722,AUGUSTA AVE, CINCINNATI,OH,45211,39.161139,-84.603645,43,Car-Dependent,40,Somewhat Bikeable,,
723,ALPINE PL, CINCINNATI,OH,45211,39.1630597,-84.6039891,56,Somewhat Walkable,29,Somewhat Bikeable,,
724,ROBB AVE, CINCINNATI,OH,45211,39.149516,-84.620022,52,Somewhat Walkable,41,Somewhat Bikeable,,
725,MAYFAIR AVE, CINCINNATI,OH,45211,39.149652,-84.618551,56,Somewhat Walkable,42,Somewhat Bikeable,,
726,ALTA VISTA, CINCINNATI,OH,45211,39.149768,-84.618968,52,Somewhat Walkable,41,Somewhat Bikeable,,
727,GLENMORE AVE, CINCINNATI,OH,45211,39.149718,-84.612376,71,Very Walkable,44,Somewhat Bikeable,,
728,ALTAVISTA AVE, CINCINNATI,OH,45211,39.149769,-84.619357,52,Somewhat Walkable,41,Somewhat Bikeable,,
729,WOODBINE AVE, CINCINNATI,OH,45211,39.158353,-84.606263,54,Somewhat Walkable,,,,
730,ORCHARD CT, CINCINNATI,OH,45211,39.15055,-84.609296,47,Car-Dependent,41,Somewhat Bikeable,,
731,MIAMI CT, CINCINNATI,OH,45211,39.150653,-84.610373,53,Somewhat Walkable,41,Somewhat Bikeable,,
732,STANN PL, CINCINNATI,OH,45211,39.140958,-84.536262,59,Somewhat Walkable,44,Somewhat Bikeable,45,Some Transit
733,JANE AVE, CINCINNATI,OH,45211,39.151583,-84.621122,42,Car-Dependent,,,,
734,CAMELLIA CT, CINCINNATI,OH,45211,39.151208,-84.622336,4,Car-Dependent,,,,
735,TANGENT DR, CINCINNATI,OH,45211,39.15141,-84.623513,35,Car-Dependent,,,,
738,BRUESTLE AVE, CINCINNATI,OH,45211,39.166187,-84.606501,35,Car-Dependent,,,,
739,HILDA AVE, CINCINNATI,OH,45211,39.159708,-84.607109,57,Somewhat Walkable,,,,
740,MEADOW AVE, CINCINNATI,OH,45211,39.149955,-84.608959,61,Somewhat Walkable,,,,
741,GAMBLE AVE, CINCINNATI,OH,45211,39.154999,-84.608579,64,Somewhat Walkable,5,Somewhat Bikeable,,
743,DARWIN AVE, CINCINNATI,OH,45211,39.152239,-84.609813,55,Somewhat Walkable,,,,
744,HOMELAWN AVE, CINCINNATI,OH,0,39.163038,-84.607702,41,Car-Dependent,,,,
745,WESTWOODNORTHERN BV, CINCINNATI,OH,0,39.165171,-84.609663,35,Car-Dependent,,,,
746,PUHLMAN AVE, CINCINNATI,OH,45211,39.163666,-84.606372,43,Car-Dependent,,,,
747,STMARTINS PL, CINCINNATI,OH,45211,39.153526,-84.616079,6,Somewhat Walkable,,,,
749,MOZART AVE, CINCINNATI,OH,45211,39.154364,-84.609794,59,Somewhat Walkable,49,Somewhat Bikeable,,
750,HERBERT AVE, CINCINNATI,OH,45211,39.151247,-84.610382,2,Car-Dependent,,,,
751,FRANCES AVE, CINCINNATI,OH,45211,39.154523,-84.617734,55,Somewhat Walkable,,,,
752,APPLEGATE AVE, CINCINNATI,OH,45211,39.148908,-84.613143,43,Car-Dependent,40,Somewhat Bikeable,,
753,KESSEN AVE, CINCINNATI,OH,45211,39.155064,-84.61196,64,Somewhat Walkable,,,,
754,MARYDELL PL, CINCINNATI,OH,45211,39.155394,-84.61561,6,Somewhat Walkable,,,,
755,CARSON AVE, CINCINNATI,OH,45211,39.155381,-84.614723,62,Somewhat Walkable,,,,
756,WILMAR DR, CINCINNATI,OH,45211,39.155807,-84.616441,74,Very Walkable,,,,
757,KENKER PL, CINCINNATI,OH,45211,39.1551,-84.603992,69,Somewhat Walkable,49,Somewhat Bikeable,36,Some Transit
758,DAVIS AVE, CINCINNATI,OH,45211,39.156577,-84.608896,76,Very Walkable,,,,
759,LOVELL AVE, CINCINNATI,OH,45211,39.157377,-84.613286,63,Somewhat Walkable,,,,
760,CARRIE AVE, CINCINNATI,OH,45211,39.158423,-84.616174,72,Very Walkable,,,,
761,TREVOR AVE, CINCINNATI,OH,45211,39.157828,-84.61232,74,Very Walkable,,,,
762,RUTH LN, CINCINNATI,OH,45211,39.161065,-84.619945,47,Car-Dependent,,,,
764,NORTHBEND RD, CINCINNATI,OH,45211,39.190802,-84.599285,49,Car-Dependent,47,Somewhat Bikeable,,
765,OLIVETTE AVE, CINCINNATI,OH,45211,39.157034,-84.607484,6,Somewhat Walkable,,,,
766,TAFT AVE, CINCINNATI,OH,45211,39.157965,-84.603859,56,Somewhat Walkable,48,Somewhat Bikeable,,
767,AMYLYNN DR, CINCINNATI,OH,45211,39.168096,-84.613847,2,Car-Dependent,,,,
768,MEYERFELD AVE, CINCINNATI,OH,45211,39.157873,-84.605013,56,Somewhat Walkable,48,Somewhat Bikeable,,
769,ROSWELL AVE, CINCINNATI,OH,45211,39.160626,-84.61756,48,Car-Dependent,,,,
770,KENKEL AVE, CINCINNATI,OH,45211,39.160172,-84.618893,47,Car-Dependent,,,,
771,DELMAR AVE, CINCINNATI,OH,45211,39.160753,-84.609664,62,Somewhat Walkable,,,,
772,SMITH RD, CINCINNATI,OH,45211,39.165037,-84.613634,36,Car-Dependent,,,,
773,WALTER AVE, CINCINNATI,OH,45211,39.158001,-84.614787,85,Very Walkable,,,,
774,HARDING AVE, CINCINNATI,OH,45211,39.154431,-84.615626,47,Car-Dependent,,,,
776,MCFARRAN AVE, CINCINNATI,OH,45211,39.159865,-84.616604,66,Somewhat Walkable,,,,
777,LORA AVE, CINCINNATI,OH,45211,39.156256,-84.617702,54,Somewhat Walkable,,,,
779,JANWARD DR, CINCINNATI,OH,45211,39.164811,-84.619256,33,Car-Dependent,,,,
780,FEARMAN AVE, CINCINNATI,OH,45211,39.166282,-84.606568,35,Car-Dependent,,,,
781,ALEX AVE, CINCINNATI,OH,45211,39.150341,-84.622345,47,Car-Dependent,38,Somewhat Bikeable,,
782,GROTTO CT, CINCINNATI,OH,45211,39.151986,-84.623901,35,Car-Dependent,,,,
783,MARLIN AVE, CINCINNATI,OH,45211,39.152779,-84.622355,47,Car-Dependent,,,,
785,HOWELL ST, CINCINNATI,OH,45002,39.142527,-84.519303,82,Very Walkable,41,Somewhat Bikeable,47,Some Transit
786,WESTERNVIEW CT, CINCINNATI,OH,45002,39.106431,-84.532654,77,Very Walkable,54,Bikeable,54,Good Transit
787,TIMBERLINE CT, CINCINNATI,OH,0,39.121098,-84.522357,74,Very Walkable,42,Somewhat Bikeable,63,Good Transit
788,MARKLAND ST, CINCINNATI,OH,45002,39.126035,-84.69137,1,Car-Dependent,,,,
789,WESTERNHILL DR, CINCINNATI,OH,45002,39.106431,-84.532654,77,Very Walkable,54,Bikeable,54,Good Transit
790,MIAMI AVE, CINCINNATI,OH,45002,39.150374,-84.61047,53,Somewhat Walkable,41,Somewhat Bikeable,,
791,MTNEBO RD, CINCINNATI,OH,0,39.121225,-84.522454,74,Very Walkable,42,Somewhat Bikeable,63,Good Transit
792,PORTER ST, CINCINNATI,OH,45002,39.119064,-84.534478,71,Very Walkable,68,Bikeable,54,Good Transit
793,WESTERNRIDGE DR, CINCINNATI,OH,45002,39.106431,-84.532654,77,Very Walkable,54,Bikeable,54,Good Transit
795,SYMMES ST, CINCINNATI,OH,45002,39.121153,-84.498539,61,Somewhat Walkable,33,Somewhat Bikeable,56,Good Transit
796,RIDGE AVE, CINCINNATI,OH,45002,39.153037,-84.423029,78,Very Walkable,51,Bikeable,,
799,SPRING ST, CINCINNATI,OH,45002,39.223827,-84.472954,44,Car-Dependent,,,,
801,FINLEY ST, CINCINNATI,OH,45002,39.219287,-84.357472,35,Car-Dependent,,,,
802,WESTGATE DR, CINCINNATI,OH,45002,39.145855,-84.451828,59,Somewhat Walkable,47,Somewhat Bikeable,43,Some Transit
803,STATE ST, CINCINNATI,OH,45002,39.100621,-84.55351,33,Car-Dependent,18,Somewhat Bikeable,,
804,TIMEA AVE, CINCINNATI,OH,45002,39.108221,-84.609298,74,Very Walkable,42,Somewhat Bikeable,63,Good Transit
805,LAURELWOOD DR, CINCINNATI,OH,45002,39.201791,-84.551649,31,Car-Dependent,37,Somewhat Bikeable,37,Some Transit
806,ROSEWYNNE CT, CINCINNATI,OH,45002,39.195941,-84.581269,22,Car-Dependent,,,,
807,GLENMARY AVE, CINCINNATI,OH,45220,39.145513,-84.513739,80,Very Walkable,46,Somewhat Bikeable,47,Some Transit
808,CLIFTONHILLS AVE, CINCINNATI,OH,45220,39.148077,-84.534348,61,Somewhat Walkable,3,Somewhat Bikeable,44,Some Transit
809,LAFAYETTE CR, CINCINNATI,OH,45220,39.128892,-84.507607,92,Walker's Paradise,53,Bikeable,57,Good Transit
810,JUERGENS AVE, CINCINNATI,OH,45220,39.151075,-84.510433,3,Car-Dependent,21,Somewhat Bikeable,41,Some Transit
811,WOOLPER AVE, CINCINNATI,OH,45220,39.149808,-84.512796,4,Car-Dependent,23,Somewhat Bikeable,41,Some Transit
812,GREENDALE AVE, CINCINNATI,OH,45220,39.151048,-84.51495,31,Car-Dependent,23,Somewhat Bikeable,41,Some Transit
813,LORAINE AVE, CINCINNATI,OH,45220,39.145421,-84.516642,78,Very Walkable,41,Somewhat Bikeable,47,Some Transit
814,SENATOR PL, CINCINNATI,OH,45220,39.144487,-84.517669,81,Very Walkable,46,Somewhat Bikeable,48,Some Transit
815,BELSAW PL, CINCINNATI,OH,45220,39.153802,-84.518806,26,Car-Dependent,24,Somewhat Bikeable,41,Some Transit
816,WARREN AVE, CINCINNATI,OH,45220,39.152858,-84.518616,39,Car-Dependent,,,,
817,RAWSONWOODS CR, CINCINNATI,OH,45220,39.151141,-84.463865,76,Very Walkable,,,,
818,BRYANT AVE, CINCINNATI,OH,45220,39.145461,-84.520411,82,Very Walkable,48,Somewhat Bikeable,46,Some Transit
819,LUDLOW AVE, CINCINNATI,OH,45220,39.101142,-84.503503,66,Somewhat Walkable,,,,
820,MORRISON AVE, CINCINNATI,OH,45220,39.143505,-84.529003,55,Somewhat Walkable,26,Somewhat Bikeable,45,Some Transit
821,SHERLOCK AVE, CINCINNATI,OH,45220,39.143738,-84.525858,73,Very Walkable,41,Somewhat Bikeable,45,Some Transit
822,GANO AVE, CINCINNATI,OH,45220,39.143974,-84.52675,73,Very Walkable,41,Somewhat Bikeable,45,Some Transit
823,BROOKLINE AVE, CINCINNATI,OH,45220,39.142192,-84.515403,8,Very Walkable,43,Somewhat Bikeable,49,Some Transit
824,SHILOH ST, CINCINNATI,OH,45220,39.144614,-84.521066,82,Very Walkable,47,Somewhat Bikeable,47,Some Transit
825,TELFORD ST, CINCINNATI,OH,45220,39.144163,-84.520639,82,Very Walkable,47,Somewhat Bikeable,47,Some Transit
827,LYLEBURN PL, CINCINNATI,OH,45220,39.145323,-84.525906,73,Very Walkable,42,Somewhat Bikeable,45,Some Transit
828,WHITFIELD AVE, CINCINNATI,OH,0,39.146203,-84.523205,79,Very Walkable,47,Somewhat Bikeable,45,Some Transit
829,CORNELL PL, CINCINNATI,OH,45220,39.146835,-84.524474,67,Somewhat Walkable,39,Somewhat Bikeable,45,Some Transit
832,MIDDLETON AVE, CINCINNATI,OH,45220,39.147954,-84.522159,72,Very Walkable,45,Somewhat Bikeable,,
833,AMAZON AVE, CINCINNATI,OH,45220,39.158645,-84.517761,15,Car-Dependent,13,Somewhat Bikeable,41,Some Transit
834,HOWELL AVE, CINCINNATI,OH,45220,39.142687,-84.521842,81,Very Walkable,42,Somewhat Bikeable,47,Some Transit
835,CLIFTON AVE, CINCINNATI,OH,45220,39.155569,-84.517813,2,Car-Dependent,18,Somewhat Bikeable,41,Some Transit
836,MCALPIN AVE, CINCINNATI,OH,45220,39.150118,-84.521829,2,Car-Dependent,,,,
837,EGBERT AVE, CINCINNATI,OH,45220,39.15939,-84.517686,15,Car-Dependent,13,Somewhat Bikeable,41,Some Transit
838,LAFAYETTE AVE, CINCINNATI,OH,45220,39.155941,-84.522968,51,Somewhat Walkable,,,,
839,RURAL LN, CINCINNATI,OH,45220,39.15394,-84.518014,27,Car-Dependent,23,Somewhat Bikeable,41,Some Transit
840,LOWELL AVE, CINCINNATI,OH,45220,39.141155,-84.524805,67,Somewhat Walkable,32,Somewhat Bikeable,46,Some Transit
841,MARTINLUTHERKING DR, CINCINNATI,OH,0,39.134831,-84.498529,72,Very Walkable,51,Bikeable,,
843,EVANSWOOD PL, CINCINNATI,OH,45220,39.147545,-84.525621,67,Somewhat Walkable,39,Somewhat Bikeable,45,Some Transit
844,WIRHAM PL, CINCINNATI,OH,45220,39.144371,-84.527948,65,Somewhat Walkable,32,Somewhat Bikeable,45,Some Transit
845,WINDINGS LN, CINCINNATI,OH,0,39.153082,-84.527677,16,Car-Dependent,10,Somewhat Bikeable,,
846,BERKSHIRE LN, CINCINNATI,OH,45220,39.146146,-84.530202,61,Somewhat Walkable,31,Somewhat Bikeable,44,Some Transit
848,DUNORE RD, CINCINNATI,OH,45220,39.211945,-84.515276,38,Car-Dependent,,,,
849,CLIFTONHILLS TE, CINCINNATI,OH,45220,39.148913,-84.534185,43,Car-Dependent,32,Somewhat Bikeable,,
850,RUEDELAPAIX , CINCINNATI,OH,0,39.113553,-84.263241,1,Car-Dependent,,,,
851,CLIFTONCREST TE, CINCINNATI,OH,0,39.113451,-84.262888,52,Somewhat Walkable,33,Somewhat Bikeable,,
852,INTERWOOD PL, CINCINNATI,OH,45220,39.147814,-84.515312,58,Somewhat Walkable,31,Somewhat Bikeable,45,Some Transit
853,CLIFF ST, CINCINNATI,OH,45219,39.086573,-84.306007,16,Car-Dependent,,,,
854,ELIZA ST, CINCINNATI,OH,45214,39.12763,-84.53188,62,Somewhat Walkable,36,Somewhat Bikeable,51,Good Transit
855,PARKER ST, CINCINNATI,OH,45219,39.123069,-84.516902,88,Very Walkable,41,Somewhat Bikeable,63,Good Transit
856,WARNER ST, CINCINNATI,OH,45219,39.124555,-84.517361,89,Very Walkable,5,Somewhat Bikeable,62,Good Transit
858,LYON ST, CINCINNATI,OH,45219,39.126822,-84.517536,92,Walker's Paradise,54,Bikeable,59,Good Transit
859,BOSLEY ST, CINCINNATI,OH,45219,39.125199,-84.5181,89,Very Walkable,5,Somewhat Bikeable,62,Good Transit
860,OHIO AVE, CINCINNATI,OH,0,39.121347,-84.517851,73,Very Walkable,49,Somewhat Bikeable,,
862,CENTRAL PW, CINCINNATI,OH,45214,39.120996,-84.527062,48,Car-Dependent,28,Somewhat Bikeable,,
863,ELYSIAN PL, CINCINNATI,OH,45219,39.122099,-84.517015,78,Very Walkable,41,Somewhat Bikeable,63,Good Transit
864,RAVINE ST, CINCINNATI,OH,45219,39.123787,-84.52589,84,Very Walkable,44,Somewhat Bikeable,,
865,VICTOR ST, CINCINNATI,OH,45219,39.123275,-84.524151,83,Very Walkable,42,Somewhat Bikeable,62,Good Transit
866,EUREKA TE, CINCINNATI,OH,45219,39.123064,-84.516337,82,Very Walkable,41,Somewhat Bikeable,63,Good Transit
867,WHEELER ST, CINCINNATI,OH,45219,39.123145,-84.520832,86,Very Walkable,41,Somewhat Bikeable,62,Good Transit
868,FLORA ST, CINCINNATI,OH,45219,39.123822,-84.524867,85,Very Walkable,43,Somewhat Bikeable,6,Good Transit
869,STRATFORD AVE, CINCINNATI,OH,45219,39.123754,-84.523322,87,Very Walkable,48,Somewhat Bikeable,6,Good Transit
870,FAIRVIEW AVE, CINCINNATI,OH,45219,39.124398,-84.529498,56,Somewhat Walkable,,,,
871,SAUER AVE, CINCINNATI,OH,45219,39.123666,-84.518999,86,Very Walkable,41,Somewhat Bikeable,62,Good Transit
872,CHICKASAW ST, CINCINNATI,OH,45219,39.125344,-84.522212,9,Walker's Paradise,55,Bikeable,6,Good Transit
